Position,Change,Artist and Title,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
21,-4,Sabrina Carpenter - Espresso,361,1,(x32),3016423,"+113,102",21606945,"+119,840",2085497380
22,+4,WizTheMc - Show Me Love (w/ bees & honey),34,22,,2850887,"+422,261",17894112,"+791,756",66589577
23,-1,Kendrick Lamar - Not Like Us,337,1,(x10),2829357,"+148,792",21144947,"-209,700",1369335637
24,-1,Kendrick Lamar - All The Stars (w/ SZA),669,2,(x14),2795195,"+132,597",19981164,"+16,678",1173651475
25,-1,Ariana Grande - twilight zone,11,3,(x1),2657286,"+81,743",22454398,"-952,529",38369400
26,+2,"Chappell Roan - Good Luck, Babe!",364,5,,2569558,"+196,988",17657596,"-14,897",1406836256
27,+3,"The Weeknd - One Of The Girls (w/ JENNIE, Lily-Rose Depp)",548,2,(x2),2567132,"+212,794",17234280,"+271,119",1647843200
28,-1,Bad Bunny - EoO,93,9,,2554311,"+167,851",18657679,"-169,883",290232459
29,=,Teddy Swims - Lose Control,509,5,,2536035,"+170,762",18628423,"-52,997",1599182224
30,-5,Neton Vega - Morena (w/ Peso Pluma),52,25,,2503065,"+24,421",17994366,"+490,970",100270025
31,+1,Lady Gaga - Abracadabra,64,2,(x1),2415483,"+167,724",18226693,"-274,546",252102820
32,-1,The Goo Goo Dolls - Iris,571,29,,2385933,"+137,424",17083206,"+58,835",918377996
33,+3,Lil Tecca - Dark Thoughts,25,18,,2372584,"+240,359",17610196,"-428,832",65325562
34,+3,NIKI - You'll Be in My Heart - Spotify Singles,16,34,,2286690,"+203,786",13463089,"+1,046,592",25044620
35,+4,Sabrina Carpenter - Taste,228,2,(x3),2264017,"+207,227",15778576,"-11,855",939662908
36,-3,Chappell Roan - Pink Pony Club,234,18,,2242556,"+57,186",16592948,"-158,054",451036181
37,+9,sombr - back to friends,21,37,,2235334,"+277,493",14698965,"+300,189",37562933
38,=,Arctic Monkeys - I Wanna Be Yours,1006,11,,2213364,"+131,651",15062032,"+160,632",2419517594
39,+1,Lord Huron - The Night We Met,980,15,,2202764,"+174,616",15631039,"-91,849",1725977564
40,-6,yung kai - blue,128,22,,2191242,"+28,676",15400033,"+116,356",306449821
41,+1,KAROL G - Si Antes Te Hubiera Conocido,291,4,,2170069,"+167,366",15145516,"+42,709",1105192276
42,+1,"Jombriel - VITAMINA (w/ DFZM, Jøtta)",32,39,,2161116,"+172,365",15385704,"+647,613",53992909
43,+2,Alleh - capaz (merengueton) (w/ Yorghaki),107,34,,2157581,"+194,128",15726871,"-136,380",231396969
44,+6,The Marías - No One Noticed,150,44,,2138536,"+211,547",14611846,"+96,566",258541883
45,-4,Fuerza Regida - ME JALO (w/ Grupo Frontera),102,38,,2130297,"+126,693",15186590,"-84,344",197710387
46,-2,Kendrick Lamar - tv off (w/ Lefty Gunplay),136,5,,2128851,"+149,871",15815481,"-207,376",466233819
47,-12,Bad Bunny - NUEVAYoL,93,5,,2127531,"-30,826",16688494,"-278,947",382465949
48,+1,Tito Double P - TATTOO,39,21,,2081435,"+138,705",13929243,"-17,145",91759199
49,-2,The Police - Every Breath You Take,1271,34,,2073858,"+119,891",14100739,"+219,500",1525393119
50,+4,"Bad Bunny - VeLDÁ (w/ Omar Courtz, Dei V)",93,8,,2056569,"+204,212",14650833,"-141,727",292941993
51,+8,Ariana Grande - we can't be friends (wait for your love),396,1,(x13),2050253,"+231,368",14351110,"-79,517",1318625894
52,+6,Bad Bunny - VOY A LLeVARTE PA PR,93,7,,2035847,"+202,227",14672786,"-103,002",328898837
53,-5,The Neighbourhood - Sweater Weather,1772,14,,2017974,"+68,614",14854409,"-121,969",3067613592
54,+1,Neton Vega - M&M,46,54,,2014195,"+164,971",13687339,"+481,349",77050665
55,-3,FloyyMenor - Gata Only (w/ Cris Mj),421,2,(x1),2007468,"+115,603",14012880,"+469,520",1498283773
56,-5,Neton Vega - Loco,102,14,,2006243,"+104,284",15394651,"+250,800",278030418
57,=,d4vd - Feel It,69,57,,1994793,"+155,230",13424332,"+155,991",110385487
58,+15,Cup of Joe - Multo,3,58,,1971680,"+339,897",4901155,"+1,971,680",4901155
59,+2,j-hope - MONA LISA,18,12,,1961356,"+150,620",14728935,"-87,098",43215831
60,-4,Fuerza Regida - Por Esos Ojos,55,34,,1953129,"+106,593",13836237,"-41,292",108512006
61,+1,"Tyler, The Creator - See You Again (w/ Kali Uchis)",765,13,,1902420,"+95,235",13841023,"-6,468",1510851349
62,-2,Teddy Swims - Bad Dreams,156,41,,1901506,"+84,966",14003671,"-78,259",274578780
63,+1,Coldplay - Yellow,1561,15,,1898092,"+139,638",14037332,"-76,185",2202258647
64,+4,Sabrina Carpenter - Busy Woman,53,11,,1890493,"+223,119",13207542,"-18,373",114721736
65,+22,Ed Sheeran - Azizam,4,27,,1874383,"+392,588",7933515,"+1,874,383",7933515
66,-3,Bruno Mars - Just the Way You Are,871,27,,1868335,"+62,755",13653477,"+29,298",1203540890
67,-2,Arctic Monkeys - 505,1191,40,,1865228,"+118,185",12874278,"+64,202",1669832436
68,+8,Selena Gomez - Ojos Tristes (w/ benny blanco),17,54,,1857161,"+241,669",13013905,"-147,661",30517167
69,-3,Sabrina Carpenter - Please Please Please,305,1,(x19),1839696,"+148,559",12896182,"-18,845",1342249730
70,+4,Sleep Token - Caramel,4,24,,1825963,"+194,245",8414356,"+1,825,963",8414356
71,-4,Hozier - Too Sweet,382,2,(x10),1822656,"+144,004",13039694,"+41,230",1395098559
72,+6,Tate McRae - greedy,526,1,(x34),1822455,"+232,319",12499036,"+112,941",1647483869
73,+8,Tate McRae - Revolving door,46,18,,1820781,"+253,975",12875815,"-106,901",109887988
74,-4,Beéle - Mi Refe (w/ Ovy On The Drums),96,52,,1813300,"+162,736",12948057,"-133,511",183024197
75,+2,Playboi Carti - RATHER LIE (w/ The Weeknd),25,3,(x1),1797923,"+194,288",13665868,"-423,322",79916172
76,-1,ATLXS - PASSO BEM SOLTO - Slowed,12,75,,1788518,"+161,721",11432034,"+421,365",17843233
77,+5,Rauw Alejandro - Qué Pasaría... (w/ Bad Bunny),144,13,,1770291,"+209,340",11954406,"+39,118",386486908
78,-25,Malcolm Todd - Chest Pain (I Love),7,53,,1740967,"-114,415",11309514,"+1,740,967",11309514
79,-8,Coldplay - Viva La Vida,983,27,,1740092,"+92,658",12904564,"-9,030",1528009343
80,+6,"Gracie Abrams - I Love You, I'm Sorry",252,15,,1719220,"+226,260",11505450,"+114,454",558476285
81,-12,Gabito Ballesteros - 7 Dias (w/ Tito Double P),67,15,,1703113,"+44,322",12114629,"-83,028",154728227
82,-2,Imogen Heap - Headlock,95,63,,1702692,"+135,428",11750906,"+25,524",151497283
83,+11,Ravyn Lenae - Love Me Not,20,83,,1695131,"+248,018",10884569,"+197,697",28398798
84,-12,Jung Kook - Seven (w/ Latto),633,1,(x71),1686016,"+52,642",11773765,"+60,731",2057711134
85,+6,Playboi Carti - EVIL J0RDAN,25,1,(x2),1645251,"+185,340",12640507,"-474,511",88851849
86,-1,Ariana Grande - dandelion,11,17,,1638798,"+134,899",14217442,"-932,282",24953781
87,-4,Bruno Mars - Locked out of Heaven,1257,21,,1634794,"+74,076",12245055,"-68,811",1538871683
88,+10,sombr - undressed,12,84,,1632347,"+242,201",10964869,"+95,449",17528913
89,+3,Djo - End of Beginning,416,1,(x3),1622977,"+167,226",10825780,"+217,365",1354329115
90,+3,Empire Of The Sun - We Are The People,31,90,,1609932,"+155,595",10640079,"+207,338",41221824
91,-2,Arctic Monkeys - No. 1 Party Anthem,148,70,,1595851,"+119,499",10584431,"+102,579",235071185
92,-8,Shaboozey - A Bar Song (Tipsy),358,5,,1590679,"+51,761",11738729,"+6,824",1179983084
93,-5,"Tyler, The Creator - Like Him (w/ Lola Young)",162,20,,1581213,"+103,976",11094734,"-68,339",371188234
94,+27,Natasha Bedingfield - Unwritten,352,14,,1534037,"+209,071",10264802,"+192,845",661368206
95,-16,Earl Agustin - Tibok,26,42,,1533213,"-44,228",10753933,"+24,038",46240091
96,+7,Radiohead - Creep,494,93,,1531193,"+162,519",10611516,"+63,785",657735049
97,-7,Alex Warren - Carry You Home,73,85,,1526291,"+63,204",11207327,"-56,977",99495413
98,+6,Chrystal - The Days - NOTION Remix (w/ NOTION),92,49,,1519476,"+161,760",11125546,"-46,407",156658112
99,-4,Cigarettes After Sex - Apocalypse,971,52,,1516229,"+88,308",10332857,"+18,878",1339153829
100,-4,The Weeknd - Starboy (w/ Daft Punk),1747,1,(x40),1507566,"+86,003",10814037,"-5,187",3024444043
101,+24,Don Toliver - No Pole,146,58,,1504497,"+192,437",10625759,"-27,077",241722405
102,-1,"Macklemore & Ryan Lewis - Can't Hold Us (w/ Macklemore, Ryan Lewis, Ray Dalton)",977,57,,1477538,"+99,911",10793256,"+36,228",1224696553
103,+14,The Chainsmokers - Something Just Like This (w/ Coldplay),1765,2,(x14),1473860,"+140,942",10588969,"+1,550",2124413035
104,+53,Miley Cyrus - End of the World,4,33,,1471085,"+271,463",6680042,"+1,471,085",6680042
105,+1,Doechii - DENIAL IS A RIVER,95,16,,1471014,"+114,214",11114825,"-222,051",229489174
106,+4,"Pitbull - Give Me Everything (w/ Ne-Yo, AFROJACK, Nayer)",237,58,,1465455,"+113,489",10798249,"-73,955",333732368
107,+43,Linkin Park - Numb,389,12,,1452205,"+243,538",10211056,"-39,426",582678324
108,+15,Coldplay - The Scientist,633,79,,1451204,"+132,890",10304778,"-3,047",423049343
109,-9,Post Malone - I Had Some Help (Feat. Morgan Wallen) (w/ Morgan Wallen),332,1,(x1),1448157,"+68,101",10674673,"-37,822",1009915725
110,+25,Billie Eilish - CHIHIRO,324,3,(x1),1440588,"+170,866",9722026,"+35,750",752273148
111,+4,Tom Odell - Another Love,1452,11,,1437084,"+103,185",9906540,"+68,110",2523662572
112,+12,SZA - Snooze,781,25,,1435928,"+122,263",10119553,"+56,554",1401250067
113,+1,Taylor Swift - Cruel Summer,791,2,(x18),1429755,"+94,204",9696618,"+69,305",2391657412
114,-17,Jin - Running Wild,144,6,,1426711,"+14,619",9511547,"+93,325",313848813
115,+3,Clave Especial - COMO CAPO (w/ Fuerza Regida),7,99,,1426451,"+94,533",10003741,"+1,426,451",10003741
116,-5,Chase Atlantic - Swim,184,46,,1423969,"+73,201",9887019,"+12,879",271932208
117,-5,"Sachet-Parampara - Raanjhan (From ""Do Patti"") (w/ Parampara Tandon, Kausar Munir)",19,112,,1422774,"+76,020",9661321,"+137,588",25551918
118,-16,Xavi - En Privado (w/ Manuel Turizo),19,90,,1421039,"+51,819",10519675,"-98,184",27205613
119,-6,Vance Joy - Riptide,2240,16,,1408909,"+63,300",9903661,"+74,731",2145359376
120,+38,Rauw Alejandro - Khé? (w/ Romeo Santos),144,21,,1405480,"+209,077",9612521,+537,330995058
121,-1,Maanu - Jhol (w/ Annural Khalid),10,120,,1400372,"+74,681",9465451,"+127,757",13168784
122,+9,JENNIE - ExtraL (w/ Doechii),46,18,,1400063,"+120,867",10142433,"-109,712",101748599
123,+6,Oscar Maydon - Amigos? No. (w/ Neton Vega),27,123,,1396335,"+101,891",9674689,"+66,722",37267571
124,+3,The Walters - I Love You So,1050,18,,1393000,"+91,486",9251057,"+198,563",1500438389
125,+16,Morgan Wallen - Just In Case,18,83,,1386218,"+156,983",10258136,"-238,249",26161825
126,+8,The Weeknd - Blinding Lights,1953,1,(x82),1385566,"+114,141",9839070,"+30,427",4695422537
127,-28,Ed Sheeran - Shape of You,2473,1,(x98),1375346,"-12,043",10419588,"+44,579",3707135602
128,=,OneRepublic - Counting Stars,2155,31,,1374240,"+78,676",9919445,"+29,822",1893087377
129,-22,V - Winter Ahead (w/ Park Hyo Shin),130,15,,1369223,"+12,713",9233866,"+91,096",243827770
130,+8,Teddy Swims - The Door,206,88,,1367024,"+112,460",9797863,"+50,515",287281818
131,-1,One Direction - Night Changes,1090,6,,1365713,"+74,463",9745527,"+53,256",1348147116
132,+15,Coldplay - A Sky Full of Stars,922,10,,1364382,"+147,061",9600077,"+99,948",623860783
133,+23,Keane - Somewhere Only We Know,847,63,,1357618,"+156,804",9068830,"+126,268",1103930648
134,-26,Fleetwood Mac - Dreams - 2004 Remaster,658,17,,1352430,"-1,651",9580405,"+121,685",723218227
135,-19,Ed Sheeran - Photograph,2012,13,,1350152,"+16,335",10149540,"-27,362",1445730763
136,+9,Benson Boone - Sorry I'm Here For Someone Else,26,77,,1349604,"+128,980",10440509,"+1,349,604",36648118
137,+11,Bad Bunny - KLOuFRENS,93,18,,1346820,"+135,091",9641607,"-133,966",198945835
138,+6,Olivia Rodrigo - traitor,578,7,,1340246,"+117,669",9155510,"+27,330",1025715440
139,-3,Oscar Maydon - Tu Boda (w/ Fuerza Regida),188,4,,1339115,"+77,318",9389151,"+9,842",534709184
140,-3,The Weeknd - Die For You,1192,9,,1338382,"+76,588",9284216,"+62,232",2125673417
141,-1,Bruno Mars - When I Was Your Man,1187,28,,1338371,"+106,702",9707176,"+92,785",1268377910
142,=,Rihanna - Breakin' Dishes,102,85,,1336198,"+109,713",9230912,"+88,136",155575986
143,-21,Ed Sheeran - Perfect,2728,3,(x1),1333463,"+11,646",10142170,"-106,371",3051959617
144,+9,Gorillaz - Feel Good Inc,129,94,,1330500,"+124,243",6515382,"-150,071",181896038
145,+14,Danny Ocean - Imagínate (w/ Kapo),102,37,,1328231,"+136,959",9413131,"-182,099",171939305
146,RE,Ariana Grande - intro (end of the world) - extended,10,27,,1327562,,8948925,"-344,684",17088306
147,-28,Don Omar - Danza Kuduro (w/ Lucenzo),468,79,,1327308,"-4,362",9699826,"+7,919",630709132
148,+16,Frank Ocean - Pink + White,692,52,,1317837,"+146,593",6263285,"+67,741",1001303570
149,+11,BigXthaPlug - All The Way (w/ Bailey Zimmerman),4,69,,1317580,"+136,058",5867313,"+1,317,580",5867313
150,RE,Ariana Grande - Hampstead,10,33,,1316462,,9165190,"-612,472",17782067
151,+4,Harry Styles - As It Was,1094,1,(x81),1315999,"+115,025",9097107,"+79,790",3758705402
152,-13,Charli xcx - Guess featuring billie eilish (w/ Billie Eilish),240,3,(x1),1312876,"+68,141",9711012,"-36,529",538411932
153,-44,Victor Valverde - El Mayor De Los Ranas (w/ JR Torres),45,88,,1312174,"-41,388",9845419,"-105,005",65243954
154,-11,Hozier - Take Me To Church,1989,1,(x30),1311877,"+86,820",9880939,"-128,757",1860761494
155,-29,Tito Double P - NADIE,137,32,,1309887,"+2,852",9369167,"-105,060",275065349
156,-5,Sabrina Carpenter - Bed Chem,226,9,,1308663,"+102,024",9222105,"-40,013",522711126
157,-52,Bruno Mars - That's What I Like,975,5,,1305271,"-51,828",10265369,"-116,954",1355749282
158,-9,Feid - LUNA (w/ ATL Jacob),490,7,,1304411,"+92,894",9165206,"+67,411",1214015874
159,+17,Linkin Park - In the End,668,8,,1303884,"+188,749",9341610,"-18,735",876087147
160,+6,Sabrina Carpenter - Juno,200,22,,1295521,"+131,956",8932467,"+12,402",330867793
161,+35,Miguel Bueno - Solcito (w/ Juan Duque),12,142,,1291662,"+225,352",9046531,"-14,614",15272973
162,-29,Tito Double P - ROSONES,123,16,,1287810,"+13,953",9578007,"-98,461",279744790
163,-11,The Killers - Mr. Brightside,1336,59,,1286397,"+79,869",9094934,"+39,507",1108392759
164,-1,Lady Gaga - Poker Face,74,93,,1275682,"+103,392",8839908,"+86,253",96409525
165,=,Kendrick Lamar - Money Trees (w/ Jay Rock),454,31,,1264776,"+95,926",9245554,"-14,464",580107138
166,-34,"Chuyin - Pika Pika (w/ Fuerza Regida, Jorsshh, Calle 24)",63,71,,1261641,"-12,470",9335197,"-72,591",95891373
167,+6,Nirvana - Smells Like Teen Spirit - Remastered,383,98,,1257059,"+125,630",8830550,"+37,280",358594172
168,-7,Chappell Roan - The Giver,25,9,,1249636,"+71,017",9845317,"-282,995",54587853
169,RE,Ariana Grande - past life,9,29,,1247600,,7689643,"-696,123",16323358
170,-3,BLOK3 - Keşke (w/ Ati242),10,58,,1245417,"+87,200",7701596,"+97,848",14050534
171,-1,FloyyMenor - PELIGROSA,219,23,,1241424,"+100,141",4917448,"+1,241,424",365700876
172,RE,Leon Thomas - MUTT,3,172,,1227934,,1227934,"+1,227,934",3518711
173,-11,Los Dareyes De La Sierra - Vita Fer (w/ Tito Double P),3,162,,1226850,"+50,734",3627872,"+1,226,850",3627872
174,=,Kendrick Lamar - HUMBLE.,779,1,(x7),1226424,"+97,065",8954280,"-26,722",1146943823
175,RE,Evanescence - Bring Me To Life,9,123,,1225590,,7277448,"+1,225,590",11684523
176,-4,The Chainsmokers - Closer (w/ Halsey),1532,1,(x82),1215277,"+82,116",9104675,"-82,229",1922889329
177,RE,Selena Gomez - How Does It Feel To Be Forgotten (w/ benny blanco),11,103,,1210219,,3683716,"-61,754",14813255
178,+4,Arctic Monkeys - Do I Wanna Know?,1328,69,,1209089,"+112,295",5986921,"+14,854",1092378214
179,-8,Shakira - Hips Don't Lie (w/ Wyclef Jean),183,63,,1208863,"+74,761",8853163,"+1,208,863",247641878
180,-5,Eminem - Without Me,1371,29,,1207105,"+77,752",8714648,"+6,296",1705671428
181,+10,Ariana Grande - warm,11,20,,1199880,"+124,721",10261474,"-758,073",19515325
182,-1,TV Girl - Lovers Rock,584,92,,1194536,"+97,273",4791843,"-91,665",771965212
183,-15,Journey - Don't Stop Believin' (2022 Remaster),320,61,,1193773,"+35,735",9218040,"-140,343",481332090
184,-30,Tito Double P - DOS DÍAS (w/ Peso Pluma),221,24,,1191729,"-14,232",9377911,"-204,614",441288618
185,-7,Mitski - My Love Mine All Mine,543,2,(x4),1188949,"+84,555",2293343,"+1,188,949",1408417947
186,+12,Coldplay - Sparks,233,82,,1188677,"+125,047",6004607,"-39,148",295421277
187,-8,Conan Gray - The Cut That Always Bleeds,31,154,,1188208,"+88,731",2287685,"+1,188,208",37660362
188,RE,The Kid LAROI - NIGHTS LIKE THIS,255,34,,1186354,,1186354,"+1,186,354",485742549
189,RE,The Weeknd - Cry For Me,65,5,,1182770,,7319366,"-25,581",140408091
190,+2,Kendrick Lamar - squabble up,137,3,(x1),1181954,"+110,531",8634636,"-71,448",327903493
191,-6,"Adam Port - Move (w/ Stryv, Keinemusik, Orso, Malachiii)",173,17,,1181568,"+95,091",4893283,"+1,181,568",363963046
192,-12,James Arthur - Say You Won't Let Go,2436,6,,1181384,"+82,116",5124615,"+1,181,384",2535614130
193,-5,Ruth B. - Dandelions,1188,32,,1180954,"+99,513",4736834,"+1,180,954",1628249304
194,RE,The Weeknd - São Paulo (w/ Anitta),135,7,,1180049,,6089401,"+12,304",251803572
195,RE,Chezile - Beanie,137,53,,1180038,,5134582,"-73,080",218686603
196,-19,French Montana - Unforgettable (w/ Swae Lee),850,3,(x8),1180024,"+74,524",6105240,"+34,695",1289158509
197,-14,Benson Boone - In The Stars,206,49,,1177566,"+82,160",6012358,"+36,938",236673507
198,RE,Linkin Park - The Emptiness Machine,191,5,,1171741,,6353733,"-60,067",461683680
199,-10,Maroon 5 - Payphone (w/ Wiz Khalifa),414,63,,1168780,"+87,722",2249838,"+1,168,780",383313641
200,-5,The Script - The Man Who Can't Be Moved,2,195,,1168118,"+101,639",2234597,"+1,168,118",2234597
