Position,Change,Artist and Title,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
124,-15,JENNIE - ExtraL (w/ Doechii),43,18,,1483368,"-31,531",10642306,"-214,562",97693018
125,-13,Earl Agustin - Tibok,23,42,,1483235,"-24,861",10960607,"-130,317",41602724
126,+1,OneRepublic - Counting Stars,2152,31,,1483003,"+45,415",9867209,"-77,139",1888987002
127,-7,Coldplay - The Scientist,630,79,,1480967,"+2,434",10366249,"-47,093",418874297
128,+12,Teddy Swims - The Door,203,88,,1479291,"+95,000",9673227,"-26,708",283184713
129,-24,Bruno Mars - That's What I Like,972,5,,1479274,"-51,262",10635125,"-84,065",1351605893
130,-16,Hozier - Take Me To Church,1986,1,(x30),1474349,"-33,285",10097442,"+2,025",1856849829
131,+12,Tom Odell - Another Love,1449,11,,1466343,"+89,756",9741076,"+1,554",2519468236
132,+37,Fleetwood Mac - Dreams - 2004 Remaster,655,17,,1454439,"+147,420",9277512,"+126,418",719030708
133,-3,Coldplay - A Sky Full of Stars,919,10,,1453911,"+33,577",9404268,"-35,947",619874296
134,-26,Cigarettes After Sex - Apocalypse,968,52,,1449320,"-71,963",10352318,"-47,867",1334810760
135,-17,Danny Ocean - Imagínate (w/ Kapo),99,37,,1447013,"-32,282",9883836,"+14,700",168034964
136,-11,Victor Valverde - El Mayor De Los Ranas (w/ JR Torres),42,88,,1445545,"+6,193",10184607,"-115,160",61069763
137,-36,One Direction - Night Changes,1087,6,,1442471,"-105,277",9852623,"-177,521",1344125902
138,-15,Charli xcx - Guess featuring billie eilish (w/ Billie Eilish),237,3,(x1),1439268,"-16,500",9812734,"-54,619",534475699
139,+10,Linkin Park - In the End,665,8,,1437743,"+76,990",9360437,"-54,762",872337475
140,-14,Bad Bunny - KLOuFRENS,90,18,,1429280,"-8,668",10057365,"-137,436",194996002
141,-20,Chase Atlantic - Swim,181,46,,1427001,"-37,361",9992818,"-126,554",267769986
142,+2,Miguel Bueno - Solcito (w/ Juan Duque),9,142,,1423717,"+47,130",9089131,"+161,168",11592299
143,-5,Tito Double P - ROSONES,120,16,,1422097,"+28,148",9914675,"-105,586",275728636
144,+11,The Chainsmokers - Closer (w/ Halsey),1529,1,(x82),1416703,"+74,489",9238816,"+2,416",1919222996
145,+9,Journey - Don't Stop Believin' (2022 Remaster),317,61,,1413741,"+69,493",9451907,"+54,696",477567885
146,-1,Tito Double P - DOS DÍAS (w/ Peso Pluma),218,24,,1410956,"+37,674",9949938,"-115,823",437464273
147,-31,Rauw Alejandro - Khé? (w/ Romeo Santos),141,21,,1410566,"-76,116",9821760,"-29,293",327061583
148,-2,The Walters - I Love You So,1047,18,,1403934,"+32,199",8920260,"+43,132",1496453306
149,-38,SZA - Snooze,778,25,,1402164,"-111,306",10157914,"-117,987",1397146945
150,-51,Ariana Grande - past life,8,29,,1401915,"-157,174",12078745,"-1,595,098",15075758
151,-20,Billie Eilish - CHIHIRO,321,3,(x1),1396262,"-24,011",9731633,"-97,832",748228549
152,+1,"Emilia - blackout 🧊 (w/ TINI, Nicki Nicole)",4,152,,1396137,"+45,297",5373422,"+1,396,137",5373422
153,+7,The Killers - Mr. Brightside,1333,59,,1392369,"+62,358",9009472,"+21,008",1104565632
154,-4,Feid - LUNA (w/ ATL Jacob),487,7,,1387062,"+30,033",9150180,"-110,974",1210104747
155,-19,Kendrick Lamar - Money Trees (w/ Jay Rock),451,31,,1385890,"-18,851",9320322,"-63,195",576387158
156,-27,Bruno Mars - When I Was Your Man,1184,28,,1385780,"-35,820",9581135,"-126,829",1264491140
157,-18,Oscar Maydon - Amigos? No. (w/ Neton Vega),24,124,,1382850,"-4,438",9597467,"-117,059",33149807
158,+10,Tito Double P - NADIE,134,32,,1375410,"+68,137",9532095,"-49,653",270967807
159,NEW,The Marías - Back To Me,1,159,,1364540,,1364540,"+1,364,540",1364540
160,-18,Oscar Maydon - Tu Boda (w/ Fuerza Regida),185,4,,1362828,"-16,643",9539040,"-78,158",530726221
161,-5,"Chuyin - Pika Pika (w/ Fuerza Regida, Jorsshh, Calle 24)",60,71,,1361068,"+20,091",9434689,"-63,401",91924753
162,+4,Harry Styles - As It Was,1091,1,(x81),1360087,"+45,624",8973411,"+6,180",3754848382
163,+14,Nirvana - Smells Like Teen Spirit - Remastered,380,98,,1355863,"+98,998",8727988,+566,354897718
164,-6,Gorillaz - Feel Good Inc,126,94,,1354550,"+20,818",7033071,"-250,179",178068938
165,-30,"Sachet-Parampara - Raanjhan (From ""Do Patti"") (w/ Parampara Tandon, Kausar Munir)",16,129,,1349745,"-67,013",9438421,"+13,884",21420260
166,-3,Sabrina Carpenter - Bed Chem,223,9,,1349405,"+26,201",9369398,"-121,513",518869462
167,NEW,Eladio Carrion - Romeo y Julieta (w/ Quevedo),1,167,,1348147,,1348147,"+1,348,147",1348147
168,-17,Maanu - Jhol (w/ Annural Khalid),7,147,,1345829,"-9,075",9079896,"+1,345,829",9079896
169,+2,Linkin Park - The Emptiness Machine,190,5,,1345598,"+51,709",7662874,"-68,322",460511939
170,+14,Eminem - Without Me,1368,29,,1344944,"+100,644",8697617,"-53,433",1702039545
171,-4,Rihanna - Breakin' Dishes,99,85,,1342213,"+29,571",9161209,"-98,315",151709148
172,-7,Kendrick Lamar - HUMBLE.,776,1,(x7),1340891,"+25,463",9056645,"-37,073",1143320098
173,-21,BLOK3 - Keşke (w/ Ati242),7,58,,1339547,"-14,375",8154019,"-860,812",10354378
174,-2,French Montana - Unforgettable (w/ Swae Lee),847,3,(x8),1336629,"+46,480",3772107,"+1,336,629",1285680047
175,-16,Sabrina Carpenter - Juno,197,22,,1328565,"-3,864",8887337,"-6,320",327155905
176,+3,Shakira - Hips Don't Lie (w/ Wyclef Jean),180,63,,1326773,"+71,462",5182600,"+1,326,773",243971315
177,-16,V - Winter Ahead (w/ Park Hyo Shin),127,15,,1325643,"-1,603",9282392,"-100,490",239898144
178,-14,Jin - Running Wild,141,6,,1323918,"+1,461",9301346,"-148,786",309742909
179,-9,Kendrick Lamar - squabble up,134,3,(x1),1322963,"+28,893",8883616,"-78,203",324418613
180,+17,"DG e Batidão Stronda - Mãe Solteira (w/ Mc Davi, J. Eskine, MC G15)",28,46,,1317305,"+111,422",9470180,"-325,788",48308851
181,RE,Diego & Victor Hugo - Tubarões - Ao Vivo,6,133,,1315488,,5144219,"+1,315,488",7644127
182,NEW,Eladio Carrion - H.I.M.,1,182,,1315439,,1315439,"+1,315,439",1315439
183,-42,The Weeknd - Die For You,1189,9,,1315313,"-66,202",9259400,"-78,959",2121798476
184,-11,Keane - Somewhere Only We Know,844,63,,1312046,"+29,209",8861670,"-40,140",1100094155
185,-10,Lady Gaga - Poker Face,71,93,,1311904,"+33,513",8676718,"-50,236",92649388
186,RE,"Adam Port - Move (w/ Stryv, Keinemusik, Orso, Malachiii)",170,17,,1311582,,1311582,"+1,311,582",360381345
187,-39,Olivia Rodrigo - traitor,575,7,,1310458,"-56,508",9204084,"-96,655",1021879218
188,RE,Rihanna - We Found Love (w/ Calvin Harris),653,18,,1308236,,1308236,"+1,308,236",765529726
189,=,Benson Boone - In The Stars,204,49,,1283331,"+49,099",4880014,"+1,283,331",234400535
190,NEW,Eladio Carrion - El Reggaetón del Disco (w/ Cris Mj),1,190,,1274194,,1274194,"+1,274,194",1274194
191,RE,FloyyMenor - PELIGROSA,216,23,,1270297,,3617120,"-14,962",362053725
192,RE,"HUGEL - I Adore You (w/ Topic, Arash, Daecolm)",8,164,,1267634,,1267634,"+1,267,634",10570726
193,+5,Evanescence - Bring Me To Life,7,123,,1266234,"+62,028",4865804,"+1,266,234",9272879
194,-4,The Weeknd - São Paulo (w/ Anitta),134,7,,1262341,"+28,664",6077097,"-4,556",250623523
195,-12,The Weeknd - Cry For Me,63,5,,1256069,"+11,575",7381640,"-15,548",138045003
196,-1,Selena Gomez - How Does It Feel To Be Forgotten (w/ benny blanco),10,103,,1255668,"+37,839",5012983,"-166,851",13603036
197,RE,Coolio - Gangsta's Paradise (w/ L.V.),660,11,,1254003,,2476505,"-22,017",688624458
198,RE,Red Hot Chili Peppers - Can't Stop,22,107,,1247310,,1247310,"-9,701",29894257
199,RE,Calvin Harris - Outside (w/ Ellie Goulding),453,4,,1241980,,1241980,"+1,241,980",267458983
200,=,Gotye - Somebody That I Used To Know (w/ Kimbra),175,122,,1240538,"+45,078",3574410,"+1,240,538",136792896
