Position,Change,Artist and Title,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
38,+11,WizTheMc - Show Me Love (w/ bees & honey),29,38,,2341684,"+178,179",14819857,"+215,187",53200654
39,=,j-hope - MONA LISA,13,12,,2313249,"+11,688",15911131,"-531,260",33101706
40,-9,Lord Huron - The Night We Met,975,15,,2266865,"-214,291",16037034,"-277,714",1715094546
41,-1,Sabrina Carpenter - Taste,223,2,(x3),2251489,"-26,834",15975629,"-120,474",928414144
42,+5,The Neighbourhood - Sweater Weather,1767,14,,2246931,"+64,242",15262988,+707,3057188803
43,=,yung kai - blue,123,22,,2202620,"-24,121",15987645,"-302,501",295479149
44,+9,"Jombriel - VITAMINA (w/ DFZM, Jøtta)",27,44,,2192863,"+48,720",12037943,"+533,803",42944211
45,+7,Arctic Monkeys - I Wanna Be Yours,1001,11,,2174203,"+23,302",15058281,"-80,545",2408780666
46,+9,The Marías - No One Noticed,145,46,,2153477,"+42,086",14184268,"+49,124",248194905
47,-2,Coldplay - Yellow,1556,15,,2149428,"-53,564",14803209,"+19,938",2192573735
48,-2,Bad Bunny - VOY A LLeVARTE PA PR,88,7,,2146742,"-39,687",15407027,"-47,273",318559222
49,-11,Alleh - capaz (merengueton) (w/ Yorghaki),102,34,,2146404,"-202,725",16276399,"-180,914",220165631
50,-2,Fuerza Regida - ME JALO (w/ Grupo Frontera),97,38,,2143376,"-22,097",15520932,"-122,528",186832646
51,-7,Playboi Carti - RATHER LIE (w/ The Weeknd),20,3,(x1),2134339,"-84,139",16571336,"-903,333",70603121
52,-1,"Tyler, The Creator - See You Again (w/ Kali Uchis)",760,13,,2108012,"-50,175",14311027,"+21,528",1501276525
53,+1,KAROL G - Si Antes Te Hubiera Conocido,286,4,,2106251,"-21,403",15175562,"-59,520",1094280665
54,+3,sombr - back to friends,16,54,,2084445,"+42,991",13278131,"+95,227",26989867
55,-14,Ariana Grande - we can't be friends (wait for your love),391,1,(x13),2070470,"-169,671",15502881,"+200,034",1308585395
56,-6,"Bad Bunny - VeLDÁ (w/ Omar Courtz, Dei V)",88,8,,2035841,"-126,981",15276318,"-178,508",282489823
57,+11,FloyyMenor - Gata Only (w/ Cris Mj),416,2,(x1),2012724,"+82,630",12271807,"+347,169",1488213711
58,+2,Bruno Mars - Just the Way You Are,866,27,,2005592,"-9,833",13960993,"-95,713",1193908430
59,+2,Teddy Swims - Bad Dreams,151,41,,2003226,"-3,968",14004149,"-27,054",264585529
60,-4,Playboi Carti - EVIL J0RDAN,20,1,(x2),1994852,"-69,643",15878048,"-1,083,970",80270689
61,+5,Tate McRae - Revolving door,41,18,,1973091,"+32,848",13450588,"-120,931",100925507
62,+8,Coldplay - Viva La Vida,978,27,,1971513,"+77,697",13372755,"+190,642",1518970108
63,-1,Tito Double P - TATTOO,34,21,,1967725,"-20,022",14835113,"-472,264",81785428
64,-1,Selena Gomez - Ojos Tristes (w/ benny blanco),12,54,,1947229,"-18,134",13472645,"+121,113",21415854
65,=,Fuerza Regida - Por Esos Ojos,50,34,,1945430,"+1,708",13414821,"+143,708",98564921
66,+1,Sabrina Carpenter - Busy Woman,48,11,,1939764,"+3,419",12914138,"+132,528",105390303
67,-9,The Police - Every Breath You Take,1266,34,,1929610,"-95,822",13398413,"-80,007",1515247422
68,-9,Neton Vega - M&M,41,59,,1921911,"-94,951",11907818,"+386,678",67302099
69,=,Hozier - Too Sweet,377,2,(x10),1901769,"-8,875",13152504,"-108,238",1385871278
70,-6,d4vd - Feel It,64,64,,1892508,"-61,824",12725746,"+139,675",100807995
71,+2,Arctic Monkeys - 505,1186,40,,1880994,"+15,805",12891423,"-16,924",1660704341
72,+2,Sabrina Carpenter - Please Please Please,300,1,(x19),1863651,"+11,141",13352058,"-142,556",1333069709
73,+11,NIKI - You'll Be in My Heart - Spotify Singles,11,73,,1861130,"+185,728",10194687,"+560,228",15118063
74,-3,Bruno Mars - Locked out of Heaven,1252,21,,1789788,"-100,305",12599029,"-131,146",1530306509
75,+8,Jung Kook - Seven (w/ Latto),628,1,(x71),1788992,"+111,096",11861542,"+70,000",2049404257
76,-4,Beéle - Mi Refe (w/ Ovy On The Drums),91,52,,1773048,"-109,268",13420223,"-244,969",173731504
77,-2,Ariana Grande - warm,6,20,,1740432,"-96,618",12831333,"+1,740,432",12831333
78,=,Ariana Grande - Hampstead,6,33,,1714767,"-67,162",12113573,"+1,714,767",12113573
79,+3,Gabito Ballesteros - 7 Dias (w/ Tito Double P),62,15,,1703545,"+21,595",12633492,"-177,502",145999093
80,-1,Imogen Heap - Headlock,90,63,,1698183,"-34,932",11665186,"-31,108",143177675
81,+15,Benson Boone - Sorry I'm Here For Someone Else,21,77,,1690730,"+115,265",4486168,"+368,399",29473804
82,-2,Doechii - DENIAL IS A RIVER,90,16,,1684843,"+1,275",12419071,"-338,261",221742760
83,-6,Ariana Grande - past life,6,29,,1684186,"-112,667",12114754,"+1,684,186",12114754
84,+1,"Gracie Abrams - I Love You, I'm Sorry",247,15,,1682246,"+12,893",11411662,"-78,529",550322434
85,+16,Alex Warren - Carry You Home,68,85,,1681116,"+118,922",10978826,"+72,288",91531396
86,-10,Tate McRae - greedy,521,1,(x34),1672923,"-138,543",12137127,"-113,845",1638469222
87,=,Rauw Alejandro - Qué Pasaría... (w/ Bad Bunny),139,13,,1646719,"+14,037",12101262,"-148,006",377811903
88,+28,Ed Sheeran - Shape of You,2468,1,(x98),1645147,"+157,521",10600798,"+122,604",3699848787
89,-3,Shaboozey - A Bar Song (Tipsy),353,5,,1644151,"-22,971",11728202,"-28,985",1171555628
90,-9,"Tyler, The Creator - Like Him (w/ Lola Young)",157,20,,1626409,"-56,011",11699576,"-98,904",363402329
91,-2,Chrystal - The Days - NOTION Remix (w/ NOTION),87,49,,1623050,+590,11200581,"-9,938",148778076
92,+12,Coldplay - The Scientist,628,79,,1621948,"+73,664",10658220,"+63,935",415914797
93,+6,Ariana Grande - intro (end of the world) - extended,6,27,,1613868,"+45,468",11321649,"+1,613,868",11321649
94,+20,Bruno Mars - That's What I Like,970,5,,1604396,"+96,622",10770858,"-81,455",1348596083
95,+3,The Chainsmokers - Something Just Like This (w/ Coldplay),1760,2,(x14),1593954,"+21,093",10878374,"-68,933",2116990881
96,+24,Linkin Park - Up From the Bottom,6,41,,1584469,"+125,007",9859357,"+1,584,469",9859357
97,+24,Bruno Mars - When I Was Your Man,1182,28,,1562843,"+112,660",9933642,"+98,153",1261683760
98,-4,The Weeknd - Starboy (w/ Daft Punk),1742,1,(x40),1550820,"-31,183",10860359,"-86,086",3016762829
99,+10,sombr - undressed,7,90,,1549668,"+20,839",9642541,"+1,549,668",9642541
100,-9,Linkin Park - Numb,384,12,,1548436,"-45,898",10480683,"+55,901",575610038
101,+4,JENNIE - ExtraL (w/ Doechii),41,18,,1547009,"+5,433",11128071,"-270,576",94694751
102,+1,Don Toliver - No Pole,141,58,,1542165,"-13,583",10788037,"-77,071",234194559
103,+12,Ed Sheeran - Perfect,2723,3,(x1),1533316,"+34,524",10920066,"-58,272",3044849555
104,-7,SZA - Snooze,776,25,,1525538,"-49,721",10393648,"+169,985",1394231311
105,-15,"Macklemore & Ryan Lewis - Can't Hold Us (w/ Macklemore, Ryan Lewis, Ray Dalton)",972,57,,1521848,"-82,368",10896639,"-23,905",1217029361
106,-13,Post Malone - I Had Some Help (Feat. Morgan Wallen) (w/ Morgan Wallen),327,1,(x1),1518518,"-64,798",10788842,"+9,565",1002342886
107,+18,ATLXS - PASSO BEM SOLTO - Slowed,7,107,,1517755,"+97,738",9348971,"+1,517,755",9348971
108,=,Radiohead - Creep,489,93,,1517645,"-12,594",10427416,"-4,342",650171417
109,-3,Djo - End of Beginning,411,1,(x3),1511729,"-22,223",10648368,"-176,963",1346549016
110,-3,Ravyn Lenae - Love Me Not,15,100,,1511546,"-22,173",10070311,"+74,799",20559494
111,=,Cigarettes After Sex - Apocalypse,966,52,,1506761,"-5,663",10456394,"-31,118",1331840157
112,+5,Hozier - Take Me To Church,1984,1,(x30),1504035,"+20,779",10130942,"-20,630",1853867846
113,-3,Xavi - En Privado (w/ Manuel Turizo),14,94,,1499446,"-18,455",10583762,"+13,482",19703285
114,-14,Chappell Roan - The Giver,20,9,,1496818,"-65,559",11399685,"-388,196",47801731
115,-27,Earl Agustin - Tibok,21,42,,1495317,"-134,601",11308076,"-280,315",38611393
116,+2,Empire Of The Sun - We Are The People,26,116,,1494784,"+22,662",9665319,"+129,429",33548651
117,-25,"Pitbull - Give Me Everything (w/ Ne-Yo, AFROJACK, Nayer)",232,58,,1490474,"-99,901",10871925,"-91,503",326014968
118,-23,Morgan Wallen - Just In Case,13,83,,1486369,"-92,404",10494583,"+88,576",18968831
119,-7,Arctic Monkeys - No. 1 Party Anthem,143,70,,1480254,"-30,600",10542671,"-61,827",227477862
120,-7,Ed Sheeran - Photograph,2007,13,,1478693,"-29,186",10269789,"-91,355",1438567795
121,+5,Charli xcx - Guess featuring billie eilish (w/ Billie Eilish),235,3,(x1),1470076,"+60,409",9865392,"+42,688",531580663
122,=,OneRepublic - Counting Stars,2150,31,,1468079,"+37,679",9973957,"-43,284",1886066411
123,+10,Billie Eilish - CHIHIRO,319,3,(x1),1460453,"+60,014",9880642,"-39,028",745412014
124,+27,Oscar Maydon - Amigos? No. (w/ Neton Vega),22,124,,1456897,"+127,007",9724461,"+58,065",30379669
125,+44,One Direction - Night Changes,1085,6,,1450157,"+166,220",10009397,"-47,713",1341135683
126,+38,Malcolm Todd - Chest Pain (I Love),2,126,,1446112,"+151,266",2740958,"+1,446,112",2740958
127,+1,James Arthur - Say You Won't Let Go,2434,6,,1436329,"+28,695",2843963,"+1,436,329",2533333478
128,+3,Teddy Swims - The Door,201,88,,1433855,"+30,534",9768110,"+1,031",280321131
129,-5,Chase Atlantic - Swim,179,46,,1411624,"-10,186",10184441,"-124,465",264878623
130,-11,Tom Odell - Another Love,1447,11,,1404382,"-60,510",9912543,"-147,875",2516625306
131,+4,Victor Valverde - El Mayor De Los Ranas (w/ JR Torres),40,88,,1396205,"+6,079",10303245,"-107,998",58184866
132,+54,Chezile - Beanie,135,53,,1395033,"+161,478",7642971,"+78,526",216180609
133,-10,Bad Bunny - KLOuFRENS,88,18,,1394221,"-36,104",10291694,"-87,818",192128774
134,+7,"Sachet-Parampara - Raanjhan (From ""Do Patti"") (w/ Parampara Tandon, Kausar Munir)",14,129,,1390777,"+18,394",9384078,"+1,760",18653757
135,-5,Linkin Park - In the End,663,8,,1387562,"-18,318",9425770,"+82,726",869538979
136,-2,Rauw Alejandro - Khé? (w/ Romeo Santos),139,21,,1387025,"-7,748",9874655,"-77,028",324164335
137,+7,Coldplay - A Sky Full of Stars,917,10,,1386778,"+34,211",9487708,"+50,533",617000051
138,-36,Natasha Bedingfield - Unwritten,347,14,,1386613,"-174,224",10019561,"-59,728",654050854
139,+17,Sabrina Carpenter - Bed Chem,221,9,,1383481,"+59,130",9601426,"-52,162",516196853
140,-13,Vance Joy - Riptide,2235,16,,1377352,"-30,386",9707093,"-35,382",2138240805
141,+7,The Weeknd - Die For You,1187,9,,1374389,"+36,331",9396543,"+6,335",2119101648
142,+10,Clave Especial - COMO CAPO (w/ Fuerza Regida),2,142,,1371111,"+41,389",2700833,"+1,371,111",2700833
143,-1,Kendrick Lamar - Money Trees (w/ Jay Rock),449,31,,1367911,+879,9382290,"-29,634",573596527
144,-15,Tito Double P - DOS DÍAS (w/ Peso Pluma),216,24,,1363002,"-43,324",10180347,"-268,556",434680035
145,+14,The Chainsmokers - Closer (w/ Halsey),1527,1,(x82),1362304,"+45,183",9250698,"-57,028",1916464079
146,+24,Olivia Rodrigo - traitor,573,7,,1359802,"+77,740",9369104,"-40,589",1019201794
147,-9,The Weeknd - Blinding Lights,1948,1,(x82),1357932,"-21,020",9732331,"-55,185",4688320351
148,-12,Tito Double P - ROSONES,118,16,,1356928,"-31,951",10135581,"-114,163",272912590
149,-17,Jin - Running Wild,139,6,,1356039,"-47,190",9676701,"-170,578",307096534
150,+17,Fleetwood Mac - Dreams - 2004 Remaster,653,17,,1339549,"+47,670",9117874,"-44,590",716269250
151,+4,Oscar Maydon - Tu Boda (w/ Fuerza Regida),183,4,,1339435,"+14,981",9628199,"-85,536",527983922
152,-13,Rihanna - Breakin' Dishes,97,85,,1333700,"-41,819",9381051,"-80,496",149054293
153,-6,Maanu - Jhol (w/ Annural Khalid),5,147,,1333560,"-8,710",6379163,"+1,333,560",6379163
154,-5,"Chuyin - Pika Pika (w/ Fuerza Regida, Jorsshh, Calle 24)",58,71,,1332951,-630,9435084,"+8,649",89222708
155,+2,V - Winter Ahead (w/ Park Hyo Shin),125,15,,1330520,"+9,689",9473607,"+79,509",237245255
156,-6,"A$AP Rocky - I Smoked Away My Brain (I'm God x Demons Mashup) (w/ Imogen Heap, Clams Casino)",24,148,,1315997,"-14,672",2646666,"+1,315,997",31516898
157,RE,BLOK3 - Keşke (w/ Ati242),5,58,,1311971,,7660909,"+1,311,971",7660909
158,-5,Keane - Somewhere Only We Know,842,63,,1308314,"-20,826",8969431,"-55,778",1097499272
159,-22,Journey - Don't Stop Believin' (2022 Remaster),315,61,,1307926,"-79,994",9402449,"-18,360",474809896
160,-2,"Emilia - blackout 🧊 (w/ TINI, Nicki Nicole)",2,158,,1307466,"-11,513",2626445,"+1,307,466",2626445
161,+4,Shakira - Hips Don't Lie (w/ Wyclef Jean),178,63,,1306053,"+11,590",2600516,"+1,306,053",241389231
162,-22,Kendrick Lamar - HUMBLE.,774,1,(x7),1300560,"-73,116",9190485,"-128,918",1140663779
163,+14,Sabrina Carpenter - Juno,195,22,,1292825,"+26,065",8899063,"-31,321",324494911
164,+8,j-hope - Sweet Dreams (w/ Miguel),27,24,,1287392,"+8,798",9568735,"-415,568",51968554
165,+6,Harry Styles - As It Was,1089,1,(x81),1284682,"+3,827",8963675,"-8,088",3752173832
166,+25,Feid - LUNA (w/ ATL Jacob),485,7,,1283098,"+56,208",9242653,"-98,344",1207360656
167,-4,Tyla - PUSH 2 START,81,52,,1277889,"-18,225",2574003,"+1,277,889",134164490
168,+6,Linkin Park - The Emptiness Machine,188,5,,1274285,"+6,065",7664930,"+1,274,285",457872452
169,+21,Twenty One Pilots - Stressed Out,878,5,,1273409,"+45,609",2501209,"+1,273,409",877912272
170,+12,Coldplay - Sparks,230,82,,1273224,"+26,703",6163964,"+1,273,224",291936415
171,+21,The Walters - I Love You So,1045,18,,1266046,"+41,787",8842766,"-180,171",1493677637
172,-10,Miguel Bueno - Solcito (w/ Juan Duque),7,146,,1266031,"-33,491",7551376,"+25,412",8791995
173,+2,Kendrick Lamar - squabble up,132,3,(x1),1265417,"-1,889",9055056,"-168,060",321801580
174,-13,Don Omar - Danza Kuduro (w/ Lucenzo),463,79,,1264257,"-41,097",9481860,"-16,512",623578917
175,+14,Neton Vega - Chiquita (w/ Tito Double P),2,175,,1262950,"+33,032",2492868,"+1,262,950",2492868
176,+4,Frank Ocean - Pink + White,689,52,,1260563,+917,8710628,"-26,417",997560494
177,-31,Taylor Swift - Cruel Summer,786,2,(x18),1259869,"-83,076",9629183,"-183,498",2384563608
178,RE,Coldplay - Clocks,4,178,,1258409,,1258409,"+1,258,409",3837844
179,-1,Nirvana - Smells Like Teen Spirit - Remastered,378,98,,1254827,"-11,714",8776814,-70,352284990
180,RE,Adele - Easy On Me,800,1,(x47),1253528,,3796717,"+1,253,528",1606301357
181,-15,The Killers - Mr. Brightside,1331,59,,1252445,"-40,537",8945836,"-43,140",1101843252
182,-28,JENNIE - Handlebars (w/ Dua Lipa),27,17,,1252250,"-76,481",9377840,"-313,728",52425082
183,+1,Lady Gaga - Poker Face,69,93,,1250310,"+11,144",8709544,"+25,182",90059093
184,-39,Tito Double P - NADIE,132,32,,1243318,"-102,306",9669483,"-200,322",268285124
185,-4,Eminem - Without Me,1366,29,,1242370,"-8,781",8816055,"-71,962",1699450301
186,+8,Arctic Monkeys - Do I Wanna Know?,1325,69,,1238579,"+17,458",7264610,"-20,097",1088850993
187,-19,Cazzu - Con otra,9,116,,1236935,"-52,871",9188704,"+1,236,935",11891330
188,=,Billie Eilish - lovely (w/ Khalid),2517,19,,1232129,"+1,369",7330504,"-58,684",3141038401
189,-46,Danny Ocean - Imagínate (w/ Kapo),97,37,,1224032,"-134,418",9796278,"-266,967",165108656
190,-5,The Weeknd - Cry For Me,61,5,,1218096,"-19,523",7431243,"-101,561",135544440
191,-4,"DG e Batidão Stronda - Mãe Solteira (w/ Mc Davi, J. Eskine, MC G15)",26,46,,1216309,"-15,156",10097633,"-280,096",45785663
192,+6,The Weeknd - São Paulo (w/ Anitta),132,7,,1210916,"+8,498",6105338,"-62,389",248127505
193,RE,Ruth B. - Dandelions,1185,32,,1209747,,3735765,"-55,091",1624722217
194,-11,"Selena Gomez - Call Me When You Break Up (w/ benny blanco, Gracie Abrams)",21,28,,1209463,"-31,698",7653681,"-367,766",31589147
195,+5,Evanescence - Bring Me To Life,5,123,,1208221,"+21,078",2395364,"+1,208,221",6802439
196,RE,Bruno Mars - Talking to the Moon,527,42,,1207182,,3779707,"+1,207,182",562059985
197,RE,Ed Sheeran - Thinking out Loud,1676,1,(x14),1205855,,1205855,"+1,205,855",1253642936
198,-3,"PARTYNEXTDOOR - DIE TRYING (w/ Drake, Yebba)",46,51,,1204574,"-9,831",5989125,"-125,731",75281983
199,RE,Diego & Victor Hugo - Tubarões - Ao Vivo,5,133,,1202842,,3828731,"+1,202,842",6328639
200,RE,John Legend - All of Me,1899,16,,1198946,,2509302,"-46,782",1136104821
