Position,Change,Artist and Title,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
103,-2,OneRepublic - Counting Stars,2166,31,,1434481,"-77,236",10030608,"-69,254",1908998032
104,-12,Selena Gomez - Ojos Tristes (w/ benny blanco),28,54,,1434107,"-153,352",11427422,"-376,479",48952696
105,+58,BigXthaPlug - All The Way (w/ Bailey Zimmerman),15,69,,1429477,"+137,949",8815084,"-34,250",20024428
106,-11,Coldplay - The Scientist,644,79,,1424320,"-150,972",10596187,"-143,449",439906044
107,+9,Tom Odell - Another Love,1463,11,,1420597,"-20,023",9893549,"-157,977",2539637254
108,-8,Malcolm Todd - Chest Pain (I Love),18,53,,1420172,"-96,048",10528510,"-146,704",28259980
109,-7,The Chainsmokers - Something Just Like This (w/ Coldplay),1776,2,(x14),1418243,"-85,539",9994416,"-170,403",2140676523
110,+30,Bruno Mars - When I Was Your Man,1198,28,,1412767,"+44,812",9401891,"-73,363",1283672498
111,-14,Linkin Park - Numb,400,12,,1411831,"-138,172",9999555,"-130,002",598777580
112,+5,"Macklemore & Ryan Lewis - Can't Hold Us (w/ Macklemore, Ryan Lewis, Ray Dalton)",988,57,,1397157,"-37,458",9825276,"-195,615",1240601881
113,-8,Arctic Monkeys - No. 1 Party Anthem,159,70,,1394327,"-80,655",10272287,"-27,065",251412524
114,+1,"Tyler, The Creator - Like Him (w/ Lola Young)",173,20,,1392470,"-48,506",10021204,"-111,798",387561908
115,+32,Ed Sheeran - Shape of You,2484,1,(x98),1390359,"+39,141",9831002,"-238,402",3723127765
116,+3,Don Omar - Danza Kuduro (w/ Lucenzo),479,79,,1389057,"-39,009",9801164,"-109,029",646129659
117,-3,The Weeknd - Blinding Lights,1964,1,(x82),1388725,"-58,884",9709850,"-83,769",4710812949
118,-12,Empire Of The Sun - We Are The People,42,89,,1386947,"-87,577",9873729,"-175,844",57363004
119,+32,Fleetwood Mac - Dreams - 2004 Remaster,669,17,,1383698,"+40,661",9431690,"-23,227",738050870
120,+4,"Sachet-Parampara - Raanjhan (From ""Do Patti"") (w/ Parampara Tandon, Kausar Munir)",30,81,,1383401,"-16,206",10580356,"-189,245",42550256
121,-9,Leon Thomas - MUTT,14,112,,1380014,"-71,002",9320324,"+38,841",18109463
122,-15,Don Toliver - No Pole,157,58,,1374792,"-99,151",9795297,"-126,680",257528537
123,+14,Ed Sheeran - Perfect,2739,3,(x1),1363148,"-11,483",9783454,"-135,976",3067456616
124,-4,Taylor Swift - Cruel Summer,802,2,(x18),1358456,"-67,185",9759536,"-136,183",2407104369
125,-2,"Pitbull - Give Me Everything (w/ Ne-Yo, AFROJACK, Nayer)",248,58,,1354192,"-49,411",9802004,"-207,740",349401982
126,-17,Billie Eilish - CHIHIRO,335,3,(x1),1352735,"-108,271",9660589,"-174,358",767875672
127,+18,Journey - Don't Stop Believin' (2022 Remaster),331,61,,1340288,"-13,363",9147845,"-102,812",495927138
128,-18,Lady Gaga - Judas,5,110,,1338350,"-116,306",6764516,"+1,338,350",6764516
129,-21,Natasha Bedingfield - Unwritten,363,14,,1335938,"-126,500",9764960,"-251,524",677240812
130,-3,Teddy Swims - The Door,217,88,,1327341,"-64,268",9421065,"-185,278",302214395
131,+10,Hozier - Take Me To Church,2000,1,(x30),1317975,"-47,097",9071264,"-90,178",1875406363
132,-14,JENNIE - ExtraL (w/ Doechii),57,18,,1317528,"-115,781",9557956,"-21,858",116721483
133,-4,Doechii - DENIAL IS A RIVER,106,16,,1317080,"-72,323",9500358,"-143,884",244938682
134,+16,The Killers - Mr. Brightside,1347,59,,1309703,"-37,001",9061929,"-139,215",1122977939
135,+18,The Weeknd - Die For You,1203,9,,1305005,"-32,262",9111113,"-67,969",2140370889
136,-23,Xavi - En Privado (w/ Manuel Turizo),30,77,,1295680,"-154,550",10309925,"-381,201",43704620
137,-16,Rauw Alejandro - Khé? (w/ Romeo Santos),155,21,,1289566,"-128,260",9475230,"-217,459",346216308
138,-7,Lady Gaga - Bad Romance,7,118,,1287912,"-94,920",7802175,"+1,287,912",8254144
139,-3,Bruno Mars - That's What I Like,986,5,,1287691,"-87,477",9473902,"-174,467",1370822331
140,+14,Nirvana - Smells Like Teen Spirit - Remastered,394,98,,1287140,"-41,718",9044647,"-95,386",372918499
141,+27,One Direction - Night Changes,1101,6,,1286748,"+16,498",9541515,"-225,277",1363490140
142,+4,Kendrick Lamar - Money Trees (w/ Jay Rock),465,31,,1285626,"-67,815",9012725,"-75,883",594476973
143,-1,Playboi Carti - RATHER LIE (w/ The Weeknd),36,3,(x1),1283538,"-80,353",9590831,"-380,015",96595082
144,-14,Coldplay - A Sky Full of Stars,933,10,,1273415,"-112,719",9140829,"-140,560",638526231
145,RE,Morgan Wallen - I'm The Problem,14,20,,1272597,,1272597,"+1,272,597",24429429
146,-21,Linkin Park - In the End,679,8,,1266342,"-133,199",9010146,"-128,894",890577189
147,-19,Benson Boone - Slow It Down,337,26,,1261712,"-128,233",9055361,"+1,261,712",664871711
148,-13,Rihanna - Breakin' Dishes,113,85,,1260766,"-114,705",9049086,"-63,590",169826188
149,+27,Lana Del Rey - Summertime Sadness,845,74,,1260190,"+19,420",8827208,"-43,355",1103347165
150,-17,Keane - Somewhere Only We Know,858,63,,1255875,"-125,670",9269459,"-104,373",1118699259
151,NEW,Addison Rae - Headphones On,1,151,,1251216,,1251216,"+1,251,216",1251216
152,-26,Oscar Maydon - Amigos? No. (w/ Neton Vega),38,88,,1250632,"-141,549",9709413,"-339,097",53111985
153,+9,Jin - Running Wild,155,6,,1249026,"-48,870",9321489,"-98,131",328630463
154,+24,V - Winter Ahead (w/ Park Hyo Shin),141,15,,1247136,"+8,548",9059860,"-2,887",258046600
155,+5,Chase Atlantic - Swim,195,46,,1244355,"-73,779",9016372,"-121,200",286402266
156,+17,Katy Perry - Last Friday Night (T.G.I.F.),10,142,,1242348,"-4,431",8633153,"-51,987",12348350
157,-13,SZA - Snooze,792,25,,1237096,"-117,053",9260496,"-201,564",1416428612
158,-1,Lady Gaga - Just Dance (w/ Colby O'Donis),7,128,,1236365,"-86,613",7567952,"+1,236,365",8758378
159,+30,Tito Double P - DOS DÍAS (w/ Peso Pluma),231,24,,1234663,"+6,435",7561112,"-217,991",454128982
160,-1,The Walters - I Love You So,1061,18,,1234434,"-86,385",8848253,"-18,157",1514572012
161,+3,Gorillaz - Feel Good Inc,140,94,,1233865,"-43,694",8672336,"-113,533",195934065
162,-14,Victor Valverde - El Mayor De Los Ranas (w/ JR Torres),56,88,,1232560,"-118,508",9137766,"-136,196",79602002
163,-11,Sabrina Carpenter - Juno,211,22,,1230636,"-109,186",9149228,"-241,302",345645149
164,-9,Sabrina Carpenter - Bed Chem,237,9,,1229617,"-99,118",9089881,"-213,913",537296731
165,+14,Afusic - Pal Pal (w/ AliSoomroMusic),3,165,,1228376,"-9,877",3664150,"+1,228,376",3664150
166,-17,Bad Bunny - KLOuFRENS,104,18,,1228261,"-121,136",9308040,"-297,901",214286673
167,-35,Oscar Maydon - Tu Boda (w/ Fuerza Regida),199,4,,1227147,"-155,154",9347717,"-220,556",549500027
168,-64,Clave Especial - TU TU TU (w/ Edgardo Nuñez),7,104,,1225493,"-250,321",9144332,"+1,225,493",9144332
169,-35,Feid - LUNA (w/ ATL Jacob),501,7,,1223149,"-156,935",9202937,"-213,976",1228726165
170,=,Ed Sheeran - Photograph,2023,13,,1216573,"-45,954",8780487,"-210,128",1460136394
171,-4,Harry Styles - As It Was,1105,1,(x81),1212515,"-58,297",8616957,"-120,651",3772650682
172,+2,Queen - Bohemian Rhapsody - Remastered 2011,1571,10,,1211315,"-30,944",3588270,"+1,211,315",1484885356
173,-7,MXZI - MONTAGEM TOMADA - Slowed,9,147,,1208998,"-62,554",8879090,"-186,075",11589968
174,-16,Benson Boone - In The Stars,211,49,,1208810,"-112,032",6283016,"+1,208,810",242956523
175,-19,Tito Double P - NADIE,148,32,,1189534,"-135,917",9053787,"-213,372",289458418
176,-11,Alex Warren - Carry You Home,80,85,,1187050,"-87,051",6048650,"-99,732",108280445
177,RE,Travis Scott - FE!N,570,3,(x1),1187026,,3513262,"+1,187,026",1186106942
178,-9,Eminem - Without Me,1382,29,,1185719,"-78,465",8543144,"-154,913",1719328105
179,+12,Tears For Fears - Everybody Wants To Rule The World,772,80,,1183584,"-41,312",3671865,"-64,086",963118818
180,+7,Frank Ocean - Pink + White,703,52,,1177475,"-53,180",8483113,"-168,575",1015047045
181,+19,Nirvana - Come As You Are - Remastered,4,181,,1176494,"-25,906",4779713,"+1,176,494",4779713
182,+8,AC/DC - Thunderstruck,31,137,,1176264,"-49,053",3636422,"+1,176,264",36276997
183,-40,Danny Ocean - Imagínate (w/ Kapo),113,37,,1172697,"-189,413",9051143,"-250,626",186715715
184,RE,TOTO - Africa,588,113,,1171926,,2387231,"-85,577",457258737
185,-47,Tito Double P - ROSONES,134,16,,1166502,"-202,897",9227612,"-280,974",294300703
186,-14,Myles Smith - Stargazing,286,14,,1165727,"-83,159",7225553,"-105,822",662768715
187,-2,Billie Eilish - lovely (w/ Khalid),2527,19,,1164791,"-67,152",7102124,"+1,164,791",3152948871
188,+5,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee),2201,1,(x16),1164206,"-49,415",4615420,"+1,164,206",3483368137
189,RE,"Adam Port - Move (w/ Stryv, Keinemusik, Orso, Malachiii)",177,17,,1156855,,2463957,"-149,540",368937560
190,RE,Raim Laode - Komang,92,44,,1152939,,4783362,"+1,152,939",119988360
191,RE,Neton Vega - Chiquita (w/ Tito Double P),11,164,,1152807,,6041490,"-88,642",13263440
192,=,Twenty One Pilots - Stressed Out,888,5,,1151938,"-67,403",8343250,"-115,625",890039735
193,-5,Tyla - PUSH 2 START,90,52,,1151114,"-78,498",6111735,"-113,180",145248241
194,-17,Evanescence - Bring Me To Life,18,123,,1150947,"-88,833",6009606,"-122,747",22786064
195,-12,Diego & Victor Hugo - Tubarões - Ao Vivo,13,116,,1150228,"-83,789",4950169,"-180,653",16555399
196,RE,French Montana - Unforgettable (w/ Swae Lee),855,3,(x8),1149821,,3428309,"-104,225",1295021468
197,-26,Lana Del Rey - Young And Beautiful,84,120,,1146758,"-114,102",7146929,"+1,146,758",100947517
198,-23,Coldplay - Sparks,243,82,,1146314,"-94,649",7285501,"-134,849",307770166
199,-5,Guns N' Roses - Sweet Child O' Mine,156,94,,1145720,"-67,879",3582597,"-98,270",148830332
200,-18,Playboi Carti - EVIL J0RDAN,36,1,(x2),1141750,"-93,294",8501115,"-284,728",103555445
