Position,Change,Artist,Title,Feat Artist,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
49,+3,The Neighbourhood,Sweater Weather,,1778,14,,1940609,"-238,050",15095051,"-8,751",3080690669
50,+5,ATLXS,PASSO BEM SOLTO - Slowed,,18,50,,1923903,"-221,384",13782666,"+297,106",29837381
51,=,Tito Double P,TATTOO,,45,21,,1908120,"-271,252",14357348,"-34,610",104035112
52,+4,Lil Tecca,Dark Thoughts,,31,18,,1896614,"-213,075",15774444,"-235,611",78727422
53,-5,Fuerza Regida,Por Esos Ojos,,61,34,,1894311,"-297,993",14055032,"+47,775",120613909
54,-10,Bad Bunny,VeLDÁ,"Omar Courtz, Dei V",99,8,,1882555,"-331,784",14780015,"+30,198",305665439
55,-2,Kendrick Lamar,tv off,Lefty Gunplay,142,5,,1880991,"-296,863",14852344,"-97,989",478957312
56,-16,Ed Sheeran,Azizam,,10,27,,1865850,"-475,235",15933363,"+384,055",21992495
57,+1,Sabrina Carpenter,Please Please Please,,311,1,19,1856055,"-223,647",13901303,"+164,918",1354311337
58,-4,The Police,Every Breath You Take,,1277,34,,1840669,"-313,438",14353600,"-113,298",1537672861
59,+11,"Tyler, The Creator",See You Again,Kali Uchis,771,13,,1830849,"-51,245",13377101,"+23,664",1522326030
60,=,Coldplay,Yellow,,1567,15,,1800848,"-249,129",14377055,"+42,394",2214737610
61,-2,Neton Vega,M&M,,52,54,,1796155,"-265,042",13951612,"-53,069",88988082
62,-5,FloyyMenor,Gata Only,Cris Mj,427,2,1,1792641,"-311,603",14143965,"-99,224",1510420270
63,-16,Teddy Swims,Bad Dreams,,162,41,,1789635,"-402,783",14240606,"-26,905",286917880
64,+2,d4vd,Feel It,,75,57,,1783944,"-153,134",13490953,"-55,619",121881647
65,-2,Hozier,Too Sweet,,388,2,10,1781146,"-212,696",13353948,"+102,494",1406629851
66,+1,Sabrina Carpenter,Busy Woman,,59,11,,1706513,"-219,626",13519543,"+39,139",126350786
67,+5,Ariana Grande,we can't be friends (wait for your love),,402,1,13,1658648,"-154,537",13426014,"-160,237",1330001655
68,+3,Coldplay,Viva La Vida,,989,27,,1656191,"-184,906",12768621,"+8,757",1539037872
69,+5,Bruno Mars,Just the Way You Are,,877,27,,1634875,"-149,404",12654423,"-170,705",1214326978
70,-8,Beéle,Mi Refe,Ovy On The Drums,102,52,,1624569,"-371,085",13118247,"-25,995",194329144
71,+5,Selena Gomez,Ojos Tristes,benny blanco,23,54,,1613310,"-136,459",12228347,"-2,182",40888353
72,-3,Shaboozey,A Bar Song (Tipsy),,364,5,,1606659,"-277,925",12126340,"+67,741",1190518745
73,-9,Bruno Mars,Locked out of Heaven,,1263,21,,1605972,"-366,623",12265043,"+45,254",1549501932
74,+9,Jung Kook,Seven,Latto,639,1,71,1592382,"-43,735",11749814,"-40,992",2067774932
75,+6,j-hope,MONA LISA,,24,12,,1588180,"-97,931",12840621,"-222,556",54095096
76,-1,Gabito Ballesteros,7 Dias,Tito Double P,73,15,,1582365,"-201,903",11673204,"-76,426",164698318
77,+12,sombr,undressed,,18,74,,1581442,"-17,063",11800336,"+191,296",27696902
78,-10,Rauw Alejandro,Qué Pasaría...,Bad Bunny,150,13,,1579196,"-345,394",12641129,"+18,245",397357746
79,+3,Arctic Monkeys,505,,1197,40,,1563773,"-86,974",12419872,"-183,270",1680387080
80,+10,Ravyn Lenae,Love Me Not,,26,77,,1551348,"-38,501",11763212,"+104,235",38466879
81,+3,Sachet-Parampara,"Raanjhan (From ""Do Patti"")","Parampara Tandon, Kausar Munir",25,81,,1550512,"-77,701",11019481,"+203,758",35148625
82,+4,Imogen Heap,Headlock,,101,63,,1546382,"-65,509",11657466,"-20,882",161452057
83,+8,Djo,End of Beginning,,422,1,3,1541594,"-45,966",11410144,"+85,843",1364116282
84,+11,Maanu,Jhol,Annural Khalid,16,84,,1525849,"-47,136",10679492,"+200,158",22447904
85,-5,Clave Especial,COMO CAPO,Fuerza Regida,13,80,,1513759,"-184,683",10751082,"+181,841",19328372
86,+27,Earl Agustin,Tibok,,32,42,,1491203,"+3,239",10841017,"-86,238",55547895
87,-8,Post Malone,I Had Some Help (Feat. Morgan Wallen),Morgan Wallen,338,1,1,1471505,"-231,304",11083261,"+91,449",1019550829
88,-11,Xavi,En Privado,Manuel Turizo,25,77,,1465051,"-275,663",10815886,"+95,831",36600460
89,+20,Malcolm Todd,Chest Pain (I Love),,13,53,,1459638,"-48,592",11130791,"-395,744",20699338
90,+14,Arctic Monkeys,No. 1 Party Anthem,,154,70,,1456891,"-70,560",10649245,"-19,461",244124579
91,+5,Esau Ortiz,Triple Lavada,,6,91,,1448053,"-123,671",8538149,"+1,448,053",8538149
92,+28,Lady Gaga,Poker Face,,80,92,,1444582,"-20,369",9270627,"+272,292",104404470
93,-8,The Weeknd,Starboy,Daft Punk,1753,1,40,1430471,"-185,804",10823142,"+8,908",3033759619
94,+40,Cigarettes After Sex,Apocalypse,,977,52,,1429055,"-6,353",10372018,"+1,134",1348009618
95,+41,Kushagra,Finding Her,Bharath,6,95,,1418521,"-8,111",8292572,"+1,418,521",8292572
96,+6,Coldplay,The Scientist,,639,79,,1415793,"-123,980",10667284,"+97,479",432265423
97,-5,Tate McRae,Revolving door,,52,18,,1411007,"-172,573",12011609,"-155,799",120078816
98,+1,Benson Boone,Sorry I'm Here For Someone Else,,32,77,,1405899,"-145,135",10501075,"+185,275",45799589
99,NEW,Raim Laode,Lesung Pipi,,1,99,,1404272,,1404272,"+1,404,272",1404272
100,+52,V,Winter Ahead,Park Hyo Shin,136,15,,1401873,"+48,562",9283377,"+45,363",251741924
101,-3,Gracie Abrams,"I Love You, I'm Sorry",,258,15,,1399534,"-151,661",11473830,"-93,426",568230895
102,+22,"Tyler, The Creator",Like Him,Lola Young,168,20,,1394070,"-61,810",10783633,"-83,167",380390654
103,-10,De La Rose,NUBES,Omar Courtz,5,78,,1371707,"-206,427",7514384,"+1,371,707",7514384
104,+50,Faris Adam,Stecu,,2,104,,1368512,"+22,193",2714831,"+1,368,512",2714831
105,=,Ed Sheeran,Shape of You,,2479,1,98,1368448,"-152,732",10426135,"-18,941",3716186391
106,+12,One Direction,Night Changes,,1096,6,,1358106,"-109,743",9993177,"+66,856",1356774580
107,+33,Jin,Running Wild,,150,6,,1355104,"-49,069",9646149,"-56,988",322068251
108,-7,Radiohead,Creep,,500,93,,1353251,"-190,502",10760739,"-15,423",666964595
109,+14,Oscar Maydon,Tu Boda,Fuerza Regida,194,4,,1340889,"-118,646",9582665,"+79,092",542952734
110,-23,Chrystal,The Days - NOTION Remix,NOTION,98,49,,1340769,"-269,726",10949554,"-16,947",166088190
111,-23,Oscar Maydon,Amigos? No.,Neton Vega,33,88,,1339911,"-270,329",10481487,"+45,467",46352723
112,-39,Tate McRae,greedy,,532,1,34,1337517,"-458,518",11503481,"-252,619",1657164895
113,+51,The Script,The Man Who Can't Be Moved,,7,113,,1333586,"+9,678",7763319,"+267,107",8829798
114,-4,Vance Joy,Riptide,,2246,16,,1328051,"-174,884",10155817,"-17,558",2154106284
115,+14,OneRepublic,Counting Stars,,2161,31,,1321060,"-126,383",10022790,"+25,496",1901735927
116,-10,Ed Sheeran,Perfect,,2734,3,1,1319261,"-201,739",9887269,"-2,556",3060513423
117,+15,Victor Valverde,El Mayor De Los Ranas,JR Torres,51,88,,1314488,"-125,111",9286543,"-39,074",73218323
118,+25,SZA,Snooze,,787,25,,1307095,"-92,082",10060249,"-6,570",1409874388
119,+6,Fleetwood Mac,Dreams - 2004 Remaster,,664,17,,1304988,"-148,164",9511523,"-49,093",731377320
120,-6,Playboi Carti,RATHER LIE,The Weeknd,31,3,1,1303534,"-182,493",11675563,"-300,101",89793812
121,-24,Don Omar,Danza Kuduro,Lucenzo,474,79,,1302845,"-250,199",9802560,"-28,825",639184384
122,=,Empire Of The Sun,We Are The People,,37,89,,1298945,"-162,006",10637279,"-155,392",50249171
123,+50,Charli xcx,Guess featuring billie eilish,Billie Eilish,246,3,1,1294213,"-1,535",9035705,"+49,478",546134761
124,-30,Macklemore & Ryan Lewis,Can't Hold Us,"Macklemore, Ryan Lewis, Ray Dalton",983,57,,1291421,"-283,635",10424067,"-86,206",1233643082
125,+23,Tito Double P,ROSONES,,129,16,,1291107,"-84,381",9282706,"+17,250",287739686
126,+9,Bruno Mars,That's What I Like,,981,5,,1288244,"-145,435",9626341,"-68,855",1364070352
127,+11,Morgan Wallen,Just In Case,,24,83,,1286359,"-127,035",9807041,"+57,124",34582648
128,-28,Natasha Bedingfield,Unwritten,,358,14,,1286288,"-262,217",10476476,"-38,678",670310645
129,-10,The Weeknd,Blinding Lights,,1959,1,82,1278409,"-188,490",9811436,"+6,984",4703848407
130,+3,Doechii,DENIAL IS A RIVER,,101,16,,1277271,"-160,416",10135122,"-79,529",238153282
131,+15,Tito Double P,NADIE,,143,32,,1276618,"-113,871",9316276,"-30,417",283071738
132,-1,Tom Odell,Another Love,,1458,11,,1271810,"-169,654",10231491,"-62,089",2532456979
133,-3,Don Toliver,No Pole,,152,58,,1271797,"-174,919",10233845,"-40,263",250451753
134,-19,Taylor Swift,Cruel Summer,,797,2,18,1271292,"-209,734",9869494,"-64,259",2400097151
135,-14,The Chainsmokers,Something Just Like This,Coldplay,1771,2,14,1261798,"-199,438",10465966,"-71,120",2133405141
136,+8,Tito Double P,DOS DÍAS,Peso Pluma,227,24,,1256178,"-142,996",9126333,"+50,217",449223222
137,+10,Los Dareyes De La Sierra,Vita Fer,Tito Double P,9,137,,1251771,"-129,892",9142267,"+75,655",11543289
138,-31,Teddy Swims,The Door,,212,88,,1250174,"-258,459",9637343,"-4,390",295552137
139,-36,Bad Bunny,KLOuFRENS,,99,18,,1245781,"-285,049",10156229,"+34,052",207755244
140,-32,Pitbull,Give Me Everything,"Ne-Yo, AFROJACK, Nayer",243,58,,1244532,"-264,004",10086133,"-107,434",342353046
141,-30,Miley Cyrus,End of the World,,10,33,,1240967,"-260,090",11058858,"+41,345",16267815
142,-64,Lana Del Rey,"Henry, come on",,3,16,,1235933,"-478,677",6317189,"+1,235,933",6317189
143,+38,The Walters,I Love You So,,1056,18,,1232029,"-51,425",9193853,"-69,485",1508239242
144,+13,The Weeknd,Die For You,,1198,9,,1230949,"-102,882",9489521,"-30,845",2133824556
145,-19,Feid,LUNA,ATL Jacob,496,7,,1226707,"-226,183",9491362,"+15,190",1222202825
146,+17,Chase Atlantic,Swim,,190,46,,1226418,"-98,161",9428652,"-124,350",279936891
147,+3,Billie Eilish,CHIHIRO,,330,3,1,1224411,"-130,501",9961846,"-45,311",760794406
148,-21,Journey,Don't Stop Believin' (2022 Remaster),,326,61,,1223362,"-229,335",9317035,"+65,324",489455352
149,+10,MXZI,MONTAGEM TOMADA - Slowed,,4,149,,1222272,"-104,415",5259837,"+1,222,272",5259837
150,+21,Hozier,Take Me To Church,,1995,1,30,1221769,"-79,478",9408498,"-3,288",1868858115
151,-34,Linkin Park,Numb,,395,12,,1221636,"-251,836",10247014,"+12,969",591473133
152,+22,Rihanna,Breakin' Dishes,,108,85,,1217239,"-77,779",9049571,"-9,246",163289359
153,-11,Sabrina Carpenter,Juno,,206,22,,1213663,"-189,480",9540455,"+50,098",339112727
154,-15,Sabrina Carpenter,Bed Chem,,232,9,,1211113,"-198,762",9425375,"+4,474",530827838
155,-27,Rauw Alejandro,Khé?,Romeo Santos,150,21,,1209688,"-239,800",9810676,"+13,285",339400254
156,-1,Keane,Somewhere Only We Know,,853,63,,1208155,"-134,529",9407609,"+7,341",1111980639
157,-4,Clave Especial,TU TU TU,Edgardo Nuñez,2,153,,1206050,"-140,454",2552554,"+1,206,050",2552554
158,-46,Danny Ocean,Imagínate,Kapo,108,37,,1200499,"-293,419",9747915,"+9,227",180358989
159,+3,JENNIE,ExtraL,Doechii,52,18,,1196620,"-128,073",9336304,"-82,576",109684840
160,+12,Kendrick Lamar,Money Trees,Jay Rock,460,31,,1193011,"-106,323",9114231,"+24,161",587956593
161,+19,Leon Thomas,MUTT,,9,146,,1189065,"-96,763",8973255,"+1,189,065",11264032
162,+21,Frank Ocean,Pink + White,,698,52,,1185132,"-86,452",9034915,"+13,888",1009020648
163,-14,The Killers,Mr. Brightside,,1342,59,,1185107,"-189,619",9369481,"-21,421",1116475843
164,+18,Ed Sheeran,Photograph,,2018,13,,1175055,"-102,254",9427660,"-158,762",1453808271
165,RE,Conan Gray,The Cut That Always Bleeds,,32,154,,1172126,,2360334,"+72,649",38832488
166,RE,Coldplay,Sparks,,238,82,,1171043,,7423108,"+107,413",301655708
167,-30,Coldplay,A Sky Full of Stars,,928,10,,1164576,"-249,261",9467414,"-52,745",631963815
168,-23,Chuyin,Pika Pika,"Fuerza Regida, Jorsshh, Calle 24",68,71,,1159885,"-234,133",7563590,"-114,226",102193322
169,-9,Bruno Mars,When I Was Your Man,,1193,28,,1158030,"-168,036",9715164,"-73,639",1276754703
170,+9,Katy Perry,Last Friday Night (T.G.I.F.),,5,170,,1155392,"-131,999",4959156,"+1,155,392",6157980
171,+16,Neton Vega,Chiquita,Tito Double P,8,171,,1148977,"-104,925",4871284,"+84,245",9624829
172,RE,TV Girl,Lovers Rock,,587,92,,1147044,,4736967,"+49,781",775507643
173,+4,Lana Del Rey,Summertime Sadness,,840,74,,1145938,"-144,930",7477587,"+65,186",1096956763
174,-23,Nirvana,Smells Like Teen Spirit - Remastered,,389,98,,1140127,"-214,640",9031633,"+8,698",366368746
175,+19,Raim Laode,Komang,,90,44,,1138235,"-85,887",2362357,"+1,138,235",117567355
176,+2,Twenty One Pilots,Stressed Out,,883,5,,1137934,"-150,853",6210934,"+1,137,934",884123206
177,-12,Gorillaz,Feel Good Inc,,135,94,,1135899,"-183,730",9151719,"-70,358",189717257
178,RE,Chezile,Beanie,,141,53,,1129890,,6254328,"+1,129,890",223760893
179,+9,The Chainsmokers,Closer,Halsey,1538,1,82,1128821,"-125,022",8694053,"-4,340",1930368105
180,-14,Harry Styles,As It Was,,1100,1,81,1126574,"-185,346",9082816,"-74,400",3766472219
181,+5,Benson Boone,Slow It Down,,332,26,,1125200,"-134,911",4854633,"+1,125,200",658201661
182,RE,Olivia Rodrigo,traitor,,582,7,,1124308,,6279314,"-98,269",1030654508
183,-16,Linkin Park,In the End,,674,8,,1124020,"-186,807",9218627,"+8,885",884001890
184,-14,BigXthaPlug,All The Way,Bailey Zimmerman,10,69,,1123552,"-180,663",9087378,"-57,970",13637111
185,+8,Dj Guuga,Vidrado Em Você,Mc Livinho,2,185,,1123158,"-104,348",2350664,"+1,123,158",2350664
186,-28,Eminem,Without Me,,1377,29,,1120352,"-210,543",8771885,"-9,001",1713236208
187,RE,Billie Eilish,lovely,Khalid,2522,19,,1118355,,3601041,"+48,771",3146965102
188,-27,Playboi Carti,EVIL J0RDAN,,31,1,2,1111559,"-214,191",10285041,"-348,352",97491639
189,RE,Lana Del Rey,Young And Beautiful,,79,120,,1111013,,3549334,"+1,111,013",94911601
190,-34,Shakira,Hips Don't Lie,Wyclef Jean,189,63,,1108865,"-227,627",8673669,"-25,237",255106684
191,RE,Lady Gaga,Just Dance,Colby O'Donis,2,171,,1107345,,1107345,"+1,107,345",2297771
192,RE,Lady Gaga,Bad Romance,,2,158,,1103834,,1103834,"+1,103,834",1555803
193,RE,Mitski,My Love Mine All Mine,,544,2,4,1100272,,2289221,"-4,122",1409518219
194,RE,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,Swae Lee,2198,1,16,1098697,,2282260,"+29,768",3479851414
195,=,d4vd,Here With Me,,496,13,,1098604,"-124,718",2321926,"+1,098,604",897077507
196,RE,Lana Del Rey,Cinnamon Girl,,8,70,,1096908,,1096908,"+1,096,908",6846113
197,-81,Diego & Victor Hugo,Tubarões - Ao Vivo,,11,116,,1092010,"-381,904",3896805,"-128,027",14171154
198,-57,Miguel Bueno,Solcito,Juan Duque,18,124,,1088671,"-314,978",9265844,"+22,361",23247155
199,RE,French Montana,Unforgettable,Swae Lee,853,3,8,1087126,,4701800,"-18,374",1292680285
200,RE,Maroon 5,Payphone,Wiz Khalifa,416,63,,1086642,,3453993,"+5,584",385598854
