Position,Change,Artist,Title,Feat Artist,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
82,-2,Arctic Monkeys,505,,1196,40,,1650747,"-117,782",12603142,"-168,775",1678823307
83,+6,Jung Kook,Seven,Latto,638,1,71,1636117,"-34,831",11790806,"-19,072",2066182550
84,+19,Sachet-Parampara,"Raanjhan (From ""Do Patti"")","Parampara Tandon, Kausar Munir",24,84,,1628213,"+55,567",10815723,"+266,083",33598113
85,+11,The Weeknd,Starboy,Daft Punk,1752,1,40,1616275,"+11,531",10814234,"+72,057",3032329148
86,+6,Imogen Heap,Headlock,,100,63,,1611891,"-34,627",11678348,"-10,445",159905675
87,-3,Chrystal,The Days - NOTION Remix,NOTION,97,49,,1610495,"-100,112",10966501,"+3,634",164747421
88,+10,Oscar Maydon,Amigos? No.,Neton Vega,32,88,,1610240,"+20,511",10436020,"+183,255",45012812
89,-8,sombr,undressed,,17,74,,1598505,"-161,160",11609040,"+126,015",26115460
90,-7,Ravyn Lenae,Love Me Not,,25,77,,1589849,"-129,466",11658977,"+113,090",36915531
91,-4,Djo,End of Beginning,,421,1,3,1587560,"-101,488",11324301,"+81,447",1362574688
92,-10,Tate McRae,Revolving door,,51,18,,1583580,"-174,731",12167408,"-146,294",118667809
93,-15,De La Rose,NUBES,Omar Courtz,4,78,,1578134,"-222,736",6142677,"+1,578,134",6142677
94,+3,Macklemore & Ryan Lewis,Can't Hold Us,"Macklemore, Ryan Lewis, Ray Dalton",982,57,,1575056,"-17,716",10510273,"-30,801",1232351661
95,+6,Maanu,Jhol,Annural Khalid,15,95,,1572985,"-9,009",10479334,"+210,160",20922055
96,+13,Esau Ortiz,Triple Lavada,,5,96,,1571724,"+10,080",7090096,"+1,571,724",7090096
97,+25,Don Omar,Danza Kuduro,Lucenzo,473,79,,1553044,"+54,958",9831385,"-7,295",637881539
98,-7,Gracie Abrams,"I Love You, I'm Sorry",,257,15,,1551195,"-103,222",11567256,"+10,124",566831361
99,+5,Benson Boone,Sorry I'm Here For Someone Else,,31,77,,1551034,"-19,934",10315800,"+94,787",44393690
100,=,Natasha Bedingfield,Unwritten,,357,14,,1548505,"-38,957",10515154,"+75,713",669024357
101,-7,Radiohead,Creep,,499,93,,1543753,"-75,383",10776162,"+41,992",665611344
102,+3,Coldplay,The Scientist,,638,79,,1539773,"-27,996",10569805,"+134,245",430849630
103,+10,Bad Bunny,KLOuFRENS,,98,18,,1530830,"+4,668",10122177,"+139,546",206509463
104,+42,Arctic Monkeys,No. 1 Party Anthem,,153,70,,1527451,"+106,059",10668706,"+58,298",242667688
105,-12,Ed Sheeran,Shape of You,,2478,1,98,1521180,"-107,581",10445076,"-36,937",3714817943
106,+15,Ed Sheeran,Perfect,,2733,3,1,1521000,"+21,876",9889825,"+73,382",3059194162
107,+8,Teddy Swims,The Door,,211,88,,1508633,"-3,986",9641733,"+33,116",294301963
108,=,Pitbull,Give Me Everything,"Ne-Yo, AFROJACK, Nayer",242,58,,1508536,"-53,396",10193567,"-127,828",341108514
109,-3,Malcolm Todd,Chest Pain (I Love),,12,53,,1508230,"-58,646",11526535,"-180,873",19239700
110,+4,Vance Joy,Riptide,,2245,16,,1502935,"-22,271",10173375,"+24,677",2152778233
111,-36,Miley Cyrus,End of the World,,9,33,,1501057,"-360,214",11017513,"+80,838",15026848
112,+33,Danny Ocean,Imagínate,Kapo,107,37,,1493918,"+70,595",9738688,"+109,080",179158490
113,-3,Earl Agustin,Tibok,,31,42,,1487964,"-69,453",10927255,"-38,749",54056692
114,-24,Playboi Carti,RATHER LIE,The Weeknd,30,3,1,1486027,"-177,526",11975664,"-296,807",88490278
115,+8,Taylor Swift,Cruel Summer,,796,2,18,1481026,"-13,613",9933753,"-4,461",2398825859
116,+54,Diego & Victor Hugo,Tubarões - Ao Vivo,,10,116,,1473914,"+143,033",4024832,"+63,729",13079144
117,-6,Linkin Park,Numb,,394,12,,1473472,"-68,361",10234045,"+106,861",590251497
118,-2,One Direction,Night Changes,,1095,6,,1467849,"-44,176",9926321,"+103,598",1355416474
119,+8,The Weeknd,Blinding Lights,,1958,1,82,1466899,"-5,595",9804452,"-25,284",4702569998
120,+40,Lady Gaga,Poker Face,,79,93,,1464951,"+105,044",8998335,"+152,786",102959888
121,-22,The Chainsmokers,Something Just Like This,Coldplay,1770,2,14,1461236,"-127,410",10537086,"-24,120",2132143343
122,-15,Empire Of The Sun,We Are The People,,36,89,,1460951,"-101,840",10792671,"-82,931",48950226
123,+13,Oscar Maydon,Tu Boda,Fuerza Regida,193,4,,1459535,"+11,832",9503573,"+77,484",541611845
124,-6,"Tyler, The Creator",Like Him,Lola Young,167,20,,1455880,"-48,388",10866800,"-61,138",378996584
125,+24,Fleetwood Mac,Dreams - 2004 Remaster,,663,17,,1453152,"+46,227",9560616,"-27,856",730072332
126,+15,Feid,LUNA,ATL Jacob,495,7,,1452890,"+15,765",9476172,"+57,691",1220976118
127,+12,Journey,Don't Stop Believin' (2022 Remaster),,325,61,,1452697,"+9,597",9251711,"+40,303",488231990
128,-11,Rauw Alejandro,Khé?,Romeo Santos,149,21,,1449488,"-57,537",9797391,"+117,896",338190566
129,-10,OneRepublic,Counting Stars,,2160,31,,1447443,"-56,292",9997294,"+16,872",1900414867
130,-10,Don Toliver,No Pole,,151,58,,1446716,"-54,756",10274108,"+12,864",249179956
131,-29,Tom Odell,Another Love,,1457,11,,1441464,"-137,110",10293580,"+18,111",2531185169
132,+24,Victor Valverde,El Mayor De Los Ranas,JR Torres,50,88,,1439599,"+70,843",9325617,"-68,856",71903835
133,-2,Doechii,DENIAL IS A RIVER,,100,16,,1437687,"-23,277",10214651,"-113,138",236876011
134,-1,Cigarettes After Sex,Apocalypse,,976,52,,1435408,"-19,838",10370884,"+36,489",1346580563
135,-5,Bruno Mars,That's What I Like,,980,5,,1433679,"-28,479",9695196,"-47,340",1362782108
136,+15,Kushagra,Finding Her,Bharath,5,128,,1426632,"+30,888",6874051,"+1,426,632",6874051
137,+10,Coldplay,A Sky Full of Stars,,927,10,,1413837,-138,9520159,"+9,053",630799239
138,-12,Morgan Wallen,Just In Case,,23,83,,1413394,"-63,447",9749917,"-7,579",33296289
139,-1,Sabrina Carpenter,Bed Chem,,231,9,,1409875,"-33,655",9420901,"+83,513",529616725
140,+23,Jin,Running Wild,,149,6,,1404173,"+57,016",9703137,"+137,072",320713147
141,+20,Miguel Bueno,Solcito,Juan Duque,17,124,,1403649,"+54,852",9243483,"+80,947",22158484
142,-14,Sabrina Carpenter,Juno,,205,22,,1403143,"-68,795",9490357,"+150,341",337899064
143,-3,SZA,Snooze,,786,25,,1399177,"-39,483",10066819,"+45,648",1408567293
144,-10,Tito Double P,DOS DÍAS,Peso Pluma,226,24,,1399174,"-53,480",9076116,"-27,481",447967044
145,+44,Chuyin,Pika Pika,"Fuerza Regida, Jorsshh, Calle 24",67,71,,1394018,"+132,726",7677816,"-36,850",101033437
146,+4,Tito Double P,NADIE,,142,32,,1390489,"-12,417",9346693,"-90,131",281795120
147,+18,Los Dareyes De La Sierra,Vita Fer,Tito Double P,8,147,,1381663,"+37,801",9066612,"+156,757",10291518
148,-11,Tito Double P,ROSONES,,128,16,,1375488,"-71,988",9265456,"-78,999",286448579
149,-14,The Killers,Mr. Brightside,,1341,59,,1374726,"-74,192",9390902,"+40,524",1115290736
150,-38,Billie Eilish,CHIHIRO,,329,3,1,1354912,"-172,181",10007157,"+20,623",759569995
151,+3,Nirvana,Smells Like Teen Spirit - Remastered,,388,98,,1354767,"-27,759",9022935,"+46,801",365228619
152,+41,V,Winter Ahead,Park Hyo Shin,135,15,,1353311,"+103,288",9238014,"+149,418",250340051
153,NEW,Clave Especial,TU TU TU,Edgardo Nuñez,1,153,,1346504,,1346504,"+1,346,504",1346504
154,NEW,Faris Adam,Stecu,,1,154,,1346319,,1346319,"+1,346,319",1346319
155,+4,Keane,Somewhere Only We Know,,852,63,,1342684,"-17,564",9400268,"+64,623",1110772484
156,+17,Shakira,Hips Don't Lie,Wyclef Jean,188,63,,1336492,"+26,660",8698906,"+8,894",253997819
157,-2,The Weeknd,Die For You,,1197,9,,1333831,"-39,143",9520366,"+59,066",2132593607
158,+9,Eminem,Without Me,,1376,29,,1330895,"-9,737",8780886,"+35,470",1712115856
159,-6,MXZI,MONTAGEM TOMADA - Slowed,,3,153,,1326687,"-68,386",4037565,"+1,326,687",4037565
160,-36,Bruno Mars,When I Was Your Man,,1192,28,,1326066,"-160,064",9788803,"+9,336",1275596673
161,-17,Playboi Carti,EVIL J0RDAN,,30,1,2,1325750,"-100,728",10633393,"-327,122",96380080
162,+6,JENNIE,ExtraL,Doechii,51,18,,1324693,"-14,693",9418880,"-51,629",108488220
163,-6,Chase Atlantic,Swim,,189,46,,1324579,"-40,976",9553002,"-62,906",278710473
164,+11,The Script,The Man Who Can't Be Moved,,6,149,,1323908,"+19,582",7496212,"+1,323,908",7496212
165,-3,Gorillaz,Feel Good Inc,,134,94,,1319629,"-27,769",9222077,"+29,286",188581358
166,+3,Harry Styles,As It Was,,1099,1,81,1311920,"-21,246",9157216,"-28,127",3765345645
167,-15,Linkin Park,In the End,,673,8,,1310827,"-84,409",9209742,"-19,826",882877870
168,+20,Tyla,PUSH 2 START,,86,52,,1307398,"+43,104",5096329,"+124,313",140443904
169,+5,Adam Port,Move,"Stryv, Keinemusik, Orso, Malachiii",176,17,,1307102,+707,6085704,"-6,554",367780705
170,-41,BigXthaPlug,All The Way,Bailey Zimmerman,9,69,,1304215,"-159,512",9145348,"-104,669",12513559
171,-23,Hozier,Take Me To Church,,1994,1,30,1301247,"-106,906",9411786,"-73,484",1867636346
172,-14,Kendrick Lamar,Money Trees,Jay Rock,459,31,,1299334,"-62,175",9090070,"+12,980",586763582
173,-2,Charli xcx,Guess featuring billie eilish,Billie Eilish,245,3,1,1295748,"-34,733",8986227,"-82,874",544840548
174,-2,Rihanna,Breakin' Dishes,,107,85,,1295018,"-29,338",9058817,"-9,137",162072120
175,+9,Myles Smith,Stargazing,,281,14,,1294647,"+23,098",6281625,"+1,294,647",656837809
176,+23,Bad Bunny,WELTiTA,Chuwi,90,10,,1291727,"+48,829",3728968,"+114,314",218372112
177,-1,Lana Del Rey,Summertime Sadness,,839,74,,1290868,"-12,677",7412401,"+1,290,868",1095810825
178,+8,Twenty One Pilots,Stressed Out,,882,5,,1288787,"+21,224",5073000,"+1,288,787",882985272
179,-1,Katy Perry,Last Friday Night (T.G.I.F.),,4,178,,1287391,"-6,944",3803764,"+88,567",5002588
180,-14,Leon Thomas,MUTT,,8,146,,1285828,"-55,345",7784190,"+1,285,828",10074967
181,+11,The Walters,I Love You So,,1055,18,,1283454,"+30,863",9263338,"-7,115",1507007213
182,-39,Ed Sheeran,Photograph,,2017,13,,1277309,"-149,392",9586422,"-191,261",1452633216
183,-19,Frank Ocean,Pink + White,,697,52,,1271584,"-74,466",9021027,"+1,271,584",1007835516
184,RE,DG e Batidão Stronda,Mãe Solteira,"Mc Davi, J. Eskine, MC G15",31,46,,1270777,,2421464,"-146,842",52147934
185,+9,Tears For Fears,Everybody Wants To Rule The World,,770,80,,1263385,"+15,715",3598673,"+34,895",960710338
186,RE,Benson Boone,Slow It Down,,331,26,,1260111,,3729433,"+1,260,111",657076461
187,+13,Neton Vega,Chiquita,Tito Double P,7,175,,1253902,"+12,453",4787039,"+57,957",8475852
188,-9,The Chainsmokers,Closer,Halsey,1537,1,82,1253843,"-40,324",8698393,"-64,052",1929239284
189,-2,HUGEL,I Adore You,"Topic, Arash, Daecolm",11,164,,1248436,"-18,059",2514931,"+31,376",14302717
190,-10,Alex Warren,Carry You Home,,76,85,,1242861,"-43,921",6968621,"-375,965",103474656
191,RE,AC/DC,Thunderstruck,,29,137,,1234841,,1234841,"+1,234,841",33875416
192,RE,Michael Jackson,Billie Jean,,121,52,,1231462,,1231462,"+23,910",136551034
193,NEW,Dj Guuga,Vidrado Em Você,Mc Livinho,1,193,,1227506,,1227506,"+1,227,506",1227506
194,RE,Raim Laode,Komang,,89,44,,1224122,,1224122,"+1,224,122",116429120
195,RE,d4vd,Here With Me,,495,13,,1223322,,1223322,"+1,223,322",895978903
196,+2,Guns N' Roses,Sweet Child O' Mine,,154,94,,1223278,"-20,712",2467268,"+20,437",146471013
197,RE,Dasha,Austin,,301,17,,1222471,,1222471,"+1,222,471",690744788
198,-3,Kendrick Lamar,HUMBLE.,,784,1,7,1222110,"-24,723",8551235,"-45,832",1153139275
199,-9,TOTO,Africa,,587,113,,1215305,"-42,198",3740070,"-22,267",456086811
200,RE,Travis Scott,FE!N,,568,3,1,1208988,,3461679,"-13,438",1183802668
