Position,Change,Artist,Title,Feat Artist,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
52,+5,Sabrina Carpenter,Please Please Please,,312,1,19,2047680,"+191,625",14109287,"+207,984",1356359017
53,+2,Kendrick Lamar,tv off,Lefty Gunplay,143,5,,2033473,"+152,482",14756966,"-95,378",480990785
54,-6,Bad Bunny,VOY A LLeVARTE PA PR,,100,7,,2033233,"+81,013",15122917,"-2,614",344021754
55,-3,Lil Tecca,Dark Thoughts,,32,18,,2027431,"+130,817",15429291,"-345,153",80754853
56,-2,Bad Bunny,VeLDÁ,"Omar Courtz, Dei V",100,8,,1999001,"+116,446",14722447,"-57,568",307664440
57,+1,The Police,Every Breath You Take,,1278,34,,1988887,"+148,218",14268629,"-84,971",1539661748
58,-5,Fuerza Regida,Por Esos Ojos,,62,34,,1964170,"+69,859",14066073,"+11,041",122578079
59,+6,Hozier,Too Sweet,,389,2,10,1959294,"+178,148",13490586,"+136,638",1408589145
60,+3,Teddy Swims,Bad Dreams,,163,41,,1954919,"+165,284",14294019,"+53,413",288872799
61,+1,FloyyMenor,Gata Only,Cris Mj,428,2,1,1948324,"+155,683",14084821,"-59,144",1512368594
62,-11,Tito Double P,TATTOO,,46,21,,1912711,"+4,591",14188624,"-168,724",105947823
63,+1,d4vd,Feel It,,76,57,,1901583,"+117,639",13397743,"-93,210",123783230
64,+2,Sabrina Carpenter,Busy Woman,,60,11,,1898813,"+192,300",13527863,"+8,320",128249599
65,-6,"Tyler, The Creator",See You Again,Kali Uchis,772,13,,1891538,"+60,689",13366219,"-10,882",1524217568
66,-5,Neton Vega,M&M,,53,54,,1870857,"+74,702",13808274,"-143,338",90858939
67,=,Ariana Grande,we can't be friends (wait for your love),,403,1,13,1867674,"+209,026",13243435,"-182,579",1331869329
68,+9,sombr,undressed,,19,68,,1806662,"+225,220",11974651,"+174,315",29503564
69,=,Bruno Mars,Just the Way You Are,,878,27,,1804340,"+169,465",12590428,"-63,995",1216131318
70,-2,Coldplay,Viva La Vida,,990,27,,1802953,"+146,762",12831482,"+62,861",1540840825
71,-1,Beéle,Mi Refe,Ovy On The Drums,103,52,,1751752,"+127,183",13056699,"-61,548",196080896
72,-1,Selena Gomez,Ojos Tristes,benny blanco,24,54,,1742686,"+129,376",12113872,"-114,475",42631039
73,+2,j-hope,MONA LISA,,25,12,,1732578,"+144,398",12611843,"-228,778",55827674
74,-2,Shaboozey,A Bar Song (Tipsy),,365,5,,1702696,"+96,037",12238357,"+112,017",1192221441
75,+5,Ravyn Lenae,Love Me Not,,27,75,,1698417,"+147,069",11766498,"+3,286",40165296
76,+2,Rauw Alejandro,Qué Pasaría...,Bad Bunny,151,13,,1691213,"+112,017",12562051,"-79,078",399048959
77,+2,Arctic Monkeys,505,,1198,40,,1688568,"+124,795",12243212,"-176,660",1682075648
78,+14,Lady Gaga,Poker Face,,81,78,,1685865,"+241,283",9680810,"+410,183",106090335
79,-6,Bruno Mars,Locked out of Heaven,,1264,21,,1682443,"+76,471",12312692,"+47,649",1551184375
80,-6,Jung Kook,Seven,Latto,640,1,71,1663507,"+71,125",11727305,"-22,509",2069438439
81,+2,Djo,End of Beginning,,423,1,3,1639087,"+97,493",11426254,"+16,110",1365755369
82,+16,Benson Boone,Sorry I'm Here For Someone Else,,33,77,,1633240,"+227,341",10784711,"+283,636",47432829
83,-1,Imogen Heap,Headlock,,102,63,,1627477,"+81,095",11582251,"-75,215",163079534
84,+17,Gracie Abrams,"I Love You, I'm Sorry",,259,15,,1618695,"+219,161",11373305,"-100,525",569849590
85,+12,Tate McRae,Revolving door,,53,18,,1609721,"+198,714",11800549,"-211,060",121688537
86,+1,Post Malone,I Had Some Help (Feat. Morgan Wallen),Morgan Wallen,339,1,1,1606651,"+135,146",11241755,"+158,494",1021157480
87,+25,Tate McRae,greedy,,533,1,34,1600505,"+262,988",11281531,"-221,950",1658765400
88,+1,Malcolm Todd,Chest Pain (I Love),,14,53,,1587168,"+127,530",10976992,"-153,799",22286506
89,-13,Gabito Ballesteros,7 Dias,Tito Double P,74,15,,1584160,"+1,795",11554251,"-118,953",166282478
90,-5,Clave Especial,COMO CAPO,Fuerza Regida,14,80,,1582401,"+68,642",10907032,"+155,950",20910773
91,-7,Maanu,Jhol,Annural Khalid,17,84,,1573692,"+47,843",10852812,"+173,320",24021596
92,+4,Coldplay,The Scientist,,640,79,,1564955,"+149,162",10781035,"+113,751",433830378
93,-2,Esau Ortiz,Triple Lavada,,7,91,,1549555,"+101,502",10087704,"+1,549,555",10087704
94,-13,Sachet-Parampara,"Raanjhan (From ""Do Patti"")","Parampara Tandon, Kausar Munir",26,81,,1545334,"-5,178",11142041,"+122,560",36693959
95,+10,Ed Sheeran,Shape of You,,2480,1,98,1529558,"+161,110",10580347,"+154,212",3717715949
96,+14,Chrystal,The Days - NOTION Remix,NOTION,99,49,,1519955,"+179,186",10950033,+479,167608145
97,-3,Cigarettes After Sex,Apocalypse,,978,52,,1515529,"+86,474",10371318,-700,1349525147
98,+10,Radiohead,Creep,,501,93,,1514426,"+161,175",10743972,"-16,767",668479021
99,+41,Pitbull,Give Me Everything,"Ne-Yo, AFROJACK, Nayer",244,58,,1501700,"+257,168",10122378,"+36,245",343854746
100,-7,The Weeknd,Starboy,Daft Punk,1754,1,40,1490648,"+60,177",10806224,"-16,918",3035250267
101,-11,Arctic Monkeys,No. 1 Party Anthem,,155,70,,1486783,"+29,892",10540177,"-109,068",245611362
102,=,"Tyler, The Creator",Like Him,Lola Young,169,20,,1486590,"+92,520",10689010,"-94,623",381877244
103,+25,Natasha Bedingfield,Unwritten,,359,14,,1485955,"+199,667",10428394,"-48,082",671796600
104,-9,Kushagra,Finding Her,Bharath,7,95,,1477302,"+58,781",9769874,"+1,477,302",9769874
105,+64,Bruno Mars,When I Was Your Man,,1194,28,,1470473,"+312,443",9847266,"+132,102",1278225176
106,-18,Xavi,En Privado,Manuel Turizo,26,77,,1468196,"+3,145",10863043,"+47,157",38068656
107,+16,Charli xcx,Guess featuring billie eilish,Billie Eilish,247,3,1,1462187,"+167,974",9185016,"+149,311",547596948
108,-22,Earl Agustin,Tibok,,33,42,,1459101,"-32,102",10766905,"-74,112",57006996
109,+5,Vance Joy,Riptide,,2247,16,,1446501,"+118,450",10193409,"+37,592",2155552785
110,-11,Raim Laode,Lesung Pipi,,2,99,,1442360,"+38,088",2846632,"+1,442,360",2846632
111,+4,OneRepublic,Counting Stars,,2162,31,,1435087,"+114,027",10083637,"+60,847",1903171014
112,+21,Don Toliver,No Pole,,153,58,,1431756,"+159,959",10161104,"-72,741",251883509
113,+11,Macklemore & Ryan Lewis,Can't Hold Us,"Macklemore, Ryan Lewis, Ray Dalton",984,57,,1422280,"+130,859",10368809,"-55,258",1235065362
114,+18,Tom Odell,Another Love,,1459,11,,1421035,"+149,225",10215442,"-16,049",2533878014
115,-9,One Direction,Night Changes,,1097,6,,1419693,"+61,587",10047157,"+53,980",1358194273
116,=,Ed Sheeran,Perfect,,2735,3,1,1418965,"+99,704",9972771,"+85,502",3061932388
117,+30,Billie Eilish,CHIHIRO,,331,3,1,1418685,"+194,274",9939943,"-21,903",762213091
118,+2,Playboi Carti,RATHER LIE,The Weeknd,32,3,1,1417811,"+114,277",11295451,"-380,112",91211623
119,+8,Morgan Wallen,Just In Case,,25,83,,1416522,"+130,163",9837345,"+30,304",35999170
120,+5,Tito Double P,ROSONES,,130,16,,1416504,"+125,397",9411400,"+128,694",289156190
121,-8,The Script,The Man Who Can't Be Moved,,8,113,,1415360,"+81,774",8010561,"+247,242",10245158
122,+13,The Chainsmokers,Something Just Like This,Coldplay,1772,2,14,1414255,"+152,457",10406361,"-59,605",2134819396
123,+36,JENNIE,ExtraL,Doechii,53,18,,1410349,"+213,729",9346590,"+10,286",111095189
124,-2,Empire Of The Sun,We Are The People,,38,89,,1409735,"+110,790",10437082,"-200,197",51658906
125,+9,Taylor Swift,Cruel Summer,,798,2,18,1404367,"+133,075",9844106,"-25,388",2401501518
126,+3,The Weeknd,Blinding Lights,,1960,1,82,1398306,"+119,897",9824176,"+12,740",4705246713
127,-8,Fleetwood Mac,Dreams - 2004 Remaster,,665,17,,1395255,"+90,267",9554348,"+42,825",732772575
128,+23,Linkin Park,Numb,,396,12,,1392351,"+170,715",10187160,"-59,854",592865484
129,+27,Keane,Somewhere Only We Know,,854,63,,1389453,"+181,298",9439444,"+31,835",1113370092
130,-4,Bruno Mars,That's What I Like,,982,5,,1388031,"+99,787",9709101,"+82,760",1365458383
131,-24,Jin,Running Wild,,151,6,,1384460,"+29,356",9603898,"-42,251",323452711
132,-2,Doechii,DENIAL IS A RIVER,,102,16,,1380497,"+103,226",10044605,"-90,517",239533779
133,-12,Don Omar,Danza Kuduro,Lucenzo,475,79,,1379015,"+76,170",9854267,"+51,707",640563399
134,+19,Sabrina Carpenter,Juno,,207,22,,1362977,"+149,314",9607911,"+67,456",340475704
135,-32,De La Rose,NUBES,Omar Courtz,6,78,,1361559,"-10,148",8875943,"+1,361,559",8875943
136,-27,Oscar Maydon,Tu Boda,Fuerza Regida,195,4,,1356755,"+15,866",9600305,"+17,640",544309489
137,-26,Oscar Maydon,Amigos? No.,Neton Vega,34,88,,1356390,"+16,479",10441542,"-39,945",47709113
138,-1,Los Dareyes De La Sierra,Vita Fer,Tito Double P,10,137,,1354950,"+103,179",9270367,"+128,100",12898239
139,+22,Leon Thomas,MUTT,,10,139,,1346074,"+157,009",9091395,"+118,140",12610106
140,+15,Rauw Alejandro,Khé?,Romeo Santos,151,21,,1344902,"+135,214",9750098,"-60,578",340745156
141,+23,Ed Sheeran,Photograph,,2019,13,,1338350,"+163,295",9415858,"-11,802",1455146621
142,+28,Katy Perry,Last Friday Night (T.G.I.F.),,6,142,,1335519,"+180,127",6294675,"+1,335,519",7493499
143,+11,Sabrina Carpenter,Bed Chem,,233,9,,1333775,"+122,662",9450487,"+25,112",532161613
144,+8,Rihanna,Breakin' Dishes,,109,85,,1331337,"+114,098",9044710,"-4,861",164620696
145,+15,Kendrick Lamar,Money Trees,Jay Rock,461,31,,1330830,"+137,819",9180285,"+66,054",589287423
146,-15,Tito Double P,NADIE,,144,32,,1330751,"+54,133",9337140,"+20,864",284402489
147,+2,MXZI,MONTAGEM TOMADA - Slowed,,5,147,,1326716,"+104,444",6586553,"+1,326,716",6586553
148,-7,Miley Cyrus,End of the World,,11,33,,1325475,"+84,508",10913248,"-145,610",17593290
149,-11,Teddy Swims,The Door,,213,88,,1323560,"+73,386",9593879,"-43,464",296875697
150,+24,Nirvana,Smells Like Teen Spirit - Remastered,,390,98,,1323016,"+182,889",9097590,"+65,957",367691762
151,-1,Hozier,Take Me To Church,,1996,1,30,1322616,"+100,847",9419237,"+10,739",1870180731
152,-4,Journey,Don't Stop Believin' (2022 Remaster),,327,61,,1322465,"+99,103",9445727,"+128,692",490777817
153,-14,Bad Bunny,KLOuFRENS,,100,18,,1319829,"+74,048",10129238,"-26,991",209075073
154,-18,Tito Double P,DOS DÍAS,Peso Pluma,228,24,,1317295,"+61,117",9251899,"+125,566",450540517
155,+26,Benson Boone,Slow It Down,,333,26,,1312875,"+187,675",6167508,"+1,312,875",659514536
156,+7,The Killers,Mr. Brightside,,1343,59,,1312624,"+127,517",9395708,"+26,227",1117788467
157,-39,SZA,Snooze,,788,25,,1311992,"+4,897",9936313,"-123,936",1411186380
158,+34,Lady Gaga,Bad Romance,,3,158,,1310635,"+206,801",2414469,"+1,310,635",2866438
159,+14,Lana Del Rey,Summertime Sadness,,841,74,,1308892,"+162,954",8786479,"+1,308,892",1098265655
160,-18,Lana Del Rey,"Henry, come on",,4,16,,1308040,"+72,107",7625229,"+1,308,040",7625229
161,+30,Lady Gaga,Just Dance,Colby O'Donis,3,161,,1298011,"+190,666",2405356,"+1,298,011",3595782
162,+4,Coldplay,Sparks,,239,82,,1297899,"+126,856",7532330,"+109,222",302953607
163,-46,Victor Valverde,El Mayor De Los Ranas,JR Torres,52,88,,1294273,"-20,215",9268642,"-17,901",74512596
164,-20,The Weeknd,Die For You,,1199,9,,1286792,"+55,843",9437931,"-51,590",2135111348
165,+2,Coldplay,A Sky Full of Stars,,929,10,,1286265,"+121,689",9389297,"-78,117",633250080
166,-9,Clave Especial,TU TU TU,Edgardo Nuñez,3,153,,1283217,"+77,167",3835771,"+1,283,217",3835771
167,-67,V,Winter Ahead,Park Hyo Shin,137,15,,1279818,"-122,055",9193972,"-89,405",253021742
168,-22,Chase Atlantic,Swim,,191,46,,1275390,"+48,972",9280073,"-148,579",281212281
169,+15,BigXthaPlug,All The Way,Bailey Zimmerman,11,69,,1272389,"+148,837",9042187,"-45,191",14909500
170,+10,Harry Styles,As It Was,,1101,1,81,1270465,"+143,891",9037282,"-45,534",3767742684
171,+11,Olivia Rodrigo,traitor,,583,7,,1268042,"+143,734",6207110,"-72,204",1031922550
172,+11,Linkin Park,In the End,,675,8,,1266582,"+142,562",9181325,"-37,302",885268472
173,-11,Frank Ocean,Pink + White,,699,52,,1260010,"+74,878",8977088,"-57,827",1010280658
174,-29,Feid,LUNA,ATL Jacob,497,7,,1253706,"+26,999",9440657,"-50,705",1223456531
175,+13,Playboi Carti,EVIL J0RDAN,,32,1,2,1250662,"+139,103",9890452,"-394,589",98742301
176,+14,Shakira,Hips Don't Lie,Wyclef Jean,190,63,,1250402,"+141,537",8715208,"+41,539",256357086
177,=,Gorillaz,Feel Good Inc,,136,94,,1249264,"+113,365",9070483,"-81,236",190966521
178,+1,The Chainsmokers,Closer,Halsey,1539,1,82,1237034,"+108,213",8715810,"+21,757",1931605139
179,-14,Conan Gray,The Cut That Always Bleeds,,33,154,,1236606,"+64,480",2408732,"+48,398",40069094
180,NEW,Lady Gaga,Judas,,1,180,,1236579,,1236579,"+1,236,579",1236579
181,-5,Twenty One Pilots,Stressed Out,,884,5,,1227331,"+89,397",7438265,"+1,227,331",885350537
182,+4,Eminem,Without Me,,1378,29,,1209894,"+89,542",8774674,"+2,789",1714446102
183,-25,Danny Ocean,Imagínate,Kapo,109,37,,1208838,"+8,339",9628522,"-119,393",181567827
184,RE,A$AP Rocky,I Smoked Away My Brain (I'm God x Demons Mashup),"Imogen Heap, Clams Casino",28,148,,1207700,,3644726,"+1,207,700",36390934
185,-42,The Walters,I Love You So,,1057,18,,1207218,"-24,811",9008071,"-185,782",1509446460
186,RE,Benson Boone,In The Stars,,207,49,,1206881,,1206881,"+29,315",237880388
187,RE,Evanescence,Bring Me To Life,,14,123,,1205771,,6297706,"-19,819",17982229
188,+1,Lana Del Rey,Young And Beautiful,,80,120,,1197554,"+86,541",4746888,"+1,197,554",96109155
189,-18,Neton Vega,Chiquita,Tito Double P,9,171,,1195772,"+46,795",6067056,"+1,195,772",10820601
190,NEW,Nirvana,Come As You Are - Remastered,,1,190,,1193435,,1193435,"+1,193,435",1193435
191,-13,Chezile,Beanie,,142,53,,1191922,"+62,032",6266212,"+11,884",224952815
192,RE,Kendrick Lamar,HUMBLE.,,785,1,7,1189434,,7384886,"-36,990",1154328709
193,+5,Miguel Bueno,Solcito,Juan Duque,19,124,,1189227,"+100,556",9163409,"-102,435",24436382
194,+1,d4vd,Here With Me,,497,13,,1188773,"+90,169",3510699,"+1,188,773",898266280
195,-91,Faris Adam,Stecu,,3,104,,1188360,"-180,152",3903191,"+1,188,360",3903191
196,RE,Arctic Monkeys,Do I Wanna Know?,,1332,69,,1187291,,4836399,"-21,798",1097214613
197,RE,FloyyMenor,PELIGROSA,,222,23,,1185445,,3661480,"-55,979",369362356
198,-11,Billie Eilish,lovely,Khalid,2523,19,,1183194,"+64,839",4784235,"+1,183,194",3148148296
199,RE,Myles Smith,Stargazing,,282,14,,1180382,,7462007,"+1,180,382",658018191
200,-32,Chuyin,Pika Pika,"Fuerza Regida, Jorsshh, Calle 24",69,71,,1175065,"+15,180",7477014,"-86,576",103368387
