Position,Change,Artist,Title,Feat Artist,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
21,=,Drake,NOKIA,,62,15,,2823046,"-117,754",20920741,"-283,367",167103962
22,=,NIKI,You'll Be in My Heart - Spotify Singles,,25,20,,2745777,"-72,280",18646214,"+267,225",48576950
23,=,WizTheMc,Show Me Love,bees & honey,43,20,,2700873,"-107,641",19562710,"-63,946",91705837
24,+2,Jimin,Who,,272,1,20,2580519,"-43,800",19994279,"-410,382",1481964699
25,=,Kendrick Lamar,Not Like Us,,346,1,10,2561126,"-76,964",18898249,"-264,411",1393909360
26,+1,Kendrick Lamar,All The Stars,SZA,678,2,14,2553596,"-57,591",18312912,"-249,074",1197605178
27,+2,sombr,back to friends,,30,27,,2539865,"-66,906",16815157,"+61,015",59247220
28,+2,Cup of Joe,Multo,,12,24,,2508768,"-90,677",17720455,"-49,159",27486753
29,-5,The Weeknd,One Of The Girls,"JENNIE, Lily-Rose Depp",557,2,2,2444300,"-293,606",17637718,"-176,278",1670757750
30,+1,Chappell Roan,"Good Luck, Babe!",,373,5,,2442471,"-122,012",17480665,"-1,001",1429232329
31,-3,Neton Vega,Morena,Peso Pluma,61,24,,2418420,"-190,200",18214942,"-103,254",123441347
32,=,Teddy Swims,Lose Control,,518,5,,2410090,"-86,962",17833904,"-145,695",1622043997
33,+5,The Marías,No One Noticed,,159,33,,2313479,"+44,708",14898152,"+96,923",278039695
34,+2,Jombriel,VITAMINA,"DFZM, Jøtta",41,32,,2289199,"-41,758",16354399,"+37,362",74811312
35,+2,Chappell Roan,Pink Pony Club,,243,18,,2256418,"-45,990",16565821,"-121,083",472370080
36,-2,Bad Bunny,EoO,,102,9,,2236550,"-140,296",16831471,"-363,793",312285048
37,-4,Sabrina Carpenter,Taste,,237,2,3,2230036,"-200,992",16903422,"-123,455",961248544
38,-3,The Goo Goo Dolls,Iris,,580,29,,2224271,"-113,233",16033464,"-209,060",939284287
39,+5,Alleh,capaz (merengueton),Yorghaki,116,34,,2192171,"+41,080",15616227,"-193,408",251760450
40,-1,Arctic Monkeys,I Wanna Be Yours,,1015,11,,2112045,"-87,121",15048214,"-63,396",2438981297
41,+1,Lord Huron,The Night We Met,,989,15,,2088008,"-98,205",14687720,"-294,683",1745428974
42,-2,The Neighbourhood,Sweater Weather,,1781,14,,2082964,"-113,158",15099511,"-108,961",3087080720
43,=,ATLXS,PASSO BEM SOLTO - Slowed,,21,42,,2057791,"-95,359",14557168,"+133,216",36175882
44,-3,yung kai,blue,,137,22,,2043352,"-147,626",15194935,"-237,581",326279665
45,+5,Kendrick Lamar,tv off,Lefty Gunplay,145,5,,2023997,"-75,624",14564065,"-126,202",485114403
46,=,KAROL G,Si Antes Te Hubiera Conocido,,300,4,,2020261,"-114,061",15925366,"-147,879",1125498287
47,=,Bad Bunny,NUEVAYoL,,102,5,,1983766,"-136,723",15226291,"-210,178",402149272
48,+3,Ariana Grande,twilight zone,,20,3,1,1970624,"-121,740",15672353,"-901,525",59763532
49,+6,Neton Vega,Loco,,111,14,,1969585,"-38,979",14746376,"-261,348",297222239
50,+3,Fuerza Regida,ME JALO,Grupo Frontera,111,38,,1957128,"-64,091",14461162,"-149,257",216386102
51,-3,Ed Sheeran,Azizam,,13,27,,1935208,"-179,526",15619215,"-556,680",28101554
52,-7,Bad Bunny,VOY A LLeVARTE PA PR,,102,7,,1921736,"-223,616",14909797,"-206,525",348088842
53,+1,Fuerza Regida,Por Esos Ojos,,64,34,,1917334,"-96,931",14155400,"-24,229",126509678
54,-5,Coldplay,Yellow,,1570,15,,1917131,"-196,317",14081332,"-300,997",2220817753
55,+3,Lil Tecca,Dark Thoughts,,34,18,,1895878,"-78,863",14417630,"-498,321",84625472
56,+4,Tito Double P,TATTOO,,48,21,,1882992,"-73,729",14089245,"-104,319",109787536
57,+6,Sabrina Carpenter,Please Please Please,,314,1,19,1881518,"-43,480",14040537,"-67,995",1360165533
58,+3,sombr,undressed,,21,58,,1879006,"-62,437",12278079,"+81,260",33324013
59,=,Teddy Swims,Bad Dreams,,165,41,,1874266,"-94,922",14139795,"-146,509",292716253
60,-3,d4vd,Feel It,,78,57,,1870320,"-116,597",13330526,"-75,444",127640467
61,+6,Hozier,Too Sweet,,391,2,10,1855815,"-24,759",13496266,"-31,299",1412325534
62,-6,Bad Bunny,VeLDÁ,"Omar Courtz, Dei V",102,8,,1844552,"-157,086",14297751,"-288,721",311510630
63,-1,FloyyMenor,Gata Only,Cris Mj,430,2,1,1839228,"-100,557",13851591,"-146,177",1516147607
64,+2,Neton Vega,M&M,,55,54,,1818943,"-67,990",13496853,"-129,692",94564815
65,+3,Ariana Grande,we can't be friends (wait for your love),,405,1,13,1814574,"-61,426",12919788,"-145,688",1335559903
66,-14,The Police,Every Breath You Take,,1280,34,,1797731,"-250,219",13853546,"-270,961",1543507429
67,-2,"Tyler, The Creator",See You Again,Kali Uchis,774,13,,1781291,"-106,853",13163960,"-127,166",1527887003
68,+4,Beéle,Mi Refe,Ovy On The Drums,105,52,,1770068,"-47,777",12920772,"-124,159",199668809
69,+1,Sabrina Carpenter,Busy Woman,,62,11,,1763137,"-76,254",13159998,"-217,626",131852127
70,+1,Rauw Alejandro,Qué Pasaría...,Bad Bunny,153,13,,1747652,"-71,629",12569496,"-39,714",402615892
71,-2,Coldplay,Viva La Vida,,992,27,,1734576,"-136,972",12629247,"-123,439",1544446949
72,-8,Lady Gaga,Poker Face,,83,64,,1725940,"-170,206",10832187,"+511,993",109712421
73,+3,Ravyn Lenae,Love Me Not,,29,73,,1716627,"-36,825",11716095,"-64,587",43635375
74,+6,Shaboozey,A Bar Song (Tipsy),,367,5,,1666081,"-18,501",12167302,"-69,498",1195572104
75,=,Benson Boone,Sorry I'm Here For Someone Else,,35,75,,1650200,"-114,329",11070362,"+78,749",50847558
76,+3,Arctic Monkeys,505,,1200,40,,1642129,"-63,245",11804129,"-216,848",1685423151
77,+5,Jung Kook,Seven,Latto,642,1,71,1639441,"-2,929",11548438,"-28,468",2072720250
78,-5,Bruno Mars,Just the Way You Are,,880,27,,1625222,"-157,454",12366437,"-169,291",1219539216
79,-1,j-hope,MONA LISA,,27,12,,1624584,"-95,560",12042167,"-303,088",59172402
80,+8,Bruno Mars,Locked out of Heaven,,1266,21,,1606624,"+9,798",12123763,"-45,135",1554387825
81,+2,Tate McRae,Revolving door,,55,18,,1596148,"-44,226",11359403,"-231,952",124925059
82,+8,Maanu,Jhol,Annural Khalid,19,82,,1590068,"+1,194",11003141,"+61,552",27200538
83,+1,Djo,End of Beginning,,425,1,3,1580970,"-38,170",11346104,"-53,556",1368955479
84,+14,Gabito Ballesteros,7 Dias,Tito Double P,76,15,,1577721,"+32,476",11430750,"-45,698",169405444
85,-8,Selena Gomez,Ojos Tristes,benny blanco,26,54,,1573695,"-152,701",11956449,"-140,319",45931130
86,=,Gracie Abrams,"I Love You, I'm Sorry",,261,15,,1570376,"-39,625",11055304,"-147,897",573029967
87,+4,Clave Especial,COMO CAPO,Fuerza Regida,16,80,,1561785,"-16,837",11115227,"+50,314",24051180
88,-7,Post Malone,I Had Some Help (Feat. Morgan Wallen),Morgan Wallen,341,1,1,1558307,"-122,084",11349105,"-26,917",1024396178
89,-15,Tate McRae,greedy,,535,1,34,1536138,"-231,365",11328512,"-73,076",1662069041
90,+9,Esau Ortiz,Triple Lavada,,9,90,,1528076,"-13,935",10611637,"+210,975",13157791
91,+5,Chrystal,The Days - NOTION Remix,NOTION,101,49,,1527424,"-24,057",10865642,"-68,596",170687050
92,-5,The Weeknd,Starboy,Daft Punk,1756,1,40,1524188,"-79,085",10809670,"-33,846",3038377728
93,-4,Imogen Heap,Headlock,,104,63,,1523010,"-66,165",11205911,"-191,164",166191719
94,+1,Sachet-Parampara,"Raanjhan (From ""Do Patti"")","Parampara Tandon, Kausar Munir",28,81,,1512396,"-48,497",10948554,"-99,965",39767248
95,-10,Radiohead,Creep,,503,85,,1510799,"-102,790",10731925,"-66,629",671603409
96,-3,Coldplay,The Scientist,,642,79,,1504265,"-67,524",10676303,"-107,786",436906432
97,-5,Charli xcx,Guess featuring billie eilish,Billie Eilish,249,3,1,1492033,"-85,623",9760277,"+246,207",550666637
98,-1,Malcolm Todd,Chest Pain (I Love),,16,53,,1490611,"-55,860",10646968,"-135,658",25323588
99,+7,Arctic Monkeys,No. 1 Party Anthem,,157,70,,1447883,"-36,087",10244056,"-123,843",248543215
100,-6,Cigarettes After Sex,Apocalypse,,980,52,,1445505,"-116,424",10326247,"-61,288",1352532581
101,+8,Kushagra,Finding Her,Bharath,9,95,,1439791,"-24,637",10051689,"+79,257",12674093
102,=,Linkin Park,Numb,,398,12,,1434988,"-80,286",10078892,"-91,720",595815746
103,+13,Los Dareyes De La Sierra,Vita Fer,Tito Double P,12,103,,1429502,"-11,082",9534482,"+131,248",15768325
104,+9,Raim Laode,Lesung Pipi,,4,99,,1419936,"-31,327",5717831,"+1,419,936",5717831
105,-4,The Chainsmokers,Something Just Like This,Coldplay,1774,2,14,1404683,"-125,736",10259846,"-113,586",2137754498
106,+2,JENNIE,ExtraL,Doechii,55,18,,1402879,"-69,699",9460076,"+47,184",113970646
107,+7,"Tyler, The Creator",Like Him,Lola Young,171,20,,1402102,"-47,014",10286377,"-225,950",384728462
108,+7,Billie Eilish,CHIHIRO,,333,3,1,1400119,"-48,602",9825713,"-59,429",765061931
109,+3,Vance Joy,Riptide,,2249,16,,1394806,"-57,427",10117431,"-51,037",2158399824
110,-5,OneRepublic,Counting Stars,,2164,31,,1392369,"-96,082",10069002,"-50,267",1906051834
111,-7,Xavi,En Privado,Manuel Turizo,28,77,,1390651,"-108,752",10824821,"-80,402",40958710
112,-1,Empire Of The Sun,We Are The People,,40,89,,1385892,"-70,843",10070777,"-170,419",54501533
113,+17,Rauw Alejandro,Khé?,Romeo Santos,153,21,,1379402,"-4,956",9719152,"-48,644",343508916
114,+9,Earl Agustin,Tibok,,35,42,,1371788,"-51,606",10386175,"-286,876",59802178
115,+6,Don Toliver,No Pole,,155,58,,1368740,"-58,813",9932433,"-123,258",254679802
116,-16,Tom Odell,Another Love,,1461,11,,1364490,"-169,043",10219688,"-130,511",2536776037
117,-7,Taylor Swift,Cruel Summer,,800,2,18,1360281,"-98,192",9902920,"-4,535",2404320272
118,+13,Lady Gaga,Judas,,3,118,,1355625,"-23,681",3971510,"+1,355,625",3971510
119,+31,Leon Thomas,MUTT,,12,119,,1344526,"+20,725",9174717,"+11,533",15278433
120,+9,The Weeknd,Blinding Lights,,1962,1,82,1341511,"-46,880",9783105,"-59,691",4707976615
121,+12,Macklemore & Ryan Lewis,Can't Hold Us,"Macklemore, Ryan Lewis, Ray Dalton",986,57,,1333398,"-37,951",10100515,"-158,776",1237770109
122,-3,Oscar Maydon,Amigos? No.,Neton Vega,36,88,,1326789,"-106,481",10196949,"-186,111",50469172
123,+15,Morgan Wallen,Just In Case,,27,83,,1326691,"-34,237",9741802,"-91,661",38686789
124,+1,Playboi Carti,RATHER LIE,The Weeknd,34,3,1,1325816,"-84,398",10362493,"-512,572",93947653
125,-3,Don Omar,Danza Kuduro,Lucenzo,477,79,,1325148,"-98,841",9903926,"-29,885",643312536
126,+6,Doechii,DENIAL IS A RIVER,,104,16,,1324513,"-49,394",9722944,"-181,321",242232199
127,+7,Keane,Somewhere Only We Know,,856,63,,1321163,"-49,421",9300091,"-61,078",1116061839
128,+21,Natasha Bedingfield,Unwritten,,361,14,,1320047,"-5,742",10050650,"-175,443",674442436
129,-22,Ed Sheeran,Perfect,,2737,3,1,1310735,"-164,979",9966058,"-93,934",3064718837
130,+32,Tito Double P,ROSONES,,132,16,,1309171,"+9,730",9460182,"+33,957",291764802
131,+8,Feid,LUNA,ATL Jacob,499,7,,1308856,"-48,689",9427574,"-26,544",1226122932
132,+28,Clave Especial,TU TU TU,Edgardo Nuñez,5,132,,1306467,"+5,680",6443025,"+1,306,467",6443025
133,+35,Oscar Maydon,Tu Boda,Fuerza Regida,197,4,,1306133,"+31,176",9530042,"+10,925",546890579
134,+3,Bruno Mars,When I Was Your Man,,1196,28,,1299403,"-67,794",9659831,"-170,750",1280891776
135,+19,Danny Ocean,Imagínate,Kapo,111,37,,1299222,"-14,637",9430267,"-158,240",184180908
136,-19,One Direction,Night Changes,,1099,6,,1298495,"-141,879",9980060,"-97,816",1360933142
137,+4,SZA,Snooze,,790,25,,1297097,"-56,793",9588039,"-212,931",1413837367
138,+4,Linkin Park,In the End,,677,8,,1292107,"-58,620",9096704,"-57,627",887911306
139,+7,Bad Bunny,KLOuFRENS,,102,18,,1290027,"-53,888",9782957,"-223,633",211709015
140,-37,Pitbull,Give Me Everything,"Ne-Yo, AFROJACK, Nayer",246,58,,1289691,"-210,059",10009721,"-150,527",346644187
141,+26,Rihanna,Breakin' Dishes,,111,85,,1289303,"+9,351",9006618,"+2,103",167189951
142,+13,Sabrina Carpenter,Juno,,209,22,,1288217,"-22,553",9470326,"-101,124",343074691
143,+22,The Walters,I Love You So,,1059,18,,1281303,"-7,693",8878774,"-52,253",1512016759
144,-26,Lady Gaga,Bad Romance,,5,118,,1281209,"-154,544",5131431,"+1,281,209",5583400
145,-2,Jin,Running Wild,,153,6,,1280755,"-69,320",9485679,"-80,482",326083541
146,-22,Bruno Mars,That's What I Like,,984,5,,1280383,"-140,323",9652419,"-93,529",1368159472
147,+1,De La Rose,NUBES,Omar Courtz,8,78,,1279515,"-54,453",10253511,"+43,600",11489426
148,-28,Benson Boone,Slow It Down,,335,26,,1274329,"-156,860",7655988,"+57,291",662220054
149,+39,Victor Valverde,El Mayor De Los Ranas,JR Torres,54,88,,1273544,"+41,310",9215071,"-10,427",77018374
150,+20,Tito Double P,NADIE,,146,32,,1271933,"+2,922",9309878,"-26,434",286943433
151,-11,Chase Atlantic,Swim,,193,46,,1271614,"-84,268",9175503,"-84,572",283839777
152,+17,V,Winter Ahead,Park Hyo Shin,139,15,,1270078,"+1,022",9043629,"-85,379",255560876
153,-8,Coldplay,A Sky Full of Stars,,931,10,,1268939,"-78,724",9233024,"-98,879",635866682
154,-10,The Weeknd,Die For You,,1201,9,,1268056,"-81,157",9226852,"-147,127",2137728617
155,-29,Ed Sheeran,Shape of You,,2482,1,98,1266857,"-136,525",10261337,"-215,308",3720386188
156,-4,Sabrina Carpenter,Bed Chem,,235,9,,1257092,"-62,582",9315862,"-89,466",534738379
157,+6,Kendrick Lamar,Money Trees,Jay Rock,463,31,,1256649,"-37,185",9104711,"-61,584",591837906
158,+8,Hozier,Take Me To Church,,1998,1,30,1254768,"-33,049",9225556,"-102,418",1872723316
159,-23,Teddy Swims,The Door,,215,88,,1251856,"-116,036",9636955,"-56,153",299495445
160,-25,Nirvana,Smells Like Teen Spirit - Remastered,,392,98,,1241758,"-127,223",9125987,"-51,169",370302501
161,-5,Benson Boone,In The Stars,,209,49,,1238833,"-68,817",3753364,"+1,238,833",240426871
162,-11,Fleetwood Mac,Dreams - 2004 Remaster,,667,17,,1230066,"-91,428",9405980,"-116,420",735324135
163,-5,The Killers,Mr. Brightside,,1345,59,,1228768,"-75,529",9188223,"-126,837",1120321532
164,+15,Miguel Bueno,Solcito,Juan Duque,21,124,,1221217,"-26,570",8822143,"-212,322",26905386
165,-4,Lana Del Rey,"Henry, come on",,6,16,,1217970,"-82,661",10143830,"+1,217,970",10143830
166,-9,MXZI,MONTAGEM TOMADA - Slowed,,7,147,,1216091,"-90,683",9109418,"+1,216,091",9109418
167,-8,Ed Sheeran,Photograph,,2021,13,,1209249,"-92,175",9214582,"-186,652",1457657294
168,-40,Lady Gaga,Just Dance,Colby O'Donis,5,128,,1206527,"-190,199",5008609,"+1,206,527",6199035
169,+4,Journey,Don't Stop Believin' (2022 Remaster),,329,61,,1198413,"-58,556",9228707,"-113,402",493233199
170,NEW,Afusic,Pal Pal,AliSoomroMusic,1,170,,1197521,,1197521,"+1,197,521",1197521
171,+15,Lana Del Rey,Young And Beautiful,,82,120,,1196097,"-38,550",4739311,"+8,657",98539899
172,+15,Harry Styles,As It Was,,1103,1,81,1192412,"-39,847",8756951,"-122,651",3770167355
173,-1,Gorillaz,Feel Good Inc,,138,94,,1188721,"-78,678",8814752,"-125,511",193422641
174,+1,Maroon 5,Payphone,Wiz Khalifa,418,63,,1185810,"-68,553",4725386,"+1,185,810",388039027
175,+16,BigXthaPlug,All The Way,Bailey Zimmerman,13,69,,1184876,"-24,171",8883654,"-100,379",17303423
176,+4,Eminem,Without Me,,1380,29,,1184812,"-62,476",8714162,"-66,229",1716878202
177,=,Playboi Carti,EVIL J0RDAN,,34,1,2,1184361,"-67,628",9045911,"-413,388",101178651
178,+3,Coldplay,Sparks,,241,82,,1182516,"-64,250",7405846,"-82,737",305382889
179,-32,Miley Cyrus,End of the World,,13,33,,1181680,"-160,631",10210851,"-502,415",20117281
180,-53,Lana Del Rey,Summertime Sadness,,843,74,,1177720,"-225,110",8913246,"-69,961",1100846205
181,-5,Tyla,PUSH 2 START,,88,52,,1170698,"-82,215",4995303,"-67,094",142867515
182,+1,Evanescence,Bring Me To Life,,16,123,,1169023,"-75,062",6142919,"-101,553",20395337
183,+14,Frank Ocean,Pink + White,,701,52,,1164915,"-28,427",8708195,"-141,096",1012638915
184,+1,Billie Eilish,lovely,Khalid,2525,19,,1164396,"-75,049",5971742,"-51,938",3150552137
185,RE,LISA,Born Again,"Doja Cat, RAYE",58,6,,1160336,,1160336,"-32,918",130490058
186,+4,Arctic Monkeys,Do I Wanna Know?,,1334,69,,1157430,"-55,859",4773772,"-58,055",1099585332
187,+12,Alex Warren,Carry You Home,,78,85,,1153769,"-37,100",4874281,"+1,153,769",105819294
188,RE,The Weeknd,São Paulo,Anitta,138,7,,1148929,,2340972,"-41,454",255334927
189,+11,Myles Smith,Stargazing,,284,14,,1147667,"-40,577",7310982,"-104,496",660354102
190,+3,Kendrick Lamar,HUMBLE.,,787,1,7,1140110,"-63,027",7213062,"-118,025",1156671956
191,+4,Chuyin,Pika Pika,"Fuerza Regida, Jorsshh, Calle 24",71,71,,1140077,"-60,540",7330954,"-82,592",105709081
192,RE,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,Swae Lee,2199,1,16,1138896,,3421156,"+1,138,896",3480990310
193,RE,Queen,Bohemian Rhapsody - Remastered 2011,,1569,10,,1134696,,1134696,"+1,134,696",1482431782
194,RE,Linkin Park,The Emptiness Machine,,195,5,,1130148,,3570931,"-41,881",466426640
195,RE,Tito Double P,DOS DÍAS,Peso Pluma,229,24,,1125574,,7814286,"-117,226",451666091
196,RE,Peso Pluma,HOLLYWOOD,Estevan Plazola,2,165,,1123789,,1123789,"+1,123,789",2525339
197,-23,The Chainsmokers,Closer,Halsey,1541,1,82,1122945,"-132,599",8617388,"-105,051",1933983628
198,-2,Twenty One Pilots,Stressed Out,,886,5,,1122920,"-72,079",8526676,"-106,588",887668456
199,-21,Katy Perry,Last Friday Night (T.G.I.F.),,8,142,,1117316,"-131,092",7438361,"+1,117,316",9859223
200,RE,Travis Scott,FE!N,,569,3,1,1117248,,2326236,"-52,528",1184919916
