Position,Change,Artist,Title,Feat Artist,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
102,+3,The Chainsmokers,Something Just Like This,Coldplay,1775,2,14,1503782,"+99,099",10164819,"-95,027",2139258280
103,-3,Cigarettes After Sex,Apocalypse,,981,52,,1495312,"+49,807",10337984,"+11,737",1354027893
104,+28,Clave Especial,TU TU TU,Edgardo Nuñez,6,104,,1475814,"+169,347",7918839,"+1,475,814",7918839
105,-6,Arctic Monkeys,No. 1 Party Anthem,,158,70,,1474982,"+27,099",10299352,"+55,296",250018197
106,+6,Empire Of The Sun,We Are The People,,41,89,,1474524,"+88,632",10049573,"-21,204",55976057
107,+8,Don Toliver,No Pole,,156,58,,1473943,"+105,203",9921977,"-10,456",256153745
108,+20,Natasha Bedingfield,Unwritten,,362,14,,1462438,"+142,391",10016484,"-34,166",675904874
109,-1,Billie Eilish,CHIHIRO,,334,3,1,1461006,"+60,887",9834947,"+9,234",766522937
110,+8,Lady Gaga,Judas,,4,110,,1454656,"+99,031",5426166,"+1,454,656",5426166
111,+12,Morgan Wallen,Just In Case,,28,83,,1453469,"+126,778",9734204,"-7,598",40140258
112,+7,Leon Thomas,MUTT,,13,112,,1451016,"+106,490",9281483,"+106,766",16729449
113,-2,Xavi,En Privado,Manuel Turizo,29,77,,1450230,"+59,579",10691126,"-133,695",42408940
114,+6,The Weeknd,Blinding Lights,,1963,1,82,1447609,"+106,098",9793619,"+10,514",4709424224
115,-8,"Tyler, The Creator",Like Him,Lola Young,172,20,,1440976,"+38,874",10133002,"-153,375",386169438
116,=,Tom Odell,Another Love,,1462,11,,1440620,"+76,130",10051526,"-168,162",2538216657
117,+4,Macklemore & Ryan Lewis,Can't Hold Us,"Macklemore, Ryan Lewis, Ray Dalton",987,57,,1434615,"+101,217",10020891,"-79,624",1239204724
118,-12,JENNIE,ExtraL,Doechii,56,18,,1433309,"+30,430",9579814,"+119,738",115403955
119,+6,Don Omar,Danza Kuduro,Lucenzo,478,79,,1428066,"+102,918",9910193,"+6,267",644740602
120,-3,Taylor Swift,Cruel Summer,,801,2,18,1425641,"+65,360",9895719,"-7,201",2405745913
121,-8,Rauw Alejandro,Khé?,Romeo Santos,154,21,,1417826,"+38,424",9692689,"-26,463",344926742
122,-18,Raim Laode,Lesung Pipi,,5,99,,1408029,"-11,907",7125860,"+1,408,029",7125860
123,+17,Pitbull,Give Me Everything,"Ne-Yo, AFROJACK, Nayer",247,58,,1403603,"+113,912",10009744,+23,348047790
124,-30,Sachet-Parampara,"Raanjhan (From ""Do Patti"")","Parampara Tandon, Kausar Munir",29,81,,1399607,"-112,789",10769601,"-178,953",41166855
125,+13,Linkin Park,In the End,,678,8,,1399541,"+107,434",9139040,"+42,336",889310847
126,-4,Oscar Maydon,Amigos? No.,Neton Vega,37,88,,1392181,"+65,392",10048510,"-148,439",51861353
127,+32,Teddy Swims,The Door,,216,88,,1391609,"+139,753",9606343,"-30,612",300887054
128,+20,Benson Boone,Slow It Down,,336,26,,1389945,"+115,616",7793649,"+137,661",663609999
129,-3,Doechii,DENIAL IS A RIVER,,105,16,,1389403,"+64,890",9644242,"-78,702",243621602
130,+23,Coldplay,A Sky Full of Stars,,932,10,,1386134,"+117,195",9281389,"+48,365",637252816
131,+13,Lady Gaga,Bad Romance,,6,118,,1382832,"+101,623",6514263,"+1,382,832",6966232
132,+1,Oscar Maydon,Tu Boda,Fuerza Regida,198,4,,1382301,"+76,168",9568273,"+38,231",548272880
133,-6,Keane,Somewhere Only We Know,,857,63,,1381545,"+60,382",9373832,"+73,741",1117443384
134,-3,Feid,LUNA,ATL Jacob,500,7,,1380084,"+71,228",9416913,"-10,661",1227503016
135,+6,Rihanna,Breakin' Dishes,,112,85,,1375471,"+86,168",9112676,"+106,058",168565422
136,+10,Bruno Mars,That's What I Like,,985,5,,1375168,"+94,785",9648369,"-4,050",1369534640
137,-8,Ed Sheeran,Perfect,,2738,3,1,1374631,"+63,896",9919430,"-46,628",3066093468
138,-8,Tito Double P,ROSONES,,133,16,,1369399,"+60,228",9508586,"+48,404",293134201
139,-38,Kushagra,Finding Her,Bharath,10,95,,1369330,"-70,461",9991748,"-59,941",14043423
140,-6,Bruno Mars,When I Was Your Man,,1197,28,,1367955,"+68,552",9475254,"-184,577",1282259731
141,+17,Hozier,Take Me To Church,,1999,1,30,1365072,"+110,304",9161442,"-64,114",1874088388
142,-18,Playboi Carti,RATHER LIE,The Weeknd,35,3,1,1363891,"+38,075",9970846,"-391,647",95311544
143,-8,Danny Ocean,Imagínate,Kapo,112,37,,1362110,"+62,888",9301769,"-128,498",185543018
144,-7,SZA,Snooze,,791,25,,1354149,"+57,052",9462060,"-125,979",1415191516
145,+24,Journey,Don't Stop Believin' (2022 Remaster),,330,61,,1353651,"+155,238",9250657,"+21,950",494586850
146,+11,Kendrick Lamar,Money Trees,Jay Rock,464,31,,1353441,"+96,792",9088608,"-16,103",593191347
147,+8,Ed Sheeran,Shape of You,,2483,1,98,1351218,"+84,361",10069404,"-191,933",3721737406
148,+1,Victor Valverde,El Mayor De Los Ranas,JR Torres,55,88,,1351068,"+77,524",9273962,"+58,891",78369442
149,-10,Bad Bunny,KLOuFRENS,,103,18,,1349397,"+59,370",9605941,"-177,016",213058412
150,+13,The Killers,Mr. Brightside,,1346,59,,1346704,"+117,936",9201144,"+12,921",1121668236
151,+11,Fleetwood Mac,Dreams - 2004 Remaster,,668,17,,1343037,"+112,971",9454917,"+48,937",736667172
152,-10,Sabrina Carpenter,Juno,,210,22,,1339822,"+51,605",9390530,"-79,796",344414513
153,+1,The Weeknd,Die For You,,1202,9,,1337267,"+69,211",9179082,"-47,770",2139065884
154,+6,Nirvana,Smells Like Teen Spirit - Remastered,,393,98,,1328858,"+87,100",9140033,"+14,046",371631359
155,+1,Sabrina Carpenter,Bed Chem,,236,9,,1328735,"+71,643",9303794,"-12,068",536067114
156,-6,Tito Double P,NADIE,,147,32,,1325451,"+53,518",9267159,"-42,719",288268884
157,+11,Lady Gaga,Just Dance,Colby O'Donis,6,128,,1322978,"+116,451",6331587,"+1,322,978",7522013
158,+3,Benson Boone,In The Stars,,210,49,,1320842,"+82,009",5074206,"+1,320,842",241747713
159,-16,The Walters,I Love You So,,1060,18,,1320819,"+39,516",8866410,"-12,364",1513337578
160,-9,Chase Atlantic,Swim,,194,46,,1318134,"+46,520",9137572,"-37,931",285157911
161,-14,De La Rose,NUBES,Omar Courtz,9,78,,1298601,"+19,086",10024354,"-229,157",12788027
162,-17,Jin,Running Wild,,154,6,,1297896,"+17,141",9419620,"-66,059",327381437
163,+12,BigXthaPlug,All The Way,Bailey Zimmerman,14,69,,1291528,"+106,652",8849334,"-34,320",18594951
164,+9,Gorillaz,Feel Good Inc,,139,94,,1277559,"+88,838",8785869,"-28,883",194700200
165,+22,Alex Warren,Carry You Home,,79,85,,1274101,"+120,332",6148382,"+1,274,101",107093395
166,=,MXZI,MONTAGEM TOMADA - Slowed,,8,147,,1271552,"+55,461",9065165,"-44,253",10380970
167,+5,Harry Styles,As It Was,,1104,1,81,1270812,"+78,400",8737608,"-19,343",3771438167
168,-32,One Direction,Night Changes,,1100,6,,1270250,"-28,245",9766792,"-213,268",1362203392
169,+7,Eminem,Without Me,,1381,29,,1264184,"+79,372",8698057,"-16,105",1718142386
170,-3,Ed Sheeran,Photograph,,2022,13,,1262527,"+53,278",8990615,"-223,967",1458919821
171,=,Lana Del Rey,Young And Beautiful,,83,120,,1260860,"+64,763",6000171,"+1,260,860",99800759
172,+17,Myles Smith,Stargazing,,285,14,,1248886,"+101,219",7331375,"+20,393",661602988
173,+26,Katy Perry,Last Friday Night (T.G.I.F.),,9,142,,1246779,"+129,463",8685140,"+1,246,779",11106002
174,+19,Queen,Bohemian Rhapsody - Remastered 2011,,1570,10,,1242259,"+107,563",2376955,"+1,242,259",1483674041
175,+3,Coldplay,Sparks,,242,82,,1240963,"+58,447",7420350,"+14,504",306623852
176,+4,Lana Del Rey,Summertime Sadness,,844,74,,1240770,"+63,050",8870563,"-42,683",1102086975
177,+5,Evanescence,Bring Me To Life,,17,123,,1239780,"+70,757",6132353,"-10,566",21635117
178,-26,V,Winter Ahead,Park Hyo Shin,140,15,,1238588,"-31,490",9062747,"+19,118",256799464
179,-9,Afusic,Pal Pal,AliSoomroMusic,2,170,,1238253,"+40,732",2435774,"+1,238,253",2435774
180,-15,Lana Del Rey,"Henry, come on",,7,16,,1237950,"+19,980",11381780,"+1,237,950",11381780
181,-67,Earl Agustin,Tibok,,36,42,,1236795,"-134,993",10027662,"-358,513",61038973
182,-5,Playboi Carti,EVIL J0RDAN,,35,1,2,1235044,"+50,683",8785843,"-260,068",102413695
183,RE,Diego & Victor Hugo,Tubarões - Ao Vivo,,12,116,,1234017,,5130822,"+1,234,017",15405171
184,-20,Miguel Bueno,Solcito,Juan Duque,22,124,,1233197,"+11,980",8732545,"-89,598",28138583
185,-1,Billie Eilish,lovely,Khalid,2526,19,,1231943,"+67,547",5937333,"-34,409",3151784080
186,-12,Maroon 5,Payphone,Wiz Khalifa,419,63,,1231904,"+46,094",4758719,"+33,333",389270931
187,-4,Frank Ocean,Pink + White,,702,52,,1230655,"+65,740",8651688,"-56,507",1013869570
188,-7,Tyla,PUSH 2 START,,89,52,,1229612,"+58,914",6224915,"+1,229,612",144097127
189,+6,Tito Double P,DOS DÍAS,Peso Pluma,230,24,,1228228,"+102,654",7779103,"-35,183",452894319
190,RE,AC/DC,Thunderstruck,,30,137,,1225317,,2460158,"+1,225,317",35100733
191,RE,Tears For Fears,Everybody Wants To Rule The World,,771,80,,1224896,,3735951,"+1,224,896",961935234
192,+6,Twenty One Pilots,Stressed Out,,887,5,,1219341,"+96,421",8458875,"-67,801",888887797
193,-1,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,Swae Lee,2200,1,16,1213621,"+74,725",3451214,"+30,058",3482203931
194,RE,Guns N' Roses,Sweet Child O' Mine,,155,94,,1213599,,3680867,"+1,213,599",147684612
195,-5,Kendrick Lamar,HUMBLE.,,788,1,7,1209057,"+68,947",7210681,"-2,381",1157881013
196,-10,Arctic Monkeys,Do I Wanna Know?,,1335,69,,1208984,"+51,554",4766994,"-6,778",1100794316
197,-12,LISA,Born Again,"Doja Cat, RAYE",59,6,,1208294,"+47,958",2368630,"+1,208,294",131698352
198,-10,The Weeknd,São Paulo,Anitta,139,7,,1207441,"+58,512",2356370,"+15,398",256542368
199,RE,Avicii,Wake Me Up,,1117,4,,1205149,,1205149,"+18,876",804350512
200,RE,Nirvana,Come As You Are - Remastered,,3,190,,1202400,,3603219,"+1,202,400",3603219
