Position,Change,Artist,Title,Feat Artist,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
45,-1,Coldplay,Yellow,,1563,15,,2218128,"-41,518",14162686,"+68,700",2206736421
46,-9,The Marías,No One Noticed,,152,37,,2216556,"-166,548",14946638,"+63,079",263141543
47,-4,Bad Bunny,NUEVAYoL,,95,5,,2193944,"-69,144",16311814,"-162,928",386922981
48,+2,The Neighbourhood,Sweater Weather,,1774,14,,2191925,"+16,233",14792406,"-55,006",3071981209
49,-4,Arctic Monkeys,I Wanna Be Yours,,1008,11,,2175441,"-64,607",15152417,"+1,238",2423933083
50,-3,KAROL G,Si Antes Te Hubiera Conocido,,293,4,,2168140,"-44,365",15292256,"+61,889",1109572921
51,=,Kendrick Lamar,tv off,Lefty Gunplay,138,5,,2150199,"-16,121",15415260,"-205,568",470550338
52,+1,Bad Bunny,VeLDÁ,"Omar Courtz, Dei V",95,8,,2133273,"-4,340",14723056,"+97,432",297212879
53,-1,Bad Bunny,VOY A LLeVARTE PA PR,,95,7,,2128261,"-23,686",14619823,"-18,481",333179045
54,=,Fuerza Regida,ME JALO,Grupo Frontera,104,38,,2106385,"-1,783",15092294,"-36,991",201924940
55,-6,The Police,Every Breath You Take,,1273,34,,2068692,"-123,380",14406461,"+139,082",1529653883
56,+6,Teddy Swims,Bad Dreams,,158,41,,2020775,"+43,872",13990929,"+17,549",278576458
57,+7,Tito Double P,TATTOO,,41,21,,1987311,"+35,530",13912863,"+19,586",95698291
58,=,FloyyMenor,Gata Only,Cris Mj,423,2,1,1985405,"-41,433",14082305,"-27,319",1502296016
59,=,Sabrina Carpenter,Busy Woman,,55,11,,1980763,"-8,867",13301826,"+40,999",118692129
60,-3,Ariana Grande,we can't be friends (wait for your love),,398,1,13,1960262,"-93,697",14054720,"-110,208",1322640115
61,+6,Sabrina Carpenter,Please Please Please,,307,1,19,1949513,"+23,760",13055287,"+85,862",1346124996
62,-7,Neton Vega,M&M,,48,54,,1948635,"-120,027",13765863,"+26,724",81067962
63,-2,d4vd,Feel It,,71,57,,1945764,"-32,926",13501946,"+53,256",114309941
64,+4,Fuerza Regida,Por Esos Ojos,,57,34,,1941563,"+40,854",13789357,"-3,867",112354278
65,-5,j-hope,MONA LISA,,20,12,,1927672,"-59,060",14028529,"-385,577",47130235
66,+3,ATLXS,PASSO BEM SOLTO - Slowed,,14,66,,1924575,"+73,669",12269743,"+406,820",21618714
67,-4,"Tyler, The Creator",See You Again,Kali Uchis,767,13,,1908457,"-54,780",13446518,"-199,555",1514723043
68,+6,Beéle,Mi Refe,Ovy On The Drums,98,52,,1894227,"+64,614",13016533,"+121,179",186748037
69,+2,Hozier,Too Sweet,,384,2,10,1887114,"+43,519",12957990,"-14,655",1398829268
70,-4,Arctic Monkeys,505,,1193,40,,1858977,"-68,632",12914681,"-22,017",1673619022
71,-6,Coldplay,Viva La Vida,,985,27,,1858015,"-92,329",12847594,"-113,498",1531817702
72,+1,Playboi Carti,RATHER LIE,The Weeknd,27,3,1,1838388,"+7,788",12982039,"-295,951",83585160
73,-3,Tate McRae,Revolving door,,48,18,,1828100,"-21,468",12640149,"-144,991",113565656
74,+9,sombr,undressed,,14,74,,1797746,"+78,471",11403393,"+248,078",21045934
75,-3,Bruno Mars,Just the Way You Are,,873,27,,1794513,"-42,863",13264349,"-211,079",1207172779
76,+2,Rauw Alejandro,Qué Pasaría...,Bad Bunny,146,13,,1787366,"+15,244",12234493,"+140,647",390046396
77,+5,Ravyn Lenae,Love Me Not,,22,77,,1781214,"+41,946",11359786,"+269,668",31919280
78,+6,Shaboozey,A Bar Song (Tipsy),,360,5,,1735579,"+49,440",11849174,"+91,428",1183404802
79,-3,Gracie Abrams,"I Love You, I'm Sorry",,254,15,,1718273,"-61,832",11652229,"+36,027",561974663
80,-3,Imogen Heap,Headlock,,97,63,,1714174,"-60,177",11808133,"+15,991",154985808
81,-2,Selena Gomez,Ojos Tristes,benny blanco,19,54,,1714014,"-29,486",12558827,"-233,215",33974681
82,+21,Miley Cyrus,End of the World,,6,33,,1684095,"+141,802",9906430,"+1,684,095",9906430
83,-8,Jung Kook,Seven,Latto,635,1,71,1667909,"-124,860",11767555,"-121,083",2061171812
84,+23,Earl Agustin,Tibok,,28,42,,1658664,"+141,416",10804610,"+163,347",49416003
85,-4,Bruno Mars,Locked out of Heaven,,1259,21,,1651759,"-88,861",11957553,"-138,029",1542264062
86,+5,Djo,End of Beginning,,418,1,3,1634526,"-11,208",11060359,"+122,797",1357609375
87,+6,"Tyler, The Creator",Like Him,Lola Young,164,20,,1628052,"+2,253",11039756,"+1,643",374442085
88,-8,Malcolm Todd,Chest Pain (I Love),,9,53,,1626269,"-114,568",11935662,"+180,157",14676620
89,+5,Gabito Ballesteros,7 Dias,Tito Double P,69,15,,1623419,+371,11975601,"-80,126",157974694
90,-2,Sachet-Parampara,"Raanjhan (From ""Do Patti"")","Parampara Tandon, Kausar Munir",21,88,,1612361,"-42,054",10164937,"+221,584",28818694
91,+4,Coldplay,The Scientist,,635,79,,1612051,"+43,316",10315332,"-9,897",426230129
92,-2,Tate McRae,greedy,,528,1,34,1609214,"-38,232",12271307,"-63,709",1650740529
93,-8,Playboi Carti,EVIL J0RDAN,,27,1,2,1597749,"-85,393",11862051,"-397,103",92132740
94,+2,Chrystal,The Days - NOTION Remix,NOTION,94,49,,1596020,"+28,744",11043332,"-27,030",159821408
95,+6,Post Malone,I Had Some Help (Feat. Morgan Wallen),Morgan Wallen,334,1,1,1585224,"+39,100",10704187,"+66,706",1013047073
96,+3,Radiohead,Creep,,496,93,,1577428,"+18,421",10700067,"+59,783",660871484
97,-11,Sleep Token,Caramel,,6,24,,1572403,"-92,976",11652138,"+1,572,403",11652138
98,-11,Arctic Monkeys,No. 1 Party Anthem,,150,70,,1571726,"-84,522",10821297,"+91,472",238299159
99,+1,Benson Boone,Sorry I'm Here For Someone Else,,28,77,,1571451,"+13,824",10303392,"-119,279",39777196
100,-3,The Weeknd,Starboy,Daft Punk,1749,1,40,1558034,"-7,947",10805229,"+7,214",3027568058
101,-12,Empire Of The Sun,We Are The People,,33,89,,1556311,"-96,310",10882105,"+61,527",44430756
102,+9,Maanu,Jhol,Annural Khalid,12,102,,1528516,"+28,419",9818234,"+194,956",16197397
103,+2,Linkin Park,Numb,,391,12,,1526708,"-5,114",10126816,"-21,728",585736854
104,-12,Ariana Grande,dandelion,,13,17,,1519447,"-123,883",12619033,"-842,532",28116558
105,-7,The Chainsmokers,Something Just Like This,Coldplay,1767,2,14,1518269,"-45,079",10503771,"-75,685",2127494652
106,+10,Bad Bunny,KLOuFRENS,,95,18,,1513660,"+47,097",9797284,"+119,439",201926058
107,+5,Oscar Maydon,Amigos? No.,Neton Vega,29,107,,1512900,"+21,148",9892554,"+56,003",40272223
108,+14,Clave Especial,COMO CAPO,Fuerza Regida,9,99,,1511471,"+90,730",10235120,"+140,360",12935953
109,+4,SZA,Snooze,,783,25,,1510028,"+20,795",10018017,"-15,510",1404249328
110,-8,Cigarettes After Sex,Apocalypse,,973,52,,1506793,"-38,919",10366177,+32,1342206334
111,-3,Doechii,DENIAL IS A RIVER,,97,16,,1505834,"-8,413",10766495,"-179,009",232509255
112,-6,Natasha Bedingfield,Unwritten,,354,14,,1495490,"-32,600",10340932,"+108,877",664391786
113,+14,Tom Odell,Another Love,,1454,11,,1495001,"+96,225",9931043,"+90,619",2526556349
114,=,Macklemore & Ryan Lewis,Can't Hold Us,"Macklemore, Ryan Lewis, Ray Dalton",979,57,,1492174,"+11,307",10640233,"-29,674",1227669594
115,-11,Don Toliver,No Pole,,148,58,,1491998,"-40,968",10552810,"-50,167",244747369
116,-7,Ed Sheeran,Shape of You,,2475,1,98,1482165,"-24,919",10276064,"-162,982",3710124851
117,+1,Xavi,En Privado,Manuel Turizo,21,90,,1471053,"+13,830",10430604,"-28,393",30133889
118,+16,Bruno Mars,When I Was Your Man,,1189,28,,1470153,"+86,271",9548185,"-92,690",1271231945
119,-9,Billie Eilish,CHIHIRO,,326,3,1,1459548,"-43,974",9824204,-905,755236218
120,+29,Danny Ocean,Imagínate,Kapo,104,37,,1457462,"+103,588",9641985,"+233,430",174750641
121,-6,Vance Joy,Riptide,,2242,16,,1445843,"-31,331",10041588,"+68,491",2148282393
122,-3,OneRepublic,Counting Stars,,2157,31,,1442636,"-10,183",9916421,"-25,443",1895982832
123,-6,Pitbull,Give Me Everything,"Ne-Yo, AFROJACK, Nayer",239,58,,1440218,"-21,662",10619498,"-50,256",336634466
124,+14,Miguel Bueno,Solcito,Juan Duque,14,124,,1433539,"+56,808",9291248,"+167,508",18083243
125,+18,Rauw Alejandro,Khé?,Romeo Santos,146,21,,1428046,"+61,386",9625429,"+41,021",333789764
126,+20,Morgan Wallen,Just In Case,,20,83,,1418352,"+53,542",9976156,"-68,017",28944987
127,-4,The Weeknd,Die For You,,1194,9,,1415183,"+2,018",9400117,"+40,794",2128501765
128,+3,Ed Sheeran,Perfect,,2730,3,1,1404669,"+16,176",9903224,"-128,647",3054752779
129,+11,Chezile,Beanie,,139,53,,1402261,"+28,378",5282138,"+7,228",221462747
130,+11,The Weeknd,Blinding Lights,,1955,1,82,1401202,"+31,431",9873159,"+43,270",4698193510
131,-7,One Direction,Night Changes,,1092,6,,1396311,"-13,344",9817399,"-53,846",1350953082
132,+27,Ed Sheeran,Photograph,,2014,13,,1395901,"+79,853",9874917,"-82,792",1448442712
133,+18,Sabrina Carpenter,Juno,,202,22,,1389341,"+42,110",9109454,"+96,516",333604365
134,-13,Keane,Somewhere Only We Know,,849,63,,1382241,"-66,618",9262476,"+73,927",1106761748
135,=,Bruno Mars,That's What I Like,,977,5,,1373912,"-9,947",9910970,"-230,484",1358507053
136,-10,Coldplay,A Sky Full of Stars,,924,10,,1367818,"-37,239",9633607,"-18,960",626633658
137,-8,Taylor Swift,Cruel Summer,,793,2,18,1364816,"-30,308",9853744,"+104,947",2394417352
138,-6,Jin,Running Wild,,146,6,,1361237,"-26,575",9501328,"+5,198",316597862
139,+36,Kushagra,Finding Her,Bharath,2,139,,1360534,"+98,664",2622404,"+1,360,534",2622404
140,-4,Hozier,Take Me To Church,,1991,1,30,1357186,"-21,894",9629914,"-146,849",1863497760
141,-2,Chase Atlantic,Swim,,186,46,,1356186,"-19,694",9785651,"-55,438",274664274
142,-17,JENNIE,ExtraL,Doechii,48,18,,1355695,"-50,581",9815819,"-191,314",104510570
143,-10,The Killers,Mr. Brightside,,1338,59,,1355605,"-29,340",9290057,"+103,160",1111133309
144,+11,V,Winter Ahead,Park Hyo Shin,132,15,,1355457,"+21,437",9271992,"+24,937",246517247
145,+7,Don Omar,Danza Kuduro,Lucenzo,470,79,,1355033,"+10,588",9829693,"+90,776",633408610
146,-9,Linkin Park,In the End,,670,8,,1349734,"-27,987",9275623,"-37,828",878814602
147,-2,Sabrina Carpenter,Bed Chem,,228,9,,1346558,"-18,275",9225664,"-36,923",525422517
148,+2,Fleetwood Mac,Dreams - 2004 Remaster,,660,17,,1346486,"-6,956",9648905,"+6,937",725918155
149,+4,Feid,LUNA,ATL Jacob,492,7,,1335400,"-8,684",9334702,"+52,302",1216695358
150,-6,The Walters,I Love You So,,1052,18,,1333556,"-32,484",9460348,"+67,510",1503137985
151,+28,Leon Thomas,MUTT,,5,151,,1332993,"+80,981",3812939,"+1,332,993",6103716
152,+8,Kendrick Lamar,Money Trees,Jay Rock,456,31,,1318233,"+10,409",9136668,"-49,678",582733195
153,+35,Esau Ortiz,Triple Lavada,,2,153,,1317101,"+88,048",2546154,"+1,317,101",2546154
154,-24,Harry Styles,As It Was,,1096,1,81,1315063,"-74,876",9236572,"+30,381",3761410404
155,-27,Gorillaz,Feel Good Inc,,131,94,,1314232,"-83,387",9227233,"+1,314,232",184607889
156,-9,Journey,Don't Stop Believin' (2022 Remaster),,322,61,,1311815,"-48,772",9194596,"+3,889",484004492
157,+14,Teddy Swims,The Door,,208,88,,1308009,"+39,346",9537359,"-125,846",289858490
158,-2,Frank Ocean,Pink + White,,694,52,,1306011,"-15,128",6370226,"+45,448",1003930720
159,+11,Tito Double P,NADIE,,139,32,,1298367,"+28,528",9348431,"+55,049",277633555
160,+1,Los Dareyes De La Sierra,Vita Fer,Tito Double P,5,160,,1298254,"-9,463",6233843,"+1,298,254",6233843
161,-13,Oscar Maydon,Tu Boda,Fuerza Regida,190,4,,1295208,"-60,937",9376615,"-44,227",537360537
162,RE,The Script,The Man Who Can't Be Moved,,3,162,,1293343,,3527940,"+1,293,343",3527940
163,+1,Nirvana,Smells Like Teen Spirit - Remastered,,385,98,,1292927,"+3,512",8891524,"+38,100",361176514
164,-6,Rihanna,Breakin' Dishes,,104,85,,1287200,"-32,947",9129040,"-46,500",158183333
165,+8,BigXthaPlug,All The Way,Bailey Zimmerman,6,69,,1285255,"+18,054",8419769,"+1,285,255",8419769
166,+3,Victor Valverde,El Mayor De Los Ranas,JR Torres,47,88,,1283971,"+8,593",9618437,"-112,234",67803303
167,-1,Tito Double P,ROSONES,,125,16,,1275214,"-9,402",9392030,"-81,714",282304620
168,-6,Evanescence,Bring Me To Life,,11,123,,1270576,"-26,743",7449979,"+62,355",14252418
169,-6,Coldplay,Sparks,,235,82,,1265253,"-25,260",6040628,"-7,971",297977043
170,+7,Kendrick Lamar,HUMBLE.,,781,1,7,1258135,"+1,199",8795115,"-42,425",1149458894
171,+15,Myles Smith,Stargazing,,278,14,,1252163,"+17,390",2486936,"+1,252,163",653043120
172,+12,Eminem,Without Me,,1373,29,,1251041,"+9,470",8713739,"+8,671",1708164040
173,+25,Lana Del Rey,Summertime Sadness,,836,74,,1247681,"+41,579",3534535,"+1,247,681",1091932959
174,+9,Charli xcx,Guess featuring billie eilish,Billie Eilish,242,3,1,1245826,"-2,776",9325697,"-224,250",540906360
175,-18,Tito Double P,DOS DÍAS,Peso Pluma,223,24,,1242800,"-77,587",9171770,"-120,202",443851805
176,RE,A$AP Rocky,I Smoked Away My Brain (I'm God x Demons Mashup),"Imogen Heap, Clams Casino",26,148,,1238398,,2467708,"-77,599",33984606
177,-12,Tyla,PUSH 2 START,,84,52,,1237792,"-49,053",3707722,"-40,097",137872212
178,NEW,De La Rose,NUBES,Omar Courtz,1,178,,1235915,,1235915,"+1,235,915",1235915
179,-12,Olivia Rodrigo,traitor,,580,7,,1233739,"-44,077",9025201,"-126,063",1028226995
180,-38,The Kid LAROI,NIGHTS LIKE THIS,,257,34,,1233456,"-134,680",3787946,"+1,233,456",488344141
181,+13,Shakira,Hips Don't Lie,Wyclef Jean,185,63,,1231095,"+15,568",8699269,"-74,958",250088500
182,RE,Twenty One Pilots,Stressed Out,,879,5,,1229508,,1229508,"-43,901",879141780
183,-1,The Chainsmokers,Closer,Halsey,1534,1,82,1227996,"-20,919",8902161,"-134,308",1925366240
184,-16,Chappell Roan,The Giver,,27,9,,1225779,"-50,755",9288435,"-271,039",57090166
185,-11,Chuyin,Pika Pika,"Fuerza Regida, Jorsshh, Calle 24",65,71,,1222669,"-41,416",9155419,"-110,282",98378127
186,RE,Benson Boone,Slow It Down,,329,26,,1217038,,1217038,"+1,217,038",654564066
187,+10,The Weeknd,Cry For Me,,67,5,,1216779,"+10,481",7286728,"-1,317",142831168
188,+7,Selena Gomez,How Does It Feel To Be Forgotten,benny blanco,13,103,,1216674,"+8,038",6109026,"+1,216,674",17238565
189,RE,Billie Eilish,lovely,Khalid,2520,19,,1216334,,3541994,"-15,795",3144580395
190,+3,Arctic Monkeys,Do I Wanna Know?,,1330,69,,1215485,"-2,376",5960567,"-23,094",1094811560
191,-13,Lady Gaga,Poker Face,,76,93,,1213947,"-42,815",8821141,"-36,363",98880234
192,-16,LISA,Born Again,"Doja Cat, RAYE",57,6,,1193254,"-64,953",3692629,"+1,193,254",129329722
193,RE,The Weeknd,São Paulo,Anitta,136,7,,1190383,,4866450,"-20,533",252993955
194,-14,Faris Adam,Stecu Stecu,,2,180,,1188209,"-63,714",2440132,"+1,188,209",2440132
195,-14,Lana Del Rey,Young And Beautiful,,78,120,,1187440,"-63,441",2438321,"+1,187,440",93800588
196,-5,TV Girl,Lovers Rock,,586,92,,1176069,"-43,249",5922991,"+1,176,069",774360599
197,RE,Linkin Park,The Emptiness Machine,,192,5,,1172029,,4983257,"-102,256",462855709
198,-8,SZA,Saturn,,341,12,,1171638,"-48,880",2392156,"+1,171,638",709039687
199,RE,Travis Scott,FE!N,,567,3,1,1169776,,3475117,"+1,169,776",1182593680
200,-15,Ariana Grande,warm,,13,20,,1168140,"-68,479",9088751,"-572,292",21920084
