Position,Change,Artist,Title,Feat Artist,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
94,+17,Ravyn Lenae,Love Me Not,,19,93,,1447113,"-29,646",10686872,"+146,695",26703667
95,+39,Cigarettes After Sex,Apocalypse,,970,52,,1427921,"+29,002",10313979,"-15,251",1337637600
96,-1,The Weeknd,Starboy,Daft Punk,1746,1,40,1421563,"-122,655",10819224,"-14,246",3022936477
97,+80,Jin,Running Wild,,143,6,,1412092,"+144,991",9418222,"+174,722",312422102
98,+16,sombr,undressed,,11,84,,1390146,"-82,344",10869420,"+168,414",15896566
99,-6,Ed Sheeran,Shape of You,,2472,1,98,1387389,"-170,728",10375009,"+60,326",3705760256
100,-9,Post Malone,I Had Some Help (Feat. Morgan Wallen),Morgan Wallen,331,1,1,1380056,"-185,316",10712495,"-12,015",1008467568
101,-12,Macklemore & Ryan Lewis,Can't Hold Us,"Macklemore, Ryan Lewis, Ray Dalton",976,57,,1377627,"-228,230",10757028,"+49,879",1223219015
102,-12,Xavi,En Privado,Manuel Turizo,18,90,,1369220,"-213,978",10617859,"-40,779",25784574
103,=,Radiohead,Creep,,493,93,,1368674,"-133,087",10547731,"+49,691",656203856
104,-16,Chrystal,The Days - NOTION Remix,NOTION,91,49,,1357716,"-249,145",11171953,"-26,939",155138636
105,+2,Bruno Mars,That's What I Like,,974,5,,1357099,"-123,920",10382323,"-65,995",1354444011
106,-12,Doechii,DENIAL IS A RIVER,,94,16,,1356800,"-194,025",11336876,"-216,089",228018160
107,+81,V,Winter Ahead,Park Hyo Shin,129,15,,1356510,"+152,617",9142770,"+67,368",242458547
108,=,Fleetwood Mac,Dreams - 2004 Remaster,,657,17,,1354081,"-126,927",9458720,"+103,726",721865797
109,-8,Victor Valverde,El Mayor De Los Ranas,JR Torres,44,88,,1353562,"-154,893",9950424,"-102,046",63931780
110,-25,Pitbull,Give Me Everything,"Ne-Yo, AFROJACK, Nayer",236,58,,1351966,"-284,398",10872204,"-18,263",332266913
111,+26,Chase Atlantic,Swim,,183,46,,1350768,"-36,717",9874140,"-62,742",270508239
112,+34,Sachet-Parampara,"Raanjhan (From ""Do Patti"")","Parampara Tandon, Kausar Munir",18,112,,1346754,"-15,376",9523733,"+84,174",24129144
113,-3,Vance Joy,Riptide,,2239,16,,1345609,"-132,649",9828930,"+50,595",2143950467
114,-9,Taylor Swift,Cruel Summer,,790,2,18,1335551,"-149,936",9627313,"+14,781",2390227657
115,+10,Tom Odell,Another Love,,1451,11,,1333899,"-89,454",9838430,"+64,972",2522225488
116,=,Ed Sheeran,Photograph,,2011,13,,1333817,"-134,753",10176902,"+19,992",1444380611
117,-11,The Chainsmokers,Something Just Like This,Coldplay,1764,2,14,1332918,"-152,438",10587419,"-13,131",2122939175
118,-19,Clave Especial,COMO CAPO,Fuerza Regida,6,99,,1331918,"-185,598",8577290,"+1,331,918",8577290
119,-27,Don Omar,Danza Kuduro,Lucenzo,467,79,,1331670,"-228,669",9691907,"+35,521",629381824
120,+25,Maanu,Jhol,Annural Khalid,9,120,,1325691,"-37,134",9337694,"+123,998",11768412
121,-8,Natasha Bedingfield,Unwritten,,351,14,,1324966,"-147,826",10071957,"+89,644",659834169
122,-3,Ed Sheeran,Perfect,,2727,3,1,1321817,"-125,801",10248541,"-80,287",3050626154
123,+9,Coldplay,The Scientist,,632,79,,1318314,"-87,214",10307825,"-17,442",421598139
124,+23,SZA,Snooze,,780,25,,1313665,"-39,864",10062999,"-7,367",1399814139
125,-5,Don Toliver,No Pole,,145,58,,1312060,"-121,792",10652836,"-104,234",240217908
126,-17,Tito Double P,NADIE,,136,32,,1307035,"-173,585",9474227,"-80,093",273755462
127,+42,The Walters,I Love You So,,1049,18,,1301514,"+10,945",9052494,"+121,098",1499045389
128,-6,OneRepublic,Counting Stars,,2154,31,,1295564,"-135,007",9889623,"+57,860",1891713137
129,-6,Oscar Maydon,Amigos? No.,Neton Vega,26,123,,1294444,"-132,541",9607967,"+38,720",35871236
130,+14,One Direction,Night Changes,,1089,6,,1291250,"-73,001",9692271,"-7,307",1346781403
131,+10,JENNIE,ExtraL,Doechii,45,18,,1279196,"-97,126",10252145,"-183,571",100348536
132,-11,Chuyin,Pika Pika,"Fuerza Regida, Jorsshh, Calle 24",62,71,,1274111,"-156,757",9407788,"-17,410",94629732
133,-15,Tito Double P,ROSONES,,122,16,,1273857,"-180,630",9676468,"-109,716",278456980
134,-30,The Weeknd,Blinding Lights,,1952,1,82,1271425,"-220,758",9808643,"+13,230",4694036971
135,+15,Billie Eilish,CHIHIRO,,323,3,1,1269722,"-64,567",9686276,"-7,628",750832560
136,+3,Oscar Maydon,Tu Boda,Fuerza Regida,187,4,,1261797,"-120,254",9379309,"-54,382",533370069
137,+36,The Weeknd,Die For You,,1191,9,,1261794,"-12,971",9221984,"+36,111",2124335035
138,-26,Teddy Swims,The Door,,205,88,,1254564,"-220,953",9747348,"+56,823",285914794
139,+1,Charli xcx,Guess featuring billie eilish,Billie Eilish,239,3,1,1244735,"-133,887",9747541,"-24,687",537099056
140,+18,Bruno Mars,When I Was Your Man,,1186,28,,1231669,"-85,061",9614391,"+34,127",1267039539
141,-15,Morgan Wallen,Just In Case,,17,83,,1229235,"-191,738",10496385,"-113,545",24775607
142,+21,Rihanna,Breakin' Dishes,,101,85,,1226485,"-77,670",9142776,"+38,325",154239788
143,-1,Hozier,Take Me To Church,,1988,1,30,1225057,"-149,674",10009696,"-65,866",1859449617
144,+30,Olivia Rodrigo,traitor,,577,7,,1222577,"-50,822",9128180,"-28,403",1024375194
145,-28,Benson Boone,Sorry I'm Here For Someone Else,,25,77,,1220624,"-235,623",9090905,"+1,220,624",35298514
146,-16,Diego & Victor Hugo,Tubarões - Ao Vivo,,8,130,,1220037,"-190,148",5148552,"+30,645",10274349
147,-14,Coldplay,A Sky Full of Stars,,921,10,,1217321,"-187,463",9500129,"+63,578",622496401
148,-12,Bad Bunny,KLOuFRENS,,92,18,,1211729,"-179,555",9775573,"-134,291",197599015
149,-14,Feid,LUNA,ATL Jacob,489,7,,1211517,"-183,682",9097795,"+51,459",1212711463
150,-7,Linkin Park,Numb,,388,12,,1208667,"-157,944",10250482,"-47,328",581226119
151,+4,Sabrina Carpenter,Bed Chem,,225,9,,1206639,"-119,723",9262118,"-60,903",521402463
152,-1,The Killers,Mr. Brightside,,1335,59,,1206528,"-127,674",9055427,"+55,747",1107106362
153,+17,Gorillaz,Feel Good Inc,,128,94,,1206257,"-84,086",6665453,"-144,057",180565538
154,-30,Tito Double P,DOS DÍAS,Peso Pluma,220,24,,1205961,"-220,694",9582525,"-187,157",440096889
155,-6,Harry Styles,As It Was,,1093,1,81,1200974,"-139,073",9017317,"+46,750",3757389403
156,+16,Keane,Somewhere Only We Know,,846,63,,1200814,"-77,247",8942562,"+75,615",1102573030
157,-30,Miley Cyrus,End of the World,,3,33,,1199622,"-220,597",5208957,"+1,199,622",5208957
158,-6,Rauw Alejandro,Khé?,Romeo Santos,143,21,,1196403,"-135,189",9611984,"-62,325",329589578
159,-21,Danny Ocean,Imagínate,Kapo,101,37,,1191272,"-193,566",9595230,"-167,859",170611074
160,-29,BigXthaPlug,All The Way,Bailey Zimmerman,3,69,,1181522,"-227,362",4549733,"+1,181,522",4549733
161,-13,Chappell Roan,The Giver,,24,9,,1178619,"-171,917",10128312,"-243,402",53338217
162,+21,Los Dareyes De La Sierra,Vita Fer,Tito Double P,2,162,,1176116,"-48,790",2401022,"+1,176,116",2401022
163,-2,Lady Gaga,Poker Face,,73,93,,1172290,"-139,875",8753655,"+54,081",95133843
164,RE,Frank Ocean,Pink + White,,691,52,,1171244,,6195544,"+2,722",999985733
165,+6,Kendrick Lamar,Money Trees,Jay Rock,453,31,,1168850,"-117,504",9260018,"-2,264",578842362
166,+13,Sabrina Carpenter,Juno,,199,22,,1163565,"-89,237",8920065,"+12,374",329572272
167,=,BLOK3,Keşke,Ati242,9,58,,1158217,"-134,305",7603748,"-171,611",12805117
168,-39,Journey,Don't Stop Believin' (2022 Remaster),,319,61,,1158038,"-254,356",9358383,"-106,597",480138317
169,-41,DG e Batidão Stronda,Mãe Solteira,"Mc Davi, J. Eskine, MC G15",30,46,,1150687,"-266,932",8769831,"-305,595",50877157
170,+8,FloyyMenor,PELIGROSA,,218,23,,1141283,"-123,161",3676024,"+63,979",364459452
171,-17,Shakira,Hips Don't Lie,Wyclef Jean,182,63,,1134102,"-193,496",7644300,"+1,134,102",246433015
172,-15,The Chainsmokers,Closer,Halsey,1531,1,82,1133161,"-184,734",9186904,"-52,262",1921674052
173,-11,Nirvana,Smells Like Teen Spirit - Remastered,,382,98,,1131429,"-176,537",8793270,"+28,980",357337113
174,+2,Kendrick Lamar,HUMBLE.,,778,1,7,1129359,"-138,583",8981002,"-24,726",1145717399
175,-10,Eminem,Without Me,,1370,29,,1129353,"-166,072",8708352,"+23,225",1704464323
176,-23,Linkin Park,In the End,,667,8,,1115135,"-215,518",9360345,"-10,717",874783263
177,+17,French Montana,Unforgettable,Swae Lee,849,3,8,1105500,"-87,438",6070545,"+1,105,500",1287978485
178,RE,Mitski,My Love Mine All Mine,,542,2,4,1104394,,1104394,"+7,419",1407228998
179,RE,Conan Gray,The Cut That Always Bleeds,,30,154,,1099477,,1099477,"+1,099,477",36472154
180,RE,James Arthur,Say You Won't Let Go,,2435,6,,1099268,,3943231,"+1,099,268",2534432746
181,RE,TV Girl,Lovers Rock,,583,92,,1097263,,4883508,"-139,550",770770676
182,RE,Arctic Monkeys,Do I Wanna Know?,,1327,69,,1096794,,5972067,"+7,350",1091169125
183,RE,Benson Boone,In The Stars,,205,49,,1095406,,5975420,"+1,095,406",235495941
184,-2,Tears For Fears,Everybody Wants To Rule The World,,768,80,,1087618,"-140,872",2316108,"+14,847",958199283
185,-25,Adam Port,Move,"Stryv, Keinemusik, Orso, Malachiii",172,17,,1086477,"-227,179",3711715,"+1,086,477",362781478
186,RE,Grupo Marca Registrada,El Mayor de los Ranas (En Vivo),Victor Valverde,2,186,,1085637,,1085637,"-1,411",2172685
187,-3,Travis Scott,FE!N,,566,3,1,1082915,"-139,511",3498982,"-23,171",1181423904
188,RE,Ruth B.,Dandelions,,1187,32,,1081441,,3555880,"+1,081,441",1627068350
189,RE,Maroon 5,Payphone,Wiz Khalifa,413,63,,1081058,,1081058,"+1,081,058",382144861
190,RE,Lana Del Rey,Summertime Sadness,,834,74,,1080752,,1080752,"+1,080,752",1089479176
191,-16,Ariana Grande,warm,,10,20,,1075159,"-196,835",11019547,"-737,104",18315445
192,-11,Kendrick Lamar,squabble up,,136,3,1,1071423,"-160,080",8706084,"-75,384",326721539
193,RE,Billie Eilish,lovely,Khalid,2519,19,,1069584,,5977585,"-46,054",3143364061
194,RE,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,Swae Lee,2196,1,16,1068929,,2270270,"+1,068,929",3477569154
195,NEW,The Script,The Man Who Can't Be Moved,,1,195,,1066479,,1066479,"+1,066,479",1066479
196,-40,Miguel Bueno,Solcito,Juan Duque,11,142,,1066310,"-256,392",9061145,"-40,778",13981311
197,-5,Neton Vega,Chiquita,Tito Double P,4,175,,1064732,"-131,213",4753545,"+1,064,732",4753545
198,RE,Coldplay,Sparks,,232,82,,1063630,,6043755,"-70,058",294232600
199,-31,Rihanna,We Found Love,Calvin Harris,655,18,,1060263,"-230,877",3659639,"+1,060,263",767881129
200,RE,Cigarettes After Sex,Cry,,105,118,,1060256,,1060256,"-11,103",138330822
