Position,Change,Artist,Title,Feat Artist,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
42,+5,The Neighbourhood,Sweater Weather,,1765,14,,2139943,135479,15313482,-171670,3052759183
43,+5,Bad Bunny,VOY A LLeVARTE PA PR,,86,7,,2138849,149051,15465392,27136,314226051
44,-3,Ariana Grande,we can't be friends (wait for your love),,389,1,13,2129770,51971,14923454,294839,1304274784
45,-3,KAROL G,Si Antes Te Hubiera Conocido,,284,4,,2127360,88223,15270457,100193,1090046760
46,+3,Playboi Carti,EVIL J0RDAN,,18,1,2,2119762,134740,18003529,-1136046,76211342
47,-4,Tito Double P,TATTOO,,32,21,,2098580,61023,15738566,-213964,77829956
48,-14,yung kai,blue,,121,22,,2074886,-153078,16536963,-388605,291049788
49,+10,WizTheMc,Show Me Love,bees & honey,27,49,,2059131,276201,14506256,35902,48695465
50,-4,Arctic Monkeys,I Wanna Be Yours,,999,11,,2052732,41350,15223026,-224907,2404455562
51,+1,j,hope - MONA LISA,,11,12,,2048454,121732,17003033,-379682,28486896
52,+1,The Marías,No One Noticed,,143,51,,2041970,171244,14046821,76425,243930037
53,-3,Neton Vega,Morena,Peso Pluma,45,50,,2012095,64802,14251699,106831,82275659
54,+12,Selena Gomez,Ojos Tristes,benny blanco,10,54,,2004822,287385,13164539,318752,17503262
55,-4,Fuerza Regida,Por Esos Ojos,,48,34,,1994421,67462,13099207,307390,94675769
56,=,Teddy Swims,Bad Dreams,,149,41,,1979765,156020,14046371,82825,260575109
57,-2,Coldplay,Yellow,,1554,15,,1974277,137388,14643139,-320940,2188221315
58,-1,Ariana Grande,warm,,4,20,,1957953,145690,9253851,1957953,9253851
59,+3,Beéle,Mi Refe,Ovy On The Drums,89,52,,1946811,186226,13813031,45193,170076140
60,+8,Ariana Grande,past life,,4,29,,1943723,248249,8633715,1943723,8633715
61,+16,sombr,back to friends,,14,57,,1935145,313802,12925725,264750,22863968
62,+1,Ariana Grande,Hampstead,,4,33,,1928934,173969,8616877,1928934,8616877
63,+9,Tate McRae,Revolving door,,39,18,,1927682,270808,13717626,-59402,97012173
64,-10,"Tyler, The Creator",See You Again,Kali Uchis,758,13,,1908888,49043,14144248,-132436,1497010326
65,+6,Sabrina Carpenter,Busy Woman,,46,11,,1908866,243476,12630678,126469,101514194
66,-5,Sabrina Carpenter,Please Please Please,,298,1,19,1858541,88787,13618966,-61663,1329353548
67,-3,The Police,Every Breath You Take,,1264,34,,1854358,105674,13469229,-40987,1511292380
68,-8,Bruno Mars,Just the Way You Are,,864,27,,1839037,66552,14144874,-261460,1189887413
69,+6,d4vd,Feel It,,62,65,,1838802,205624,12377782,95249,96961155
70,-3,Arctic Monkeys,505,,1184,40,,1801026,97853,12918984,-105918,1656958158
71,-13,Gabito Ballesteros,7 Dias,Tito Double P,60,15,,1786141,-10534,12984018,-5882,142613598
72,+1,Hozier,Too Sweet,,375,2,10,1781426,135355,13299780,-81863,1382058865
73,-8,Neton Vega,Loco,,95,14,,1755443,28433,13342596,-89843,262635767
74,-5,Coldplay,Viva La Vida,,976,27,,1749122,78503,12965523,-57998,1515104779
75,+4,Rauw Alejandro,Qué Pasaría...,Bad Bunny,137,13,,1731173,139240,12436998,107344,374532502
76,+6,Tate McRae,greedy,,519,1,34,1709514,163279,12181212,100200,1634984833
77,-1,Bruno Mars,Locked out of Heaven,,1250,21,,1703605,78698,12739337,-99351,1526626628
78,+3,Doechii,DENIAL IS A RIVER,,88,16,,1693065,120176,13098750,-308632,218374349
79,+1,Imogen Heap,Headlock,,88,63,,1677168,87247,11683696,-32420,139746377
80,-2,Ariana Grande,intro (end of the world) - extended,,4,27,,1672246,60388,8139381,1672246,8139381
81,+2,"Tyler, The Creator",Like Him,Lola Young,155,20,,1649552,105513,11842221,-111981,360093500
82,-8,Jung Kook,Seven,Latto,626,1,71,1625285,-20572,11872770,-107146,2045937369
83,+31,Morgan Wallen,Just In Case,,11,83,,1624467,281687,10261246,232920,15903689
84,+3,Gracie Abrams,"I Love You, I'm Sorry",,245,15,,1604766,120956,11572447,-105962,546970835
85,=,Shaboozey,A Bar Song (Tipsy),,351,5,,1583855,68317,11737394,23896,1168244355
86,+16,Alex Warren,Carry You Home,,66,86,,1583268,188096,10979907,5366,88288086
87,+19,Chrystal,The Days - NOTION Remix,NOTION,85,49,,1565883,181228,11185438,20665,145532566
88,+21,Pitbull,Give Me Everything,"Ne-Yo, AFROJACK, Nayer",230,58,,1539410,169181,10917107,86953,322934119
89,-3,FloyyMenor,Gata Only,Cris Mj,414,2,1,1537948,25709,11647484,-77318,1484270893
90,+59,sombr,undressed,,5,90,,1536898,315166,6564044,1536898,6564044
91,-7,Neton Vega,M&M,,39,59,,1532846,3964,11065880,62903,63363326
92,+4,Chappell Roan,The Giver,,18,9,,1532631,110610,12209159,-438381,44742536
93,+4,Don Toliver,No Pole,,139,58,,1531574,115280,10997746,-154805,231096646
94,+5,Xavi,En Privado,Manuel Turizo,12,94,,1519223,109224,10417124,244977,16685938
95,+6,Jombriel,VITAMINA,"DFZM, Jøtta",25,81,,1513503,114475,10998905,15101,38607205
96,-3,The Weeknd,Starboy,Daft Punk,1740,1,40,1512753,76944,11007696,-59227,3013630006
97,+13,Danny Ocean,Imagínate,Kapo,95,37,,1510330,151199,10132557,248754,162526174
98,-10,JENNIE,ExtraL,Doechii,39,18,,1509775,47008,11710136,-330688,91606166
99,-29,Earl Agustin,Tibok,,19,42,,1509175,-159910,11805987,-398600,35486158
100,+24,Ravyn Lenae,Love Me Not,,13,100,,1497434,197016,9857081,151468,17514229
101,-9,Cigarettes After Sex,Apocalypse,,964,52,,1497351,54179,10497800,-126273,1328820972
102,-13,Arctic Monkeys,No. 1 Party Anthem,,141,70,,1493272,31772,10627549,-116511,224486754
103,+36,Linkin Park,Numb,,382,12,,1491631,235636,10287950,41518,572467268
104,=,Post Malone,I Had Some Help (Feat. Morgan Wallen),Morgan Wallen,325,1,1,1485979,93908,10671745,41127,999241052
105,+8,Bad Bunny,KLOuFRENS,,86,18,,1480786,134766,10443497,60488,189304228
106,+5,Gorillaz,Feel Good Inc,,124,94,,1480571,130257,10618102,41543,175380656
107,+5,The Chainsmokers,Something Just Like This,Coldplay,1758,2,14,1472310,126261,11008183,-123217,2113824066
108,+13,Radiohead,Creep,,487,93,,1467408,148425,10428766,-54770,647123533
109,+44,Linkin Park,Up From the Bottom,,4,41,,1455165,253442,6815426,1455165,6815426
110,+5,Coldplay,The Scientist,,626,79,,1454251,118495,10614134,-85351,412744565
111,+6,Macklemore & Ryan Lewis,Can't Hold Us,"Macklemore, Ryan Lewis, Ray Dalton",970,57,,1441310,113562,10889936,-140955,1213903297
112,+17,Hozier,Take Me To Church,,1982,1,30,1440634,149711,10147721,34437,1850880555
113,-13,Ed Sheeran,Perfect,,2721,3,1,1439834,37730,11058223,-184800,3041817447
114,-19,Bruno Mars,That's What I Like,,968,5,,1422225,-869,11036585,-137008,1345483913
115,-24,Victor Valverde,El Mayor De Los Ranas,JR Torres,38,88,,1417179,-38429,10539048,-21627,55398535
116,-11,Tito Double P,NADIE,,130,32,,1414947,27819,9936700,37677,265696182
117,-19,Chase Atlantic,Swim,,177,46,,1411090,-2420,10344594,-84891,262045189
118,-10,Djo,End of Beginning,,409,1,3,1405612,33568,10924803,-193756,1343503335
119,+18,Rauw Alejandro,Khé?,Romeo Santos,137,21,,1404943,146215,10054534,-3411,321382537
120,+11,Billie Eilish,CHIHIRO,,317,3,1,1404838,127488,10033198,-32923,742551122
121,+26,Empire Of The Sun,We Are The People,,24,121,,1402594,173831,9402879,126435,30581745
122,-19,Tito Double P,DOS DÍAS,Peso Pluma,214,24,,1396343,3225,10586125,-68293,431910707
123,-16,Tito Double P,ROSONES,,116,16,,1386271,2698,10399814,-94206,270166783
124,-5,SZA,Snooze,,774,25,,1379374,58342,9990842,-155004,1391130514
125,-2,Ed Sheeran,Photograph,,2005,13,,1377514,63689,10454786,-150554,1435581223
126,+7,Tom Odell,Another Love,,1445,11,,1368974,100047,10038848,-79421,2513756032
127,+24,ATLXS,PASSO BEM SOLTO - Slowed,,5,127,,1367153,156271,6411199,1367153,6411199
128,-8,Taylor Swift,Cruel Summer,,784,2,18,1360450,39680,9946316,3518,2381960794
129,+9,The Weeknd,Blinding Lights,,1946,1,82,1355139,96944,9820676,-9268,4685583467
130,+2,Charli xcx,Guess featuring billie eilish,Billie Eilish,233,3,1,1349405,79983,9808137,-8415,528700920
131,+3,Sabrina Carpenter,Bed Chem,,219,9,,1348676,81134,9759375,-52579,513489021
132,+11,OneRepublic,Counting Stars,,2148,31,,1344418,106714,10057531,-80692,1883167932
133,+13,Natasha Bedingfield,Unwritten,,345,14,,1341192,105870,9910711,-8684,651103404
134,-6,Chuyin,Pika Pika,"Fuerza Regida, Jorsshh, Calle 24",56,71,,1334232,42711,9443472,46357,86556176
135,-8,Vance Joy,Riptide,,2233,16,,1334178,39164,9715992,-16113,2135455715
136,-1,Journey,Don't Stop Believin' (2022 Remaster),,313,61,,1334116,69481,9342440,51314,472114050
137,+7,Jin,Running Wild,,137,6,,1333386,96016,9966361,-148889,304337266
138,-20,Ed Sheeran,Shape of You,,2466,1,98,1330767,3704,10539023,-261091,3696716014
139,+1,Oscar Maydon,Amigos? No.,Neton Vega,20,127,,1329613,73889,9716067,40837,27592882
140,-18,Oscar Maydon,Tu Boda,Fuerza Regida,181,4,,1329273,13094,9836150,15743,525320033
141,+37,Linkin Park,In the End,,661,8,,1322619,196767,9244154,53138,866745537
142,-16,Don Omar,Danza Kuduro,Lucenzo,461,79,,1319389,23240,9440453,70319,621009306
143,+12,Teddy Swims,The Door,,199,88,,1316509,118768,9780133,-58638,277483955
144,-3,Olivia Rodrigo,traitor,,571,7,,1312916,61936,9515103,19477,1016559930
145,-20,One Direction,Night Changes,,1083,6,,1312457,13900,10207951,-132924,1338401589
146,+36,Miguel Bueno,Solcito,Juan Duque,5,146,,1306276,199188,6226442,1306276,6226442
147,+13,The Chainsmokers,Closer,Halsey,1525,1,82,1297506,112083,9422008,-20299,1913784654
148,-3,TV Girl,Lovers Rock,,580,92,,1286201,49388,7502071,84286,767173369
149,-13,Sachet,"Parampara - Raanjhan (From ""Do Patti"")","Parampara Tandon, Kausar Munir",12,129,,1285186,22606,9375647,-97884,15890597
150,+21,Sabrina Carpenter,Juno,,193,22,,1283119,131928,8970573,-12379,321935326
151,+12,Kendrick Lamar,Money Trees,Jay Rock,447,31,,1279240,108126,9431045,-64080,570861584
152,-22,V,Winter Ahead,Park Hyo Shin,123,15,,1278127,-11015,9386636,-66104,234593904
153,-5,The Weeknd,Die For You,,1185,9,,1276150,50467,9428014,-123257,2116389201
154,-4,j,hope - Sweet Dreams,Miguel,25,24,,1273030,52542,10474544,-589761,49402568
155,-1,Maanu,Jhol,Annural Khalid,3,154,,1272615,70922,3703333,1272615,3703333
156,RE,Selena Gomez,How Does It Feel To Be Forgotten,benny blanco,8,103,,1271973,,8505809,-241506,11129539
157,+13,Coldplay,A Sky Full of Stars,,915,10,,1264434,110691,9410840,-191439,614260706
158,-6,JENNIE,Handlebars,Dua Lipa,25,17,,1254817,44343,9968134,-337847,49844101
159,+15,Kendrick Lamar,squabble up,,130,3,1,1253402,106595,9415408,-136366,319268857
160,+9,Kendrick Lamar,HUMBLE.,,772,1,7,1253146,99061,9388965,-166167,1137989543
161,-4,Chezile,Beanie,,133,53,,1253118,57702,7651158,-36539,213552021
162,+2,Frank Ocean,Pink + White,,687,52,,1250096,81574,8771027,-39692,995040285
163,-4,Rihanna,Breakin' Dishes,,95,85,,1248062,59902,9445131,-119533,146345074
164,+9,The Killers,Mr. Brightside,,1329,59,,1246890,96109,8984618,-380,1099297825
165,-9,Bruno Mars,When I Was Your Man,,1180,28,,1245586,48044,9810954,-279226,1258670734
166,-72,NIKI,You'll Be in My Heart - Spotify Singles,,9,94,,1240098,-190259,9219599,14799,11581531
167,+18,Benson Boone,Slow It Down,,327,26,,1239837,134633,6358587,-10164,652035785
168,-1,Feid,LUNA,ATL Jacob,483,7,,1237000,76942,9500340,8392,1204850668
169,-1,Harry Styles,As It Was,,1087,1,81,1236209,81985,8970966,-17898,3749608295
170,RE,Linkin Park,The Emptiness Machine,,186,5,,1231808,,5122425,1231808,455329947
171,+8,Keane,Somewhere Only We Know,,840,63,,1231350,106151,9039615,-93454,1094861818
172,-30,Fleetwood Mac,Dreams - 2004 Remaster,,651,17,,1230745,-19610,9235145,-23734,713637822
173,-83,DG e Batidão Stronda,Mãe Solteira,"Mc Davi, J. Eskine, MC G15",24,46,,1230563,-225719,10730890,-371666,43337889
174,+1,Coldplay,Sparks,,228,82,,1227825,94137,4847685,-118535,289416670
175,+22,PARTYNEXTDOOR,DIE TRYING,"Drake, Yebba",44,51,,1222151,144231,6267637,-113213,72863004
176,+11,Nirvana,Smells Like Teen Spirit - Remastered,,376,98,,1219779,117330,8764797,-48870,349763622
177,RE,Selena Gomez,Call Me When You Break Up,"benny blanco, Gracie Abrams",19,28,,1214253,,8277772,-258587,29138523
178,RE,The Weeknd,Cry For Me,,59,5,,1208351,,7632882,-92390,133088725
179,-14,SZA,Kill Bill,,844,1,20,1206174,42409,9356342,-176635,2410197853
180,+3,Eminem,Without Me,,1364,29,,1200809,94681,8947901,-23520,1696956780
181,-19,TOTO,Africa,,582,113,,1200594,22148,8727952,-17930,449842295
182,+10,Cazzu,Con otra,,7,116,,1196335,102407,6661963,1196335,9364589
183,-7,Miley Cyrus,Flowers,,800,1,82,1195102,62273,8812314,-70701,2453482288
184,-23,The Walters,I Love You So,,1043,18,,1194437,14021,9189312,-160772,1491187332
185,+9,Arctic Monkeys,Do I Wanna Know?,,1323,69,,1194235,104791,7325698,-67035,1086391293
186,-20,Ariana Grande,intro (end of the world),,113,14,,1192028,28388,5391405,1192028,225015658
187,-7,Lady Gaga,Poker Face,,67,93,,1189429,71220,8677009,-17889,87569617
188,-7,Billie Eilish,lovely,Khalid,2515,19,,1189036,73398,7421139,-72814,3138575512
189,RE,Beéle,sobelove,,10,153,,1180248,,7695732,-23893,12807186
190,RE,The Weeknd,São Paulo,Anitta,130,7,,1167745,,6258376,-94065,245714171
191,-19,a,ha - Take on Me,,439,36,,1167202,16023,7489295,-124655,592493830
192,-4,LISA,Born Again,"Doja Cat, RAYE",53,6,,1157329,55781,8917820,-162593,124425524
193,RE,Future,Like That,Metro Boomin,222,4,,1157298,,3632539,-55743,580254084
194,-8,Neton Vega,Mi Vida Mi Muerte,,38,129,,1152600,48321,5951063,1152600,49008375
195,-6,Bad Bunny,WELTiTA,Chuwi,86,10,,1150488,49939,8595611,-44512,213465731
196,-80,BLOK3,Keşke,Ati242,4,58,,1147569,-182259,6348938,1147569,6348938
197,RE,French Montana,Unforgettable,Swae Lee,845,3,8,1145329,,4869421,1145329,1283053269
198,RE,Benson Boone,In The Stars,,201,49,,1140628,,2391992,-66776,230661149
199,-6,SZA,30 For 30,,98,28,,1140049,49199,5939124,-85374,176036167
200,RE,Gotye,Somebody That I Used To Know,Kimbra,173,122,,1138412,,4836032,1138412,134356898
