Position,Change,Artist,Title,Feat Artist,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
31,-4,Bad Bunny,EoO,,96,9,,2537946,"-62,397",18367890,"-201,255",297991523
32,+1,NIKI,You'll Be in My Heart - Spotify Singles,,19,32,,2525090,"+46,538",15529607,"+716,934",32455826
33,-5,Cup of Joe,Multo,,6,28,,2503109,"-54,818",12269407,"+2,503,109",12269407
34,=,Lady Gaga,Abracadabra,,67,2,1,2472311,"-6,113",17520876,"-278,623",259578440
35,+6,Sabrina Carpenter,Taste,,231,2,3,2456748,"+103,257",16118361,"+187,383",946801870
36,-4,sombr,back to friends,,24,32,,2400210,"-78,640",15660299,"+218,103",44832273
37,-1,The Goo Goo Dolls,Iris,,574,29,,2387927,"-45,404",16878059,"-15,406",925638750
38,+2,Chappell Roan,Pink Pony Club,,237,18,,2382020,"+4,519",16534850,"-46,200",458186279
39,+11,KAROL G,Si Antes Te Hubiera Conocido,,294,4,,2348247,"+180,107",15423896,"+131,640",1111921168
40,-2,Alleh,capaz (merengueton),Yorghaki,110,34,,2312986,"-72,593",15898495,"-80,097",238457209
41,+2,Jombriel,VITAMINA,"DFZM, Jøtta",35,39,,2284841,"+33,004",15490585,"-22,117",60741754
42,-5,Lil Tecca,Dark Thoughts,,28,18,,2246720,"-147,479",16581158,"-403,154",72454562
43,+5,The Neighbourhood,Sweater Weather,,1775,14,,2239337,"+47,412",14811445,"+19,039",3074220546
44,+3,Bad Bunny,NUEVAYoL,,96,5,,2199227,"+5,283",16065639,"-246,175",389122208
45,-3,yung kai,blue,,131,22,,2190890,"-90,043",15557059,"-48,522",313275620
46,-7,Lord Huron,The Night We Met,,983,15,,2177142,"-205,549",15556659,"-90,049",1732918396
47,+6,Bad Bunny,VOY A LLeVARTE PA PR,,96,7,,2168885,"+40,624",14637442,"+17,619",335347930
48,+1,Arctic Monkeys,I Wanna Be Yours,,1009,11,,2149361,"-26,080",15138248,"-14,169",2426082444
49,+2,Kendrick Lamar,tv off,Lefty Gunplay,139,5,,2145031,"-5,168",15187413,"-227,847",472695369
50,+2,Bad Bunny,VeLDÁ,"Omar Courtz, Dei V",96,8,,2130112,"-3,161",14703928,"-19,128",299342991
51,+5,Teddy Swims,Bad Dreams,,159,41,,2118442,"+97,667",14082489,"+91,560",280694900
52,+5,Tito Double P,TATTOO,,42,21,,2112738,"+125,427",14113073,"+200,210",97811029
53,+1,Fuerza Regida,ME JALO,Grupo Frontera,105,38,,2089815,"-16,570",14997159,"-95,135",204014755
54,+7,Sabrina Carpenter,Please Please Please,,308,1,19,2083565,"+134,052",13273575,"+218,288",1348208561
55,-11,Neton Vega,Loco,,105,14,,2080679,"-150,254",14832597,"-260,182",284556542
56,-10,The Marías,No One Noticed,,153,37,,2070792,"-145,764",14804193,"-142,445",265212335
57,+1,FloyyMenor,Gata Only,Cris Mj,424,2,1,2054853,"+69,448",14235742,"+153,437",1504350869
58,+6,Fuerza Regida,Por Esos Ojos,,58,34,,2047338,"+105,775",13869473,"+80,116",114401616
59,-14,Coldplay,Yellow,,1564,15,,2019240,"-198,888",14024852,"-137,834",2208755661
60,+6,ATLXS,PASSO BEM SOLTO - Slowed,,15,60,,2007983,"+83,408",12684394,"+414,651",23626697
61,+8,Hozier,Too Sweet,,385,2,10,1986729,"+99,615",13051296,"+93,306",1400815997
62,-3,Sabrina Carpenter,Busy Woman,,56,11,,1982600,"+1,837",13344054,"+42,228",120674729
63,+5,Beéle,Mi Refe,Ovy On The Drums,99,52,,1978673,"+84,446",13114683,"+98,150",188726710
64,-2,Neton Vega,M&M,,49,54,,1974890,"+26,255",13856793,"+90,930",83042852
65,+2,"Tyler, The Creator",See You Again,Kali Uchis,768,13,,1966884,"+58,427",13380532,"-65,986",1516689927
66,-6,Ariana Grande,we can't be friends (wait for your love),,399,1,13,1935533,"-24,729",13912571,"-142,149",1324575648
67,-12,The Police,Every Breath You Take,,1274,34,,1927886,"-140,806",14457366,"+50,905",1531581769
68,-5,d4vd,Feel It,,72,57,,1914479,"-31,285",13544904,"+42,958",116224420
69,+7,Rauw Alejandro,Qué Pasaría...,Bad Bunny,147,13,,1877477,"+90,111",12335130,"+100,637",391923873
70,-5,j-hope,MONA LISA,,21,12,,1863983,"-63,689",13611941,"-416,588",48994218
71,=,Coldplay,Viva La Vida,,986,27,,1826901,"-31,114",12786257,"-61,337",1533644603
72,+3,Bruno Mars,Just the Way You Are,,874,27,,1798419,"+3,906",13139784,"-124,565",1208971198
73,-3,Arctic Monkeys,505,,1194,40,,1785009,"-73,968",12876206,"-38,475",1675404031
74,-1,Tate McRae,Revolving door,,49,18,,1760262,"-67,838",12481465,"-158,684",115325918
75,+3,Shaboozey,A Bar Song (Tipsy),,361,5,,1758396,"+22,817",11890881,"+41,707",1185163198
76,+6,Miley Cyrus,End of the World,,7,33,,1758090,"+73,995",11664520,"+1,758,090",11664520
77,-5,Playboi Carti,RATHER LIE,The Weeknd,28,3,1,1755538,"-82,850",12638072,"-343,967",85340698
78,+3,Selena Gomez,Ojos Tristes,benny blanco,20,54,,1740007,"+25,993",12387185,"-171,642",35714688
79,-5,sombr,undressed,,15,74,,1711356,"-86,390",11496231,"+92,838",22757290
80,+3,Jung Kook,Seven,Latto,636,1,71,1703673,"+35,764",11797017,"+29,462",2062875485
81,+5,Djo,End of Beginning,,419,1,3,1688705,"+54,179",11189507,"+129,148",1359298080
82,-5,Ravyn Lenae,Love Me Not,,23,77,,1687087,"-94,127",11451732,"+91,946",33606367
83,+2,Bruno Mars,Locked out of Heaven,,1260,21,,1670146,"+18,387",11882655,"-74,898",1543934208
84,-4,Imogen Heap,Headlock,,98,63,,1661458,"-52,716",11745334,"-62,799",156647266
85,+4,Gabito Ballesteros,7 Dias,Tito Double P,70,15,,1660886,"+37,467",11915877,"-59,724",159635580
86,-7,Gracie Abrams,"I Love You, I'm Sorry",,255,15,,1651086,"-67,187",11556122,"-96,107",563625749
87,+8,Post Malone,I Had Some Help (Feat. Morgan Wallen),Morgan Wallen,335,1,1,1632491,"+47,267",10762404,"+58,217",1014679564
88,+25,Tom Odell,Another Love,,1455,11,,1608782,"+113,781",10163238,"+232,195",2528165131
89,+5,Chrystal,The Days - NOTION Remix,NOTION,95,49,,1604911,"+8,891",10970295,"-73,037",161426319
90,+15,The Chainsmokers,Something Just Like This,Coldplay,1768,2,14,1598809,"+80,540",10551145,"+47,374",2129093461
91,-7,Earl Agustin,Tibok,,29,42,,1595308,"-63,356",10891822,"+87,212",51011311
92,-5,"Tyler, The Creator",Like Him,Lola Young,165,20,,1594351,"-33,701",11012860,"-26,896",376036436
93,+24,Xavi,En Privado,Manuel Turizo,22,90,,1583925,"+112,872",10475736,"+45,132",31717814
94,-4,Sachet-Parampara,"Raanjhan (From ""Do Patti"")","Parampara Tandon, Kausar Munir",22,88,,1578560,"-33,801",10326739,"+161,802",30397254
95,+1,Radiohead,Creep,,497,93,,1576971,-457,10711556,"+11,489",662448455
96,+6,Maanu,Jhol,Annural Khalid,13,96,,1569679,"+41,163",10033009,"+214,775",17767076
97,+11,Clave Especial,COMO CAPO,Fuerza Regida,10,97,,1567865,"+56,394",10341423,"+106,303",14503818
98,+20,Bruno Mars,When I Was Your Man,,1190,28,,1552532,"+82,379",9679117,"+130,932",1272784477
99,+17,Ed Sheeran,Shape of You,,2476,1,98,1543151,"+60,986",10401839,"+125,775",3711668002
100,+7,Oscar Maydon,Amigos? No.,Neton Vega,30,100,,1540620,"+27,720",10045886,"+153,332",41812843
101,-1,The Weeknd,Starboy,Daft Punk,1750,1,40,1540071,"-17,963",10749089,"-56,140",3029108129
102,+76,De La Rose,NUBES,Omar Courtz,2,102,,1527758,"+291,843",2763673,"+1,527,758",2763673
103,+3,Bad Bunny,KLOuFRENS,,96,18,,1526413,"+12,753",9885749,"+88,465",203452471
104,+10,Macklemore & Ryan Lewis,Can't Hold Us,"Macklemore, Ryan Lewis, Ray Dalton",980,57,,1514239,"+22,065",10646473,"+6,240",1229183833
105,-13,Tate McRae,greedy,,529,1,34,1513540,"-95,674",12058083,"-213,224",1652254069
106,-15,Coldplay,The Scientist,,636,79,,1511959,"-100,092",10348758,"+33,426",427742088
107,-10,Sleep Token,Caramel,,7,24,,1502874,"-69,529",13155012,"+1,502,874",13155012
108,-5,Linkin Park,Numb,,392,12,,1499338,"-27,370",10111611,"-15,205",587236192
109,+3,Natasha Bedingfield,Unwritten,,355,14,,1496604,"+1,114",10406199,"+65,267",665888390
110,-9,Empire Of The Sun,We Are The People,,34,89,,1495728,"-60,583",10899202,"+17,097",45926484
111,-18,Playboi Carti,EVIL J0RDAN,,28,1,2,1495112,"-102,637",11409292,"-452,759",93627852
112,-13,Benson Boone,Sorry I'm Here For Someone Else,,29,77,,1494492,"-76,959",10230724,"-72,668",41271688
113,+7,Danny Ocean,Imagínate,Kapo,105,37,,1490608,"+33,146",9653298,"+11,313",176241249
114,-26,Malcolm Todd,Chest Pain (I Love),,10,53,,1487974,"-138,295",11883258,"-52,404",16164594
115,+17,Ed Sheeran,Photograph,,2015,13,,1486494,"+90,593",9917966,"+43,049",1449929206
116,-1,Don Toliver,No Pole,,149,58,,1484399,"-7,599",10407321,"-145,489",246231768
117,-7,Cigarettes After Sex,Apocalypse,,974,52,,1483575,"-23,218",10328469,"-37,708",1343689909
118,+13,One Direction,Night Changes,,1093,6,,1483518,"+87,207",9753169,"-64,230",1352436600
119,+3,OneRepublic,Counting Stars,,2158,31,,1480857,"+38,221",9959690,"+43,269",1897463689
120,-11,SZA,Snooze,,784,25,,1480128,"-29,900",9984675,"-33,342",1405729456
121,-10,Doechii,DENIAL IS A RIVER,,98,16,,1468105,"-37,729",10549939,"-216,556",233977360
122,-1,Vance Joy,Riptide,,2243,16,,1467699,"+21,856",10113811,"+72,223",2149750092
123,+3,Morgan Wallen,Just In Case,,21,83,,1461067,"+42,715",9915083,"-61,073",30406054
124,-5,Billie Eilish,CHIHIRO,,327,3,1,1451772,"-7,776",9855703,"+31,499",756687990
125,=,Rauw Alejandro,Khé?,Romeo Santos,147,21,,1444289,"+16,243",9583036,"-42,393",335234053
126,+4,The Weeknd,Blinding Lights,,1956,1,82,1437095,"+35,893",9893451,"+20,292",4699630605
127,+10,Taylor Swift,Cruel Summer,,794,2,18,1432842,"+68,026",9947142,"+93,398",2395850194
128,+11,Kushagra,Finding Her,Bharath,3,128,,1429271,"+68,737",4051675,"+1,429,271",4051675
129,+11,Hozier,Take Me To Church,,1992,1,30,1429186,"+72,000",9551466,"-78,448",1864926946
130,+27,Teddy Swims,The Door,,209,88,,1422221,"+114,212",9575289,"+37,930",291280711
131,+14,Don Omar,Danza Kuduro,Lucenzo,471,79,,1421799,"+66,766",9881445,"+51,752",634830409
132,-4,Ed Sheeran,Perfect,,2731,3,1,1421259,"+16,590",9824099,"-79,125",3056174038
133,-35,Arctic Monkeys,No. 1 Party Anthem,,151,70,,1419686,"-152,040",10712747,"-108,550",239718845
134,-1,Sabrina Carpenter,Juno,,203,22,,1419618,"+30,277",9196643,"+87,189",335023983
135,+18,Esau Ortiz,Triple Lavada,,3,135,,1410574,"+93,473",3956728,"+1,410,574",3956728
136,-13,Pitbull,Give Me Everything,"Ne-Yo, AFROJACK, Nayer",240,58,,1403580,"-36,638",10490865,"-128,633",338038046
137,+12,Feid,LUNA,ATL Jacob,493,7,,1390745,"+55,345",9368418,"+33,716",1218086103
138,-11,The Weeknd,Die For You,,1195,9,,1385037,"-30,146",9403639,"+3,522",2129886802
139,-4,Bruno Mars,That's What I Like,,978,5,,1379218,"+5,306",9759652,"-151,318",1359886271
140,+12,Kendrick Lamar,Money Trees,Jay Rock,457,31,,1369544,"+51,311",9101471,"-35,197",584102739
141,-37,Ariana Grande,dandelion,,14,17,,1369218,"-150,229",11706531,"-912,502",29485776
142,+17,Tito Double P,NADIE,,140,32,,1368170,"+69,803",9409328,"+60,897",279001725
143,-5,Jin,Running Wild,,147,6,,1363955,"+2,718",9542826,"+41,498",317961817
144,+2,Linkin Park,In the End,,671,8,,1357205,"+7,471",9272075,"-3,548",880171807
145,-4,Chase Atlantic,Swim,,187,46,,1356065,-121,9677354,"-108,297",276020339
146,+5,Leon Thomas,MUTT,,6,146,,1344250,"+11,257",5157189,"+1,344,250",7447966
147,+14,Oscar Maydon,Tu Boda,Fuerza Regida,191,4,,1344070,"+48,862",9341214,"-35,401",538704607
148,-1,Sabrina Carpenter,Bed Chem,,229,9,,1340803,"-5,755",9243263,"+17,599",526763320
149,+13,The Script,The Man Who Can't Be Moved,,4,149,,1340038,"+46,695",4867978,"+1,340,038",4867978
150,-14,Coldplay,A Sky Full of Stars,,925,10,,1337769,"-30,049",9551042,"-82,565",627971427
151,-8,The Killers,Mr. Brightside,,1339,59,,1333783,"-21,822",9293829,"+3,772",1112467092
152,-2,The Walters,I Love You So,,1053,18,,1333183,-373,9421796,"-38,552",1504471168
153,+7,Los Dareyes De La Sierra,Vita Fer,Tito Double P,6,153,,1332150,"+33,896",7565993,"+1,332,150",7565993
154,+2,Journey,Don't Stop Believin' (2022 Remaster),,323,61,,1331701,"+19,886",9182049,"-12,547",485336193
155,+10,BigXthaPlug,All The Way,Bailey Zimmerman,7,69,,1325848,"+40,593",9745617,"+1,325,848",9745617
156,+27,The Chainsmokers,Closer,Halsey,1535,1,82,1325034,"+97,038",8884981,"-17,180",1926691274
157,-33,Miguel Bueno,Solcito,Juan Duque,15,124,,1322795,"-110,744",9237456,"-53,792",19406038
158,+9,Tito Double P,ROSONES,,126,16,,1320995,"+45,781",9319076,"-72,954",283625615
159,NEW,MXZI,MONTAGEM TOMADA - Slowed,,1,159,,1315805,,1315805,"+1,315,805",1315805
160,+3,Nirvana,Smells Like Teen Spirit - Remastered,,386,98,,1314812,"+21,885",8949471,"+57,947",362491326
161,-19,JENNIE,ExtraL,Doechii,49,18,,1313571,"-42,124",9614491,"-201,328",105824141
162,+12,Charli xcx,Guess featuring billie eilish,Billie Eilish,243,3,1,1307959,"+62,133",9177888,"-147,809",542214319
163,-29,Keane,Somewhere Only We Know,,850,63,,1307804,"-74,437",9287443,"+24,967",1108069552
164,-9,Gorillaz,Feel Good Inc,,132,94,,1306442,"-7,790",9199943,"-27,290",185914331
165,+14,Olivia Rodrigo,traitor,,581,7,,1303205,"+69,466",8961440,"-63,761",1029530200
166,-18,Fleetwood Mac,Dreams - 2004 Remaster,,661,17,,1294100,"-52,386",9635986,"-12,919",727212255
167,-1,Victor Valverde,El Mayor De Los Ranas,JR Torres,48,88,,1292177,"+8,206",9471262,"-147,175",69095480
168,-14,Harry Styles,As It Was,,1097,1,81,1290155,"-24,908",9212264,"-24,308",3762700559
169,-11,Frank Ocean,Pink + White,,695,52,,1287162,"-18,849",6403393,"+33,167",1005217882
170,+12,Twenty One Pilots,Stressed Out,,880,5,,1287142,"+57,634",2516650,"+1,287,142",880428922
171,+2,Lana Del Rey,Summertime Sadness,,837,74,,1283453,"+35,772",4817988,"+1,283,453",1093216412
172,=,Eminem,Without Me,,1374,29,,1280289,"+29,248",8749728,"+35,989",1709444329
173,-9,Rihanna,Breakin' Dishes,,105,85,,1269413,"-17,787",9085811,"-43,229",159452746
174,+15,Billie Eilish,lovely,Khalid,2521,19,,1266352,"+50,018",3552270,"+10,276",3145846747
175,=,Tito Double P,DOS DÍAS,Peso Pluma,224,24,,1263411,"+20,611",9061899,"-109,871",445115216
176,+5,Shakira,Hips Don't Lie,Wyclef Jean,186,63,,1262995,"+31,900",8706953,"+7,684",251351495
177,+14,Lady Gaga,Poker Face,,77,93,,1254796,"+40,849",8797546,"-23,595",100135030
178,+8,Benson Boone,Slow It Down,,330,26,,1252284,"+35,246",2469322,"+1,252,284",655816350
179,-11,Evanescence,Bring Me To Life,,12,123,,1250346,"-20,230",7496119,"+46,140",15502764
180,-9,Myles Smith,Stargazing,,279,14,,1228493,"-23,670",3715429,"+1,228,493",654271613
181,RE,Neton Vega,Chiquita,Tito Double P,5,175,,1226956,,3487633,"+1,226,956",5980501
182,-13,Coldplay,Sparks,,236,82,,1226459,"-38,794",6034532,"-6,096",299203502
183,-39,V,Winter Ahead,Park Hyo Shin,133,15,,1219470,"-135,987",9164216,"-107,776",247736717
184,+6,Arctic Monkeys,Do I Wanna Know?,,1331,69,,1215762,+277,5954991,"-5,576",1096027322
185,-15,Kendrick Lamar,HUMBLE.,,782,1,7,1211438,"-46,697",8691125,"-103,990",1150670332
186,+8,Faris Adam,Stecu Stecu,,3,180,,1203627,"+15,418",3643759,"+1,203,627",3643759
187,=,The Weeknd,Cry For Me,,68,5,,1202033,"-14,746",7244267,"-42,461",144033201
188,-12,A$AP Rocky,I Smoked Away My Brain (I'm God x Demons Mashup),"Imogen Heap, Clams Casino",27,148,,1198628,"-39,770",2437026,"-30,682",35183234
189,RE,Maroon 5,Payphone,Wiz Khalifa,415,63,,1198571,,3448409,"+1,198,571",384512212
190,+7,Linkin Park,The Emptiness Machine,,193,5,,1195508,"+23,479",4884876,"-98,381",464051217
191,RE,Bad Bunny,WELTiTA,Chuwi,88,10,,1194343,,2371756,"+1,194,343",215837487
192,+1,The Weeknd,São Paulo,Anitta,137,7,,1192043,"+1,660",4824816,"-41,634",254185998
193,RE,Avicii,Wake Me Up,,1116,4,,1186273,,1186273,"+1,186,273",803145363
194,RE,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,Swae Lee,2197,1,16,1183563,,2252492,"-17,778",3478752717
195,RE,James Arthur,Say You Won't Let Go,,2437,6,,1181955,,3462607,"+1,181,955",2536796085
196,RE,French Montana,Unforgettable,Swae Lee,851,3,8,1180604,,5995695,"-109,545",1290339113
197,+1,SZA,Saturn,,342,12,,1172260,+622,3564416,"+1,172,260",710211947
198,-69,Chezile,Beanie,,140,53,,1168256,"-234,005",5124438,"-157,700",222631003
199,RE,DJ Snake,Let Me Love You,Justin Bieber,512,2,7,1167553,,1167553,"+1,167,553",894232524
200,RE,Imagine Dragons,Believer,,2836,15,,1166668,,1166668,"+1,166,668",3168552457
